,INTERACTOR_A,INTERACTOR_B
1046,SNRNP70,BCLAF1
1047,SMARCD1,PLCD1
1048,C17orf59,FYCO1
1049,DKKL1,FRAS1
1050,RAPGEF5,PLEC
1051,PCDH12,CELSR2
1052,DEFA5,FRAS1
1053,PCDHGB1,CELSR2
1054,C16orf45,POLE
1055,ANK1,VAC14
1056,GPHA2,FRAS1
1057,PCK2,AHNAK2
1058,MLF1,CDK5RAP2
1059,RPL28,CELSR2
1060,PSG8,CELSR2
1061,SNIP1,BCLAF1
1062,JSRP1,AHNAK
1063,PSG8,FRAS1
1064,LGALS3BP,POLE
1065,LUC7L2,BCLAF1
1066,CARD9,CDK5RAP2
1067,KIF3A,PLCD1
1068,ZBBX,CELSR2
1069,GFOD1,PLEC
1070,LINC01587,CDK5RAP2
1071,FAM81B,CDK5RAP2
1072,PYCR2,AHNAK2
1073,PNN,BCLAF1
1074,DTWD2,CELSR2
1075,FGFRL1,CELSR2
1076,ASF1B,RIF1
1077,ZNF408,FRAS1
1078,ANXA2,AHNAK2
1079,PRMT8,BCLAF1
1080,ANK1,NELFB
1081,JSRP1,AHNAK2
1082,DNAJC7,POLE
1083,HSD17B3,AHNAK
1084,SSX2,CDK5RAP2
1085,FYCO1,CCT6A
1086,DUSP23,AHNAK2
1087,KLK5,FRAS1
1088,SCGB1D1,FRAS1
1089,LYPD6,CELSR2
1090,PMS1,AHNAK
1091,NXPH2,CELSR2
1092,ST8SIA4,FRAS1
1093,VAPB,CELSR2
1094,DDX39A,CELSR2
1095,FKBP11,AHNAK2
1096,MGAT4C,FRAS1
1097,ING2,AHNAK
1098,FYCO1,CCT3
1099,GML,FRAS1
1100,RPL28,POLE
1101,GJB7,AHNAK
1102,ST8SIA4,CELSR2
1103,SOCS6,PLEC
1104,IFNE,FRAS1
1105,TMEM9B,RIF1
1106,TFDP3,PLEC
1107,LRRTM1,FRAS1
1108,PRPS1,CDK5RAP2
1109,PCDH20,CELSR2
1110,NR1I3,MED13
1111,NCSTN,AHNAK2
1112,ADAMTS4,FRAS1
1113,RALBP1,CDK5RAP2
1114,PRG3,FRAS1
1115,USP14,AHNAK2
1116,DKKL1,POLE
1117,U2AF2,BCLAF1
1118,CORO2A,BCLAF1
1119,SUSD4,FRAS1
1120,LUC7L,BCLAF1
1121,SLC15A1,RIF1
1122,ALPPL2,AHNAK
1123,USP36,CELSR2
1124,MLF1,PLEC
1125,PCK2,AHNAK
1126,GPR141,AHNAK
1127,FYCO1,CCT2
1128,CHST8,FRAS1
1129,NAALADL2,CELSR2
1130,PYCR2,AHNAK
1131,LRRC46,POLE
1132,SDC1,AHNAK
1133,POLE,HSPA8
1134,TKT,PLEC
1135,DDX19B,PLEC
1136,IL27RA,CELSR2
1137,BSG,RIF1
1138,ZBBX,POLE
1139,POLH,AHNAK
1140,XAGE1B,FRAS1
1141,SLC39A9,RIF1
1142,LAMP3,RIF1
1143,FCGR1A,FRAS1
1144,OS9,FRAS1
1145,LYZL1,FRAS1
1146,USP14,AHNAK
1147,C6orf141,CDK5RAP2
1148,ZNF517,AHNAK
1149,FYCO1,TCP1
1150,DOCK5,SZT2
1151,RFPL2,AHNAK
1152,LRRC4C,FRAS1
1153,PCDHGC3,AHNAK
1154,SCN2B,RIF1
1155,SLAMF1,FRAS1
1156,C1QL4,AHNAK2
1157,LYPD4,POLE
1158,CHRM4,RIF1
1159,GALK2,AHNAK
1160,TENC1,TNS1
1161,UBC,HSPG2
1162,UBC,PLEC
1163,ROR2,PPP3CB
1164,ROR2,PPM1A
1165,ROR2,PPM1B
1166,ROR2,PPM1F
1167,ROR2,ILKAP
1168,ROR2,TAB1
1169,ROR2,PTPRR
1170,ROR2,PTPN6
1171,ROR2,PTPN7
1172,ROR2,PTPN11
1173,ROR2,PTPN12
1174,ROR2,PTPN20B
1175,ROR2,DUSP1
1176,ROR2,DUSP6
1177,ROR2,DUSP10
1178,ROR2,DUSP14
1179,ROR2,DUSP18
1180,ROR2,DUSP19
1181,ROR2,DUSP21
1182,ROR2,DUPD1
1183,ROR2,STYX
1184,ROR2,CDC14A
1185,ROR2,TPTE
1186,ROR2,MTMR1
1187,ROR2,MTMR2
1188,ROR2,MTMR6
1189,ROR2,MTMR9
1190,ROR2,CDC25C
1191,ROR2,EYA2
1192,RIF1,PPP1R7
1193,PPP1CA,RIF1
1194,AAK1,PLEC
1195,PLEC,PPIP5K2
1196,SEC24B,PLEC
1197,CCDC88A,PLEC
1198,EYA4,PLEC
1199,PLEC,LUZP1
1200,UBE2D2,PLEC
1201,PPP1CB,RIF1
1202,NUP88,PLEC
1203,PLEC,URGCP
1204,PLEC,DVL3
1205,QSER1,PLEC
1206,ARFGAP3,PLEC
1207,AHNAK,PLEC
1208,AHNAK,PPIP5K2
1209,WNK1,PLEC
1210,NCL,MSH6
1211,NCL,MSH6
1212,CYLD,FYCO1
1213,CYLD,AHNAK
1214,CYLD,MSH6
1215,CYLD,PLEC
1216,CYLD,BCLAF1
1217,COQ2,BCLAF1
1218,DLD,BCLAF1
1219,DLST,PLEC
1220,PARK7,BCLAF1
1221,PDHA1,PLEC
1222,TRIM25,AHNAK
1223,TRIM25,FRAS1
1224,TRIM25,FYCO1
1225,TRIM25,HSPG2
1226,TRIM25,MED13
1227,TRIM25,MSH6
1228,G3BP1,MSH6
1229,CCND2,PLEC
1230,HDAC6,MSH6
1231,HDAC6,MSH6
1232,UHRF2,BCLAF1
1233,HEY1,PLEC
1234,BRCA1,PLEC
1235,BRCA1,AHNAK
1236,YAP1,AHNAK
1237,TES,PLEC
1238,K8.1,POLE
1239,ORF21,BCLAF1
1240,TXNIP,AHNAK
1241,FURIN,MMP14
1242,FURIN,MMP14
1243,MMP14,TIMP2
1244,MMP14,MMP3
1245,MMP14,MMP3
1246,MMP14,TIMP1
1247,MCM9,MSH6
1248,MCM9,MSH6
1249,MSH6,MCM9
1250,HIST1H3A,MSH6
1251,HIST1H3A,MSH6
1252,UHRF1,MSH6
1253,HNRNPL,ROR2
1254,HNRNPL,PHKB
1255,HNRNPL,DNAH1
1256,ZUFSP,RIF1
1257,ZUFSP,MSH6
1258,ZUFSP,POLE
1259,ZUFSP,SZT2
1260,CFTR,PLEC
1261,CFTR,AHNAK
1262,HUS1,POLE
1263,LTN1,POLE
1264,MED23,POLE
1265,NUBP1,POLE
1266,POLE,POLE
1267,POLE,RPL36A
1268,POLE,TIMELESS
1269,CLEC14A,HSPG2
1270,DDX39B,BCLAF1
1271,EGLN3,MSH6
1272,TRIM14,MSH6
1273,IQGAP1,BCLAF1
1274,MED9,MED13
1275,EGLN3,POLE
1276,EGLN3,CDK5RAP2
1277,RIPK4,POLE
1278,MAPK6,RIF1
1279,TMPO,AHNAK
1280,PPP1CC,RIF1
1281,PPP1CA,RIF1
1282,PPP1CB,RIF1
1283,PPP1R3C,PHKB
1284,PPP1CC,RIF1
1285,PPP1CA,RIF1
1286,PPP1CB,RIF1
1287,POLE,MMS19
1288,POLE,CIAO1
1289,POLE,POLE2
1290,POLE,POLE3
1291,POLE,POLE4
1292,POLE,DDB1
1293,POLE,CIAO1
1294,POLE,MMS19
1295,POLE,POLR2B
1296,DEPDC5,SZT2
1297,DEPDC5,SZT2
1298,WDR59,SZT2
1299,KPTN,SZT2
1300,ITFG2,SZT2
1301,SZT2,KPTN
1302,SZT2,C12orf66
1303,SZT2,ITFG2
1304,WDR24,SZT2
1305,NPRL2,SZT2
1306,SZT2,NPRL3
1307,SZT2,NPRL2
1308,LAMP1,SZT2
1309,MED12,MED13
1310,GSK3A,BCLAF1
1311,HNF1B,BCLAF1
1312,MAP2K1,DNAH1
1313,MTCH2,BCLAF1
1314,TRIP4,BCLAF1
1315,HIF1A,MSH6
1316,PYHIN1,HSPG2
1317,BCOR,FRAS1
1318,PRPF8,PLEC
1319,PRPF8,AHNAK
1320,EFTUD2,PLEC
1321,EFTUD2,AHNAK
1322,EFTUD2,AHNAK2
1323,AAR2,AHNAK
1324,PIH1D1,PLEC
1325,PIH1D1,AHNAK
1326,EFTUD2,MSH6
1327,EFTUD2,RIF1
1328,TNIP2,BCLAF1
1329,TNIP2,FYCO1
1330,TNIP2,CDK5RAP2
1331,TNIP2,MED13
1332,CHD3,MSH6
1333,CHD3,BCLAF1
1334,RNF4,RIF1
1335,RNF4,PLEC
1336,CHD4,BCLAF1
1337,RNF31,BCLAF1
1338,TNF,PLEC
1339,RNF4,BCLAF1
1340,RNF4,AHNAK
1341,ARIH1,POLE
1342,CDC34,MSH6
1343,MMS19,POLE
1344,CIAO1,POLE
1345,CALCOCO2,PLEC
1346,SPDL1,BCLAF1
1347,SPDL1,PLEC
1348,SPDL1,MSH6
1349,SPDL1,AHNAK
1350,RIOK1,MSH6
1351,VPS35,MMP14
1352,ESR2,MED13
1353,ESR2,FYCO1
1354,RNF123,ANK1
1355,RNF123,MSH6
1356,RNF123,AHNAK
1357,PPT1,PLEC
1358,PPT1,AHNAK
1359,HERC2,PLEC
1360,UBE3A,AHNAK
1361,SNAI1,MSH6
1362,AGR2,AHNAK
1363,AGR2,AHNAK2
1364,AGR2,DNAH1
1365,AGR2,FYCO1
1366,AGR2,PLEC
1367,AGR2,AHNAK
1368,AGR2,PLEC
1369,AGR2,MSH6
1370,AGR2,MSH6
1371,HRAS,PLCD1
1372,HRAS,ROR2
1373,KRAS,PLCD1
1374,KRAS,ROR2
1375,NRAS,PLCD1
1376,NRAS,ROR2
1377,WWOX,MSH6
1378,EZH2,AHNAK
1379,EZH2,POLE
1380,RECQL4,MSH6
1381,FBXW7,MSH6
1382,ZBTB38,MSH6
1383,DCPS,AHNAK
1384,DCPS,PLEC
1385,TNRC6A,AHNAK2
1386,TNRC6A,MED13
1387,CAV1,MMP14
1388,CAV1,MMP14
1389,GPC1,PLEC
1390,RIF1,SUMO2
1391,PIAS4,RIF1
1392,RIF1,TP53BP1
1393,MMP14,NPR1
1394,MMP14,SLC16A8
1395,MMP14,PNMT
1396,MMP14,NOS2
1397,ANK1,OBSCN
1398,OBSCN,ANK1
1399,OBSCN,ANK1
1400,TTN,ANK1
1401,MYC,POLE
1402,MYC,MMP14
1403,MYC,MSH6
1404,MYC,AHNAK
1405,MYC,PLEC
1406,MYC,RIF1
1407,MYC,AHNAK2
1408,RNF41,RIF1
1409,RNF41,AHNAK
1410,CDK9,PLEC
1411,CDK9,AHNAK2
1412,HRAS,CELSR2
1413,NRAS,CELSR2
1414,ANK1,OBSCN
1415,OBSCN,ANK1
1416,ANK1,OBSCN
1417,HIST1H4A,RIF1
1418,HIST1H4A,AHNAK
1419,HIST1H2BB,AHNAK
1420,HIST1H2BB,RIF1
1421,HIST1H3A,MSH6
1422,HIST1H3A,RIF1
1423,AURKB,RIF1
1424,CDK7,RIF1
1425,CDK8,RIF1
1426,CDK8,MED13
1427,CDK8,MED13
1428,EZR,AHNAK
1429,MED13,CCNC
1430,MED13,CDK8
1431,MED13,MED1
1432,MED13,MED10
1433,MED13,MED11
1434,MED13,MED12
1435,MED13,MED12L
1436,MED13,MED13
1437,MED13,MED13L
1438,MED13,MED14
1439,MED13,MED15
1440,MED13,MED16
1441,MED13,MED17
1442,MED13,MED18
1443,MED13,MED19
1444,MED13,MED20
1445,MED13,MED21
1446,MED13,MED22
1447,MED13,MED23
1448,MED13,MED24
1449,MED13,MED25
1450,MED13,MED27
1451,MED13,MED28
1452,MED13,MED29
1453,MED13,MED30
1454,MED13,MED31
1455,MED13,MED4
1456,MED13,MED6
1457,MED13,MED7
1458,MED13,MED8
1459,MED13,MED9
1460,MED13,CCNC
1461,MED13,CDK8
1462,MED13,MED1
1463,MED13,MED10
1464,MED13,MED11
1465,MED13,MED12
1466,MED13,MED13
1467,MED13,MED13L
1468,MED13,MED14
1469,MED13,MED15
1470,MED13,MED16
1471,MED13,MED17
1472,MED13,MED18
1473,MED13,MED19
1474,MED13,MED20
1475,MED13,MED21
1476,MED13,MED22
1477,MED13,MED23
1478,MED13,MED24
1479,MED13,MED25
1480,MED13,MED27
1481,MED13,MED28
1482,MED13,MED29
1483,MED13,MED30
1484,MED13,MED31
1485,MED13,MED4
1486,MED13,MED6
1487,MED13,MED7
1488,MED13,MED8
1489,MED13,MED9
1490,MED13,MED12L
1491,MAPRE1,CDK5RAP2
1492,CDK5RAP2,AKAP9
1493,CDK5RAP2,PDE4DIP
1494,CDK5RAP2,PRKAR2A
1495,CDK5RAP2,HIST1H2AH
1496,CDK5RAP2,BIRC6
1497,CDK5RAP2,PABPC1
1498,CDK5RAP2,AHNAK
1499,CDK5RAP2,CAPZA2
1500,CDK5RAP2,LGALS3BP
1501,CDK5RAP2,CLTC
1502,CDK5RAP2,PRKDC
1503,CDK5RAP2,HIST1H4A
1504,CDK5RAP2,RAB5C
1505,CDK5RAP2,ACTC1
1506,CDK5RAP2,LMNA
1507,CDK5RAP2,TKT
1508,CDK5RAP2,HIST1H2BK
1509,CDK5RAP2,PARP1
1510,CDK5RAP2,DNAJA1
1511,CDK5RAP2,PKP3
1512,CDK5RAP2,FLNB
1513,CDK5RAP2,PABPC4
1514,CDK5RAP2,TMPO
1515,CDK5RAP2,CORO1B
1516,CDK5RAP2,DDX5
1517,PDE4DIP,PLEC
1518,PDE4DIP,CDK5RAP2
1519,MAPRE1,CDK5RAP2
1520,PDE4DIP,CDK5RAP2
1521,CDK5RAP2,AKAP9
1522,CDK5RAP2,PDE4DIP
1523,CDK5RAP2,PRKAR2A
1524,CDK5RAP2,PRKACA
1525,AKAP9,CDK5RAP2
1526,AKAP9,CDK5RAP2
1527,PRKAR2A,CDK5RAP2
1528,CDK5RAP2,LGALS3BP
1529,TP53BP1,RIF1
1530,TP53BP1,MED13
1531,BRCA1,RIF1
1532,BRCA1,POLE
1533,MDC1,RIF1
1534,GRWD1,BCLAF1
1535,GRWD1,RIF1
1536,KIAA1429,AHNAK2
1537,KIAA1429,AHNAK
1538,KIAA1429,PLEC
1539,KIAA1429,MED13
1540,KIAA1429,CELSR2
1541,KIAA1429,ALPK2
1542,KIAA1429,FYCO1
1543,KIAA1429,CDK5RAP2
1544,KIAA1429,ANK1
1545,KIAA1429,TNS1
1546,KIAA1429,HSPG2
1547,KIAA1429,TMTC2
1548,KIAA1429,SZT2
1549,KIAA1429,POLE
1550,KIAA1429,PHKB
1551,KIAA1429,RIF1
1552,KIAA1429,TNC
1553,METTL3,MSH6
1554,METTL14,PLEC
1555,METTL14,AHNAK
1556,KIAA1429,PLEC
1557,KIAA1429,AHNAK
1558,KIAA1429,MSH6
1559,PSME3,BCLAF1
1560,PSME3,PLEC
1561,ANK3,PLEC
1562,ANK3,PLEC
1563,ANK3,PLEC
1564,RC3H1,BCLAF1
1565,RC3H2,BCLAF1
1566,SZT2,NPRL3
1567,SZT2,NPRL2
1568,SZT2,MIOS
1569,SZT2,WDR24
1570,SZT2,WDR59
1571,SESN2,SZT2
1572,SZT2,LAMP1
1573,SZT2,LAMP2
1574,SZT2,RAB7A
1575,SZT2,WDR59
1576,SZT2,DEPDC5
1577,SZT2,NPRL2
1578,SZT2,NPRL3
1579,SZT2,MIOS
1580,SZT2,WDR59
1581,SZT2,SEC13
1582,SZT2,SEH1L
1583,SZT2,SEC13
1584,SZT2,SEH1L
1585,ATG16L1,PLEC
1586,ERBB2,ROR2
1587,ACTC1,RIF1
1588,ACTC1,BCLAF1
1589,ACTC1,MSH6
1590,ESR2,PLEC
1591,PHB,POLE
1592,RBX1,BCLAF1
1593,BRCA2,PLEC
1594,BRCA2,PLEC
1595,PLEC,BRCA2
1596,BRCA2,PLEC
1597,H2AFX,MSH6
1598,H2AFZ,MSH6
1599,H2AFY,MSH6
1600,KMT2C,ASXL3
1601,KDM6A,ASXL3
1602,Fhl1,BCLAF1
1603,BCLAF1,Fhl1
1604,Fhl1,BCLAF1
1605,BCLAF1,FHL1
1606,FHL1,BCLAF1
1607,C20orf196,RIF1
1608,FLCN,AHNAK
1609,ARMC12,PLEC
1610,BLM,RIF1
1611,SPIDR,RIF1
1612,CCND1,CDK5RAP2
1613,CCND1,RIF1
1614,CCND1,MSH6
1615,TET2,PLEC
1616,DDX1,RIF1
1617,DDX1,RIF1
1618,RIF1,DDX1
1619,DDX1,RIF1
1620,TANK,AHNAK
1621,TANK,PLEC
1622,TRAF2,PLEC
1623,NR2C2,AHNAK
1624,NR2C2,ANK1
1625,NR2C2,PLEC
1626,NR2C2,MSH6
1627,PPP1CC,BCLAF1
1628,PPP1CC,RIF1
1629,PPP1CC,PLEC
1630,TRIM29,MSH6
1631,TRIM29,MSH6
1632,H2AFX,MSH6
1633,MTDH,HSPG2
1634,MTDH,PLEC
1635,UBE3C,AHNAK
1636,UBE3C,AHNAK
1637,AHNAK,UBE3C
1638,AHNAK,TP53
1639,ERCC6,RIF1
1640,RIF1,TP53BP1
1641,RIF1,ERCC6
1642,HDAC2,AHNAK
1643,HDAC2,AHNAK2
1644,HDAC2,HSPG2
1645,CSK,ALPK2
1646,RPS6KA2,ROR2
1647,GBF1,AHNAK
1648,GBF1,AHNAK2
1649,XRCC6,BCLAF1
1650,XRCC6,MSH6
1651,XRCC6,RIF1
1652,MAP1LC3A,FYCO1
1653,NHLRC2,BCLAF1
1654,KRAS,POLE
1655,KRAS,BCLAF1
1656,DYNC1I2,PHKB
1657,DYNLT1,PLEC
1658,BICD2,PLEC
1659,HOOK1,PLEC
1660,HOOK3,PLEC
1661,FBXO38,POLE
1662,VRK3,BCLAF1
1663,HIST1H4A,AHNAK
1664,HIST1H4A,RIF1
1665,HIST1H4A,BCLAF1
1666,LINC00839,RIF1
1667,PSMD14,PLEC
1668,SLC4A1,ANK1
1669,APEX1,RIF1
1670,APEX1,AHNAK
1671,DYRK1A,AHNAK2
1672,DYRK1A,AHNAK
1673,RNF38,AHNAK
1674,AHNAK,RNF38
1675,RNF38,AHNAK
1676,P2RY6,MSH6
1677,SLC15A3,MSH6
1678,TNFSF13B,MSH6
1679,UNC93B1,MSH6
1680,RNF213,AHNAK2
1681,SECTM1,BCLAF1
1682,COMMD3,AHNAK
1683,SNRNP70,MSH6
1684,SNRNP70,BCLAF1
1685,BCL9,PLEC
1686,CUL4A,HSPG2
1687,HSPB1,MSH6
1688,CA9,MMP14
1689,CA9,MMP14
1690,MMP14,CA9
1691,PTPRH,MMP14
1692,PTPRO,MMP14
1693,CDC14A,MSH6
1694,CDC25B,MSH6
1695,CDKN3,MSH6
1696,PTPMT1,MSH6
1697,PTPRM,MSH6
1698,DUSP15,POLE
1699,DUSP2,POLE
1700,DUSP26,POLE
1701,MTMR4,POLE
1702,PTPN14,POLE
1703,TPTE2,POLE
1704,FUS,BCLAF1
1705,TAF15,BCLAF1
1706,MATR3,RIF1
1707,MATR3,MSH6
1708,ITFG1,FYCO1
1709,ITFG1,RIF1
1710,CYLD,ANK1
1711,CYLD,PLEC
1712,MTMR4,MSH6
1713,HMGB1,AHNAK
1714,HMGB1,BCLAF1
1715,RHBDD1,AHNAK
1716,RHBDD1,BCLAF1
1717,RHBDF2,ROR2
1718,RHBDF2,AHNAK
1719,LRWD1,RIF1
1720,CDK8,MED13
1721,nsp13,CDK5RAP2
1722,nsp13,FYCO1
1723,BIRC3,BCLAF1
1724,BIRC3,RIF1
1725,BIRC3,MSH6
1726,STAU1,RIF1
1727,STAU1,POLE
1728,STAU1,BCLAF1
1729,LMBR1L,POLE
1730,NFX1,BCLAF1
1731,BRD7,BCLAF1
1732,FAM105A,ROR2
1733,MATR3,BCLAF1
1734,KIAA1107,BCLAF1
1735,SOX2,BCLAF1
1736,TRIM28,MSH6
1737,TRIM28,POLE
1738,SQSTM1,TNC
1739,SQSTM1,CDK5RAP2
1740,SQSTM1,AHNAK
1741,ATXN1,MYOM2
1742,HTT,PLEC
1743,TRAIP,POLE
1744,EP300,RIF1
1745,EP300,FYCO1
1746,EP300,ANK1
1747,LRRK2,RIF1
1748,CMTR1,BCLAF1
1749,ANK1,FXYD3
1750,ANK1,RBFA
1751,ANK1,EMD
1752,ANK1,EMP1
1753,ANK1,NRM
1754,ANK1,SLC30A8
1755,ANK1,TMEM203
1756,ANK1,RTP2
1757,ANK1,LOC100507537
1758,PHKA2,PHKB
1759,VAMP3,AHNAK2
1760,MSMO1,MMP14
1761,CTSA,AHNAK2
1762,SMARCD1,INSC
1763,PITX1,ROR2
1764,PLA2G10,ROR2
1765,AQP6,MMP14
1766,CREM,ROR2
1767,HIVEP1,ROR2
1768,POLE2,POLE
1769,ALG13,ROR2
1770,CYB5B,AHNAK2
1771,TTC23,INSC
1772,CRX,ROR2
1773,MEOX2,AHNAK
1774,LHX6,ROR2
1775,LHX3,INSC
1776,POU2AF1,ROR2
1777,TSPO2,AHNAK2
1778,FAM46A,ROR2
1779,C3orf52,AHNAK2
1780,IGFBP5,AHNAK2
1781,ELOVL4,MMP14
1782,MSX2,ROR2
1783,SORBS3,INSC
1784,UBIAD1,AHNAK2
1785,GPSM2,INSC
1786,AHNAK,AHNAK
1787,TEKT3,INSC
1788,FOSB,ROR2
1789,PRKAB2,ROR2
1790,BHLHE40,ROR2
1791,GABARAPL1,AHNAK2
1792,ASGR1,AHNAK2
1793,C1orf94,ROR2
1794,ATXN7L1,ROR2
1795,EBP,MMP14
1796,STOM,MMP14
1797,VENTX,ROR2
1798,FAM168B,ROR2
1799,ZUFSP,MMP14
1800,SH3RF1,XIRP1
1801,WDYHV1,PLCD1
1802,MMP14,F11R
1803,MMP14,HSD17B13
1804,MMP14,TMEM31
1805,MMP14,FHL3
1806,RUSC1,INSC
1807,PRR35,INSC
1808,ZFPL1,AHNAK2
1809,ABLIM2,AHNAK2
1810,TLX3,ROR2
1811,GEM,INSC
1812,STOX1,ROR2
1813,PRAP1,AHNAK2
1814,USP54,INSC
1815,ENTHD2,SZT2
1816,SOX14,ROR2
1817,ROR2,ISX
1818,ROR2,DAZAP2
1819,ROR2,KRTAP6-2
1820,ROR2,C19orf54
1821,ROR2,ZNF34
1822,ROR2,ARID5A
1823,ROR2,PRR20B
1824,ROR2,PRR20A
1825,ROR2,C3orf56
1826,ROR2,C10orf55
1827,ROR2,PRR20D
1828,ROR2,PRR20C
1829,ROR2,PRR20E
1830,ROR2,KRTAP19-7
1831,ROR2,KRTAP7-1
1832,POLE,ABHD16A
1833,C17orf62,AHNAK2
1834,HGS,PLCD1
1835,AHNAK2,FAM3C
1836,INSC,ZNF587
1837,INSC,GPANK1
1838,INSC,MGC50722
1839,ZNF655,SZT2
1840,MLH1,MSH6
1841,OBSL1,DNAH1
1842,CUL7,PLEC
1843,CUL7,MSH6
1844,PLEKHA4,MSH6
1845,PLEKHA4,PHKB
1846,PLEKHA4,PLEC
1847,PLEKHA4,POLE
1848,PLEKHA4,BCLAF1
1849,PLEKHA4,RIF1
1850,PLEKHA4,AHNAK
1851,RAD18,BCLAF1
1852,SETD1A,AHNAK
1853,MAGEA3,PHKB
1854,TIMP1,MMP14
1855,PINK1,PLEC
1856,PINK1,BCLAF1
1857,PINK1,AHNAK
1858,PINK1,MSH6
1859,FANCD2,AHNAK
1860,FANCD2,PLEC
1861,FANCD2,RIF1
1862,FANCD2,BCLAF1
1863,ORF7b,CELSR2
1864,ORF7a,RIF1
1865,ORF7b,CELSR2
1866,PTEN,MSH6
1867,TNC,Itgb1
1868,TNC,Itga7
1869,SLX4,MSH6
1870,ZC3H18,BCLAF1
1871,ABI1,BCLAF1
1872,DOK2,BCLAF1
1873,DUSP4,PLEC
1874,ELK4,BCLAF1
1875,FGFR1,PLEC
1876,MTA2,AHNAK
1877,PDPK1,HSPG2
1878,PRKCE,BCLAF1
1879,PRKD1,PLEC
1880,PTPRR,PLEC
1881,RAB5A,BCLAF1
1882,SH2D3C,RIF1
1883,SH2D3C,POLE
1884,YES1,BCLAF1
1885,EMC1,AHNAK
1886,EMC1,AHNAK2
1887,EMC2,AHNAK
1888,MMGT1,AHNAK
1889,MMGT1,AHNAK2
1890,SCD,ASXL3
1891,CASQ2,PLEC
1892,PPP1R15A,PLEC
1893,ANXA2,AHNAK
1894,TAC1,PLEC
1895,VARS,PHKB
1896,RPL3,AHNAK2
1897,VDAC2,AHNAK
1898,PEX5,PLEC
1899,RP1,BCLAF1
1900,POLE,UHRF1BP1
1901,AHNAK,DOCK11
1902,AHNAK,CNST
1903,AHNAK,JADE3
1904,AHNAK,HIST1H2BH
1905,AHNAK,OR10H1
1906,PAPPA,PLEC
1907,PLEC,INA
1908,PLEC,CCDC27
1909,PLEC,FILIP1L
1910,PLEC,CCDC62
1911,PLEC,FGD5
1912,PLEC,RSRC2
1913,PLEC,N4BP2
1914,PLEC,FANCM
1915,PLEC,GPR161
1916,PLEC,MOAP1
1917,PLEC,DIS3
1918,FRAS1,HIST1H2BH
1919,HIST1H2BH,DNAH1
1920,TOMM70A,AHNAK2
1921,AHNAK,FAM136A
1922,RIF1,VDAC3
1923,FYCO1,RRBP1
1924,LOC100128274,AHNAK
1925,HIP1,PLEC
1926,PRMT5,PLEC
1927,KIF3C,PLEC
1928,MAGEB4,PLEC
1929,MCM3AP,PLEC
1930,GPR37L1,PLEC
1931,RECQL4,PLEC
1932,SNUPN,PLEC
1933,IFNA2,PLEC
1934,LMNA,TNS1
1935,H2AFZ,DNAH1
1936,HIST1H1E,ALPK2
1937,ACP2,PLEC
1938,TOP1,ASXL3
1939,MTHFD1,AHNAK
1940,SCG2,PLEC
1941,PRKCH,PLEC
1942,ADH6,PLEC
1943,STAT6,PLEC
1944,NCAPD3,PLEC
1945,KRT6C,PLEC
1946,RPL14,AHNAK
1947,DNA2,PLEC
1948,LOC102724334,DNAH1
1949,S100A10,AHNAK
1950,ACTR1A,PLEC
1951,ACTR1A,AHNAK2
1952,ACTC1,PLEC
1953,RBM6,PLEC
1954,HNRNPU,DNAH1
1955,KHDRBS1,PLEC
1956,AHNAK,HIST3H3
1957,AHNAK,HIST2H2BE
1958,AHNAK,LRRK2
1959,AHNAK,GALNTL5
1960,AHNAK,C14orf37
1961,AHNAK,C2CD5
1962,AHNAK,YTHDC1
1963,AHNAK,RBM15
1964,AHNAK,NUDT12
1965,AHNAK,DCUN1D5
1966,AHNAK,PRX
1967,AHNAK,PNPLA3
1968,AHNAK,DIS3
1969,AHNAK,ST14
1970,TP53BP2,PLEC
1971,PLEC,AXDND1
1972,PLEC,TMIGD1
1973,PLEC,GBP6
1974,PLEC,MYO18B
1975,PLEC,ANKS4B
1976,PLEC,OR4K17
1977,PLEC,DNAH3
1978,PLEC,DNAH5
1979,PLEC,ZNF721
1980,PLEC,AHCTF1
1981,PLEC,CTTNBP2
1982,PLEC,PGBD4
1983,PLEC,GALNT14
1984,PLEC,MTR
1985,PLEC,MYBBP1A
1986,PLEC,KIFC1
1987,PLEC,R3HDML
1988,PLEC,WNK1
1989,PLEC,ASH1L
1990,PLEC,MXRA5
1991,PLEC,CDK12
1992,PLEC,RRBP1
1993,PLEC,CTSZ
1994,PLEC,TRPS1
1995,PLEC,EXO1
1996,PLEC,THRAP3
1997,PLEC,SBDS
1998,PLEC,ZNF451
1999,CTC1,RIF1
2000,TCP1,FRAS1
2001,VDAC1,RIF1
2002,RPL23A,AHNAK
2003,LAMA5,PLEC
2004,CS,PLEC
2005,KRT14,PLEC
2006,KRT18,PLEC
2007,KRT8,PLEC
2008,PLCD1,PLEC
2009,MAP1A,PLEC
2010,ROR1,PLEC
2011,DHX9,FRAS1
2012,ITK,AHNAK
2013,AHNAK,CHD4
2014,AHNAK,ACSM5
2015,AHNAK,TMEM184A
2016,AHNAK,MORC4
2017,AHNAK,RPF2
2018,AHNAK,DNAJC28
2019,AHNAK,ANKRD26
2020,ATR,PLEC
2021,URB2,PLEC
2022,ITPR1,PLEC
2023,KIF14,PLEC
2024,PLEC,HIST3H3
2025,PLEC,KAZN
