,INTERACTOR_A,INTERACTOR_B
2087,MYH11,PLBD2
2088,FANCI,C1orf86
2089,HSPA5,LAMA1
2090,LAMB3,LAMA1
2091,DNAJC7,LAMA1
2092,TUBG1,LAMA1
2093,CBX4,LAMA1
2094,BAG3,LAMA1
2095,TOMM40,LAMA1
2096,NES,LAMA1
2097,AP4E1,LAMA1
2098,STRN3,LAMA1
2099,CCDC132,LAMA1
2100,ATL2,LAMA1
2101,SUCO,LAMA1
2102,FLNA,TPRN
2103,MYH11,TMEM189
2104,FLNA,MYO18A
2105,FANCI,TIMM23
2106,PPP1R21,KMT2D
2107,RBM45,KMT2D
2108,Myh9,ADD1
2109,Myo1c,ADD1
2110,Coro1c,ADD1
2111,Tmod3,ADD1
2112,Lima1,ADD1
2113,Tpm4,ADD1
2114,Ppp1r3b,AGL
2115,Nedd1,ATM
2116,Zbtb48,ATM
2117,Actb,DST
2118,Mapre1,DST
2119,Flot1,DST
2120,Myh9,DST
2121,Myo1c,DST
2122,Prkcz,DST
2123,Tpm1,DST
2124,Coro1c,DST
2125,Ppp6c,DST
2126,Calml3,DST
2127,Cep152,DST
2128,Tecpr2,DST
2129,Vamp2,LYST
2130,Dync1li1,LYST
2131,Tnpo1,LYST
2132,Ccdc9,LYST
2133,Cep85l,LYST
2134,Actb,FLNA
2135,Flot1,FLNA
2136,Flot2,FLNA
2137,Itga5,FLNA
2138,Myh9,FLNA
2139,Myo1c,FLNA
2140,Nek2,FLNA
2141,Tpm1,FLNA
2142,Coro1c,FLNA
2143,Racgap1,FLNA
2144,Tmod3,FLNA
2145,Lima1,FLNA
2146,Calml3,FLNA
2147,Myh10,FLNA
2148,Prkaa1,FLNA
2149,Arrb2,FLNA
2150,Flnb,FLNA
2151,Sept9,FLNA
2152,Id2,HSPG2
2153,Espn,HSPG2
2154,Shoc2,HSPG2
2155,Pxdc1,HSPG2
2156,Vps28,HSPG2
2157,Heatr2,HSPG2
2158,Cbx1,NUMA1
2159,Tnks,NUMA1
2160,Srp72,NUMA1
2161,Tnks2,NUMA1
2162,Myh9,PLEC
2163,Lima1,PLEC
2164,Calml3,PLEC
2165,Cep78,PLEC
2166,Flnb,PLEC
2167,Bmpr1a,SLC12A3
2168,Ttll12,TYRO3
2169,Cdc6,KMT2D
2170,Setd3,KMT2D
2171,Wdr5,KMT2D
2172,Osgep,CHD1L
2173,Mapre1,PDE4DIP
2174,Prkacb,PDE4DIP
2175,Prkar2a,PDE4DIP
2176,Prkar2b,PDE4DIP
2177,Cdk5rap2,PDE4DIP
2178,Hdac6,HPS5
2179,Lck,HPS5
2180,Magoh,HPS5
2181,Psmb4,HPS5
2182,Papss1,HPS5
2183,Ppp2r1a,HPS5
2184,Rassf1,HPS5
2185,Cdc26,HPS5
2186,Rcc1,HPS5
2187,Kifc1,HPS5
2188,Cep135,HPS5
2189,Katna1,RIMS1
2190,Tmed10,RIMS1
2191,Sgol1,RIMS1
2192,Chmp4b,RIMS1
2193,Strn3,RIMS1
2194,Cep135,RIMS1
2195,Wiz,MDN1
2196,Chmp3,MDN1
2197,Tmed10,MDN1
2198,Chmp4b,MDN1
2199,Anapc2,MDN1
2200,Cbx1,AHDC1
2201,Scai,AHDC1
2202,Rpl35,FOCAD
2203,Rrbp1,FOCAD
2204,Bub1,HEATR1
2205,Mgp,HEATR1
2206,Gnpnat1,HEATR1
2207,Cep152,HEATR1
2208,Rhoa,RARS2
2209,Gspt1,EEFSEC
2210,Rpl35,EEFSEC
2211,Rrbp1,EEFSEC
2212,Actb,AHNAK
2213,Bmpr1a,AHNAK
2214,Anxa2,AHNAK
2215,Ppp1cb,AHNAK
2216,Coro1c,AHNAK
2217,Lima1,AHNAK
2218,Kctd5,AHNAK
2219,Calml3,AHNAK
2220,Fam83d,AHNAK
2221,Erp44,AHNAK
2222,Flnb,AHNAK
2223,Smc3,OBSCN
2224,Vps28,OBSCN
2225,Chmp4b,OBSCN
2226,Actr1b,OBSCN
2227,Setd2,OBSCN
2228,Anxa2,AHNAK2
2229,Shoc2,AHNAK2
2230,Cul4a,AHNAK2
2231,Myh3,LAMA1
2232,Prkci,LAMA1
2233,Get4,LAMA1
2234,Dctn4,LAMA1
2235,Kctd5,LAMA1
2236,Trim32,LAMA1
2237,Tube1,LAMA1
2238,Immt,LAMA1
2239,Prmt6,LAMA1
2240,Tubg1,LAMA1
2241,Bag2,LAMA1
2242,CAMK2G,FLNA
2243,CRK,FLNA
2244,GP1BA,FLNA
2245,HSP90AB1,FLNA
2246,MAP3K3,FLNA
2247,TRAF2,FLNA
2248,BRAP,NUMA1
2249,NBN,ATM
2250,ATM,BANP
2251,BANP,ATM
2252,NUMA1,DYNC1H1
2253,NUMA1,KPNB1
2254,FAM175B,NUMA1
2255,BRCC3,NUMA1
2256,FAM175B,NUMA1
2257,BRCC3,NUMA1
2258,TEAD2,CHD1L
2259,TP53,CUL9
2260,FOXA2,AGL
2261,FOXB1,HEATR1
2262,FOXB1,POLE
2263,FOXB1,CHD1L
2264,FOXD4,A2ML1
2265,FOXE1,POLE
2266,FOXE1,HEATR1
2267,FOXG1,POLE
2268,FOXG1,HEATR1
2269,FOXH1,HEATR1
2270,FOXH1,A2ML1
2271,FOXI1,HEATR1
2272,GAN,DST
2273,GAN,PLEC
2274,GAN,COL6A3
2275,GAN,EEFSEC
2276,FOXK2,KMT2D
2277,SKI,PLEC
2278,SKI,AHNAK
2279,SKI,HSPG2
2280,USP36,DHR2
2281,CRY1,FLNA
2282,CRY2,FLNA
2283,FOXL1,HEATR1
2284,FOXL1,MDN1
2285,FOXL1,POLE
2286,FOXL1,CHD1L
2287,FANCI,REV1
2288,ALKBH3,FLNA
2289,FOXP1,CHD1L
2290,FOXQ1,HEATR1
2291,FOXQ1,POLE
2292,WWOX,ATM
2293,MCM2,FLNA
2294,MCM2,PLEC
2295,MCM2,AHNAK
2296,MCM2,HSPG2
2297,MCM2,HAL
2298,MCM2,HEATR1
2299,MCM2,HMCN1
2300,MCM5,FLNA
2301,MCM2,DST
2302,MDC1,ATM
2303,SNW1,ATM
2304,SNW1,POLE
2305,SNW1,MDN1
2306,SNW1,PLEC
2307,SNW1,FANCI
2308,SNW1,AHNAK
2309,SNW1,CHD1L
2310,CDC5L,MDN1
2311,CDC5L,PLEC
2312,CDC5L,FANCI
2313,CDC5L,AHNAK
2314,CDC5L,CHD1L
2315,CDC5L,STAB1
2316,BIRC6,MCPH1
2317,RNF126,AGL
2318,EGFR,AHNAK
2319,EGFR,ANO5
2320,POU5F1,FANCI
2321,POU5F1,HAL
2322,PEX5,ATM
2323,ATM,PEX5
2324,U2AF2,AHNAK
2325,U2AF2,NUMA1
2326,NLGN3,FLNA
2327,ASH2L,KMT2D
2328,POLE,PCNA
2329,FLNA,ARFGEF2
2330,CDC73,FLNA
2331,ATM,KDM2A
2332,KDM2A,ATM
2333,ATOH1,MDN1
2334,ATOH1,PLEC
2335,ATM,RANBP9
2336,ATM,RANBP9
2337,ZNF131,AHNAK
2338,FABP1,FLNA
2339,PRPF31,PDE4DIP
2340,ATM,SETD2
2341,ATM,KDM6A
2342,ATM,SMO
2343,ATM,VHL
2344,ATM,CHEK1
2345,CHEK2,KMT2D
2346,ATM,MDM2
2347,ZNF746,MYH11
2348,SNAI1,ATM
2349,CDH1,ADD1
2350,CDH1,DST
2351,CDH1,FLNA
2352,CDH1,PLEC
2353,CDH1,AHNAK
2354,ATM,UCHL3
2355,ATM,TP53
2356,MTMR8,MADD
2357,PPM1A,FANCI
2358,PPP3CB,AHNAK
2359,CDC14B,USP36
2360,EYA2,KMT2D
2361,MTMR3,HEATR1
2362,POLE,POLE2
2363,WDR5,KMT2D
2364,MAPRE1,DST
2365,PDE4DIP,PDE4DIP
2366,SLC25A25,SLC25A23
2367,JMJD6,PHRF1
2368,HAL,PLEKHA3
2369,CHRNB3,TYRO3
2370,TP53,CUL9
2371,RNF146,CHD1L
2372,PRKAR2B,PDE4DIP
2373,PRKACB,PDE4DIP
2374,TINAGL1,HSPG2
2375,CSNK2A2,PHRF1
2376,GLMN,CUL9
2377,IKZF5,AHDC1
2378,LPAR1,TYRO3
2379,PDE4DIP,PM20D1
2380,TCL1B,HPS5
2381,LGALS3,LAMA1
2382,USP36,NPM1
2383,HEATR1,TSPYL6
2384,IPPK,TYRO3
2385,HPS6,HPS5
2386,TBC1D22B,A2ML1
2387,FBXL4,HEPHL1
2388,RWDD2B,MYH11
2389,ADD2,ADD1
2390,LGALS9,LAMA1
2391,PDE4DIP,A2ML1
2392,MAPRE1,PDE4DIP
2393,NPPA,A2ML1
2394,APEX2,CUL9
2395,NT5E,USP36
2396,PDE4DIP,AKAP9
2397,C6orf141,PLEC
2398,TMEM30B,TYRO3
2399,CHD1L,PARP2
2400,MPP1,MYH11
2401,FTH1,A2ML1
2402,PDE4DIP,FAM129B
2403,FTH1,HAL
2404,IL31RA,HEPHL1
2405,CSNK1D,PDE4DIP
2406,SPINK4,LAMA3
2407,SCN2B,FOCAD
2408,USP36,DHX33
2409,SDC2,SULF1
2410,OVCA2,MYH11
2411,PRKACG,PDE4DIP
2412,GDF9,MYH11
2413,ZNF408,HSPG2
2414,YBEY,BCAT2
2415,L2HGDH,A2ML1
2416,MRPL38,HEPHL1
2417,COPS7B,DST
2418,APP,SULF1
2419,PDE4DIP,LCN2
2420,EEF2KMT,BCAT2
2421,PDE4DIP,CD207
2422,KIF3A,HEPHL1
2423,PDE4DIP,PRKAR2B
2424,CSNK1E,PDE4DIP
2425,GDPD5,PIGQ
2426,SGOL2,HEPHL1
2427,RAB6B,CUL9
2428,YIPF3,ATP8B2
2429,PDE4DIP,IVL
2430,LMO2,AHNAK2
2431,PDE4DIP,NDRG1
2432,NPPA,OBSCN
2433,ANKRD29,ADD1
2434,NSMAF,HEPHL1
2435,LYPD4,OBSCN
2436,BSG,ATM
2437,PDE4DIP,IGHG1
2438,PDE4DIP,IGHG2
2439,CHD1L,XPC
2440,DEF8,HPS5
2441,PDE4DIP,EVPL
2442,PDE4DIP,ANXA8
2443,FRMD1,A2ML1
2444,HSPB7,FLNA
2445,NPY2R,ATM
2446,COASY,HEPHL1
2447,PDE4DIP,C3
2448,PDE4DIP,CRABP2
2449,RAB11B,HEPHL1
2450,ZSCAN12,HAL
2451,LRRC4C,SULF1
2452,PDE4DIP,TYMP
2453,DNAJC10,PDE4DIP
2454,IL13RA2,SLC25A23
2455,SYP,SLC25A23
2456,OAZ3,HEPHL1
2457,ZFP41,FBN2
2458,WDR83,NUMA1
2459,MAGEA1,DST
2460,SCCPDH,PDE4DIP
2461,DPEP1,MDN1
2462,LPAR4,ATM
2463,PI4KA,A2ML1
2464,TNFSF13B,PIGQ
2465,CD79B,SLC25A23
2466,HTR2C,ITPRIPL1
2467,SYT12,MADD
2468,CCDC6,PDE4DIP
2469,PDDC1,HPS5
2470,GBP2,ADD1
2471,PDCD1,SLC25A23
2472,CHD1L,SUPT16H
2473,FCRL5,A2ML1
2474,SLC22A6,SLC25A23
2475,LYZL2,SULF1
2476,PDE4DIP,CDK5RAP2
2477,PCDHAC2,PIGQ
2478,PDE4DIP,ALDH1A3
2479,CD44,LAMA3
2480,DPPA4,HAL
2481,SLC2A12,SLC25A23
2482,ZNF785,PDE4DIP
2483,GPR183,ITPRIPL1
2484,PYHIN1,HEPHL1
2485,CLEC2D,ATP8B2
2486,SCOC,NUMA1
2487,AIFM1,SLC25A23
2488,PDE4DIP,RAB25
2489,NXPH2,MADD
2490,GPSM1,NUMA1
2491,MLF1,PDE4DIP
2492,UBAC2,HAL
2493,PDE4DIP,GATM
2494,PTGIR,ANO5
2495,CHD1L,XRCC1
2496,H2AFX,CHD1L
2497,PDE4DIP,SERPINB4
2498,TCP10L,NUMA1
2499,RPN2,HEPHL1
2500,PDE4DIP,S100A7
2501,PDE4DIP,CALML3
2502,CRP,LAMA1
2503,TBC1D22B,HAL
2504,TEX35,HEPHL1
2505,NDUFS6,BCAT2
2506,ZMAT4,HEPHL1
2507,ATP1B3,ATP12A
2508,PDE4DIP,MAPRE3
2509,DOLPP1,HEPHL1
2510,TFG,HEPHL1
2511,DPPA4,ADD1
2512,APLNR,SLC25A23
2513,PDE4DIP,ACADVL
2514,UGT1A10,A2ML1
2515,USP36,KIAA0232
2516,OR51E2,HEPHL1
2517,FAM90A1,FLNA
2518,DFNA5,PLEC
2519,GMCL1,A2ML1
2520,CDK15,HAL
2521,DEFA1,LAMA3
2522,LAMP2,CHD1L
2523,CHD1L,TNKS2
2524,IL17RB,PIGQ
2525,IL17RC,PIGQ
2526,PDE4DIP,IGKC
2527,CCDC68,PLEC
2528,BCAT2,HSPD1
2529,OPRM1,ATM
2530,NEFM,PLEC
2531,CEP170,PDE4DIP
2532,RARS2,GFM2
2533,PDE4DIP,PRKACB
2534,BBS7,MADD
2535,PDE4DIP,PKP3
2536,SEMG2,HEPHL1
2537,NRG1,SLC25A23
2538,VSIG4,SLC25A23
2539,GLRX3,AHNAK2
2540,GJB7,AHNAK2
2541,RNF166,CHD1L
2542,CHD1L,HLTF
2543,TAZ,LAMA3
2544,INSL5,SULF1
2545,GPATCH2L,A2ML1
2546,HEATR1,GFAP
2547,GMCL1,HAL
2548,DDX19B,HAL
2549,TSHR,LAMA3
2550,C1orf87,PDE4DIP
2551,ZFAND4,A2ML1
2552,RAPGEF5,PLEC
2553,KITLG,ATP8B2
2554,GPR18,HAL
2555,DPEP1,PIGQ
2556,CD70,ATM
2557,ART3,ATP12A
2558,PTPRK,LAMA3
2559,AHDC1,UBR3
2560,SCGB2A2,LAMA3
2561,PI4KA,HAL
2562,HAL,KCTD16
2563,TMEM108,SLC25A23
2564,TUSC5,ATP12A
2565,ZSCAN12,A2ML1
2566,ZNF408,FBN2
2567,C16orf45,POLE
2568,TIMM23,ATP12A
2569,ZNF324B,AHDC1
2570,TBC1D14,HEPHL1
2571,ZIC1,HAL
2572,APLF,CHD1L
2573,PCK2,AHNAK2
2574,SLC2A5,ATP12A
2575,AARSD1,HPS5
2576,LACC1,HEPHL1
2577,FCF1,HAL
2578,C21orf59,HAL
2579,CCL22,CHD1L
2580,PMEL,PIGQ
2581,TCTN2,PIGQ
2582,CDK15,A2ML1
2583,GML,LAMA3
2584,SYT3,MADD
2585,DKKL1,MDN1
2586,PMM1,HEPHL1
2587,ADORA3,ATP12A
2588,FBL,AHDC1
2589,JSRP1,AHNAK
2590,SUSD4,ATP12A
2591,LGALS3BP,POLE
2592,SLCO6A1,HAL
2593,CHCHD10,ATP8B2
2594,TMCO3,PIGQ
2595,FOXD4L6,FBN2
2596,S1PR1,ATP12A
2597,RAB9B,HAL
2598,CHD1L,PARP1
2599,HEXIM2,HAL
2600,EDNRB,ATM
2601,TACR1,ATP12A
2602,SLC5A8,SLC25A23
2603,RARS2,ATP12A
2604,DLK1,ATP12A
2605,GFOD1,PLEC
2606,C5AR2,ATP12A
2607,PYCR2,AHNAK2
2608,ODF4,ATP12A
2609,HEATR1,SELENBP1
2610,LRP1,SLC25A23
2611,PRG3,ATP12A
2612,ITM2A,ATP12A
2613,FPR2,ATP12A
2614,CAPN6,FLNA
2615,VTI1B,HEPHL1
2616,SLAMF1,ATP12A
2617,SYT6,MADD
2618,RARS2,PITRM1
2619,ANXA2,AHNAK2
2620,CPLX3,HEPHL1
2621,DOCK5,MADD
2622,PTGFR,ATP12A
2623,CD79B,ATP8B2
2624,ZRSR2,HAL
2625,CD274,ATM
2626,PDE4DIP,AKR1B10
2627,C1orf85,MDN1
2628,DUSP21,A2ML1
2629,DHCR24,ATP12A
2630,PDE4DIP,PPL
2631,DOCK10,HAL
2632,PARP16,MDN1
2633,PDE4DIP,S100A9
2634,JSRP1,AHNAK2
2635,DNAJC7,POLE
2636,HLA-B,ATP12A
2637,HSD17B3,AHNAK
2638,CARD8,FLNA
2639,AGK,ATP12A
2640,FAM134C,ATP12A
2641,SLC15A1,ATP12A
2642,WBP1,ATP12A
2643,APOH,FLNA
2644,DUSP23,AHNAK2
2645,MCOLN3,ATP8B2
2646,SETDB2,HEPHL1
2647,ADAM33,DGCR2
2648,PMS1,AHNAK
2649,FAS,CHD1L
2650,TMED2,ATP8B2
2651,TMED2,ATP12A
2652,THRA,A2ML1
2653,VEGFB,HAL
2654,PDE4DIP,JUP
2655,GPBP1,HEPHL1
2656,TRABD,ATP12A
2657,FKBP11,AHNAK2
2658,ACAD9,A2ML1
2659,CUL1,HAL
2660,AGTR1,ATP12A
2661,TOX4,A2ML1
2662,CLEC2D,ATP12A
2663,PDE4DIP,TGM1
2664,SPINT2,ATP8B2
2665,CD300C,ATP12A
2666,ING2,AHNAK
2667,P2RY8,ATM
2668,IL13RA2,RARS2
2669,RPL28,POLE
2670,GJB7,AHNAK
2671,IRGC,ATP12A
2672,FCGR3B,ATP12A
2673,SLC37A3,ATP12A
2674,ENSA,ATP12A
2675,LYPD4,FBN2
2676,P2RY14,ATP12A
2677,HEATR1,LRRC15
2678,RARS2,PDPR
2679,HS2ST1,ATP12A
2680,FEZ1,ATP12A
2681,PDE4DIP,LGALS7B
2682,SLC39A11,A2ML1
2683,SOCS6,PLEC
2684,VSIG1,MDN1
2685,APIP,HEPHL1
2686,ADAMTSL1,FBN2
2687,C1orf85,ATP12A
2688,TFDP3,PLEC
2689,SNX21,MADD
2690,GRPR,ATP12A
2691,HSD17B6,ATP12A
2692,STBD1,AGL
2693,NCSTN,AHNAK2
2694,SRPRB,ATP12A
2695,PDE4DIP,POF1B
2696,CHD1L,HSPA8
2697,PDE4DIP,SERPINB5
2698,SCGB1D4,LAMA3
2699,FAM174A,ATP12A
2700,SPINT2,ATP12A
2701,TMEM223,ATP12A
2702,ZNF408,LAMA1
2703,RARS2,CPS1
2704,CHD1L,TNKS
2705,USP14,AHNAK2
2706,DKKL1,POLE
2707,MAS1,ATM
2708,THRA,HAL
2709,SPINT2,ITPRIPL1
2710,RARS2,ARL8A
2711,TNFRSF9,ATP12A
2712,NPY2R,RARS2
2713,CD70,MDN1
2714,AHDC1,TRIM68
2715,B4GAT1,ATP8B2
2716,ALPPL2,AHNAK
2717,USP36,CELSR2
2718,C5AR2,ATM
2719,MLF1,PLEC
2720,PDE4DIP,CST6
2721,TGOLN2,MDN1
2722,PCK2,AHNAK
2723,SLC39A11,HAL
2724,MRAP2,ATP12A
2725,PDE4DIP,GM2A
2726,SLAMF1,LAMA3
2727,GPR141,AHNAK
2728,FAM19A3,FBN2
2729,TSPYL6,MADD
2730,FAM196A,CHD1L
2731,ALOX5,MADD
2732,CCDC27,HAL
2733,PYCR2,AHNAK
2734,LRRC46,POLE
2735,SLC6A15,ATP8B2
2736,SDC1,AHNAK
2737,POLE,HSPA8
2738,CCNYL1,A2ML1
2739,TKT,PLEC
2740,PDE4DIP,ARF6
2741,VWCE,FBN2
2742,DDX19B,PLEC
2743,OS9,LAMA1
2744,BSG,MDN1
2745,RAB2B,ATP12A
2746,CHD1L,XRCC6
2747,ZBBX,POLE
2748,CHD1L,SSRP1
2749,POLH,AHNAK
2750,LAMP3,HEATR1
2751,PDE4DIP,HMGCS2
2752,C1QB,ATP12A
2753,HEATR1,SLC27A2
2754,CTDSP1,ATP12A
2755,APLNR,MDN1
2756,CRACR2A,MCPH1
2757,IL13RA2,ATP12A
2758,PDE4DIP,GDPD3
2759,PDE4DIP,NCCRP1
2760,NIT1,BCAT2
2761,RARS2,PCCA
2762,ZSCAN20,HAL
2763,PDE4DIP,SERPINB3
2764,RAB8B,FLNA
2765,USP14,AHNAK
2766,ZNF517,AHNAK
2767,PRG3,FBN2
2768,C1orf85,CHD1L
2769,SLC39A4,ATP8B2
2770,HEATR1,DUSP14
2771,HTR3A,ATP8B2
2772,TMEM206,ATP12A
2773,APLNR,ATM
2774,PDE4DIP,CALML5
2775,RFPL2,AHNAK
2776,PRMT6,MADD
2777,PCDHGC3,AHNAK
2778,PTH1R,ATP12A
2779,C1QL4,AHNAK2
2780,PLCZ1,HAL
2781,LYPD4,POLE
2782,GALK2,AHNAK
2783,UBC,HSPG2
2784,UBC,LAMA1
2785,UBC,PLEC
2786,ATM,TP53
2787,TYRO3,CTDSP1
2788,TYRO3,CTDSP2
2789,PTK7,PPP3CA
2790,PTK7,PPP3CB
2791,PTK7,PPM1A
2792,PTK7,PPM1B
2793,PTK7,PPM1F
2794,PTK7,PPM1K
2795,PTK7,ILKAP
2796,PTK7,CTDSP2
2797,PTK7,PTPRR
2798,PTK7,PTPN6
2799,PTK7,PTPN7
2800,PTK7,PTPN11
2801,PTK7,PTPN12
2802,PTK7,DUSP10
2803,PTK7,DUSP14
2804,PTK7,DUSP15
2805,PTK7,DUSP18
2806,PTK7,DUSP19
2807,PTK7,DUSP21
2808,PTK7,DUSP26
2809,PTK7,DUPD1
2810,PTK7,STYX
2811,PTK7,CDC14A
2812,PTK7,PTEN
2813,PTK7,TPTE
2814,PTK7,TPTE2
2815,PTK7,MTMR1
2816,PTK7,MTMR6
2817,PTK7,MTMR9
2818,PTK7,MTMR10
2819,NR3C1,KMT2D
2820,AR,KMT2D
2821,FOCAD,VCL
2822,ATM,PRKCA
2823,FANCD2,FANCI
2824,HEATR1,STOM
2825,AAK1,PLEC
2826,PLEC,PPIP5K2
2827,SEC24B,PLEC
2828,CCDC88A,PLEC
2829,EYA4,PLEC
2830,PLEC,LUZP1
2831,UBE2D2,PLEC
2832,NUP88,PLEC
2833,PLEC,URGCP
2834,PLEC,DVL3
2835,QSER1,PLEC
2836,ARFGAP3,PLEC
2837,AHNAK,PLEC
2838,AHNAK,PPIP5K2
2839,WNK1,PLEC
2840,RUNX3,FANCI
2841,UBL5,FANCI
2842,FANCI,UBL5
2843,FANCI,UBL5
2844,FANCI,FANCD2
2845,FANCI,FANCI
2846,FANCI,FANCD2
2847,FANCI,FANCD2
2848,FANCI,FANCD2
2849,FANCI,MCM2
2850,FANCI,MCM3
2851,FANCI,MCM5
2852,MCM5,FANCI
2853,HELQ,FANCI
2854,FANCD2,FANCI
2855,FANCM,FANCI
2856,Foxf1,FANCI
2857,ATM,FEN1
2858,FANCI,FANCD2
2859,FANCD2,FANCI
2860,FANCD2,FANCI
2861,MTNR1A,FLNA
2862,MTNR1B,FLNA
2863,MTNR1A,FLNA
2864,MTNR1B,DST
2865,MTNR1B,FANCI
2866,MTNR1B,FLNA
2867,FANCI,FANCD2
2868,CYLD,AHNAK
2869,CYLD,HAL
2870,CYLD,PDE4DIP
2871,CYLD,FLNA
2872,CYLD,PLEC
2873,ATM,H2AFX
2874,FANCI,FANCD2
2875,PHLPP1,FANCI
2876,FANCI,PHLPP1
2877,FANCI,AKT1
2878,AKT1,FANCI
2879,FANCI,FANCI
2880,COQ2,MYH11
2881,COX15,MYH11
2882,DLST,PLEC
2883,DLST,MYH11
2884,DLST,PHRF1
2885,DLST,HPS5
2886,DNM1L,MYH11
2887,PARK7,MYH11
2888,PDHA1,PLEC
2889,PDHA1,ADD1
2890,PDHA1,MYH11
2891,PDHA1,NUMA1
2892,SDHA,DGKG
2893,SOAT1,MYH11
2894,SOD1,MYH11
2895,VDAC1,MYH11
2896,FANCI,PHLPP2
2897,AKT1,FANCI
2898,WDR48,FANCI
2899,FANCD2,FANCI
2900,ATR,FANCI
2901,PLK3,BCL2L1
2902,FANCI,FANCD2
2903,FANCI,BRCA2
2904,FOXA1,USP36
2905,TRIM25,HAL
2906,TRIM25,AHNAK
2907,TRIM25,ADD1
2908,TRIM25,AHDC1
2909,TRIM25,BCAT2
2910,TRIM25,DST
2911,TRIM25,FANCI
2912,TRIM25,HPS5
2913,TRIM25,HSPG2
2914,TRIM25,MROH7-TTC4
2915,TRIM25,PIGQ
2916,TRIM25,USP36
2917,G3BP1,DST
2918,CCND2,PLEC
2919,MCPH1,POLR2G
2920,MCPH1,UXT
2921,MCPH1,AKIP1
2922,MCPH1,COL1A1
2923,MCPH1,ENO1
2924,MCPH1,GNB2L1
2925,MCPH1,LAMTOR5
2926,MCPH1,MT2A
2927,MCPH1,OBSL1
2928,MCPH1,THAP11
2929,MCPH1,ACTG1
2930,MCPH1,AKR7A2
2931,MCPH1,B3GALT6
2932,MCPH1,CCDC77
2933,MCPH1,CCT5
2934,MCPH1,COL27A1
2935,MCPH1,COPB2
2936,MCPH1,COPS3
2937,MCPH1,CTSL
2938,MCPH1,DNAJA3
2939,MCPH1,DNAJC19
2940,MCPH1,EIF3F
2941,MCPH1,EIF4A2
2942,MCPH1,EMG1
2943,MCPH1,FBLN1
2944,MCPH1,FBXW11
2945,MCPH1,FLNA
2946,MCPH1,GABARAPL2
2947,MCPH1,HNRNPA2B1
2948,MCPH1,HSPD1
2949,MCPH1,KAT5
2950,MCPH1,LGALS3
2951,MCPH1,MCM5
2952,MCPH1,MITD1
2953,MCPH1,MRPL46
2954,MCPH1,NCCRP1
2955,MCPH1,NMI
2956,MCPH1,NR2F1
2957,MCPH1,PMVK
2958,MCPH1,POLD1
2959,MCPH1,PPA1
2960,MCPH1,PPRC1
2961,MCPH1,RBM39
2962,MCPH1,RSL24D1
2963,MCPH1,RUVBL2
2964,MCPH1,S100A16
2965,MCPH1,SMOX
2966,MCPH1,SUPT6H
2967,MCPH1,TAF1D
2968,MCPH1,TPT1
2969,MCPH1,TRAP1
2970,MCPH1,TSEN54
2971,MCPH1,VIM
2972,MCPH1,WDR53
2973,MCPH1,WDR61
2974,MCPH1,WDR73
2975,MCPH1,WDR75
2976,MCPH1,WNT10B
2977,MCPH1,ZMIZ2
2978,MCPH1,FBXW11
2979,FBXW11,MCPH1
2980,FZR1,MCPH1
2981,MCPH1,FZR1
2982,KMT2D,WDR5
2983,KMT2D,RBBP5
2984,KMT2D,ASH2L
2985,UBE2A,OBSCN
2986,CNGB3,CNGA3
2987,UHRF2,FANCI
2988,HEY1,FLNA
2989,HEY1,PLEC
2990,FANCI,FANCD2
2991,BRCA1,FLNA
2992,BRCA1,PLEC
2993,BRCA1,NUMA1
2994,BRCA1,AHNAK
2995,BRCA1,AGL
2996,YAP1,AHNAK
2997,YAP1,NUMA1
2998,TES,FLNA
2999,TES,PLEC
3000,HHV8GK18_gp83,PTK7
3001,K8.1,POLE
3002,ORF45,EEFSEC
3003,ATM,FOXO1
3004,ATM,TP53
3005,ESR1,KMT2D
3006,KMT2D,AKT1
3007,AKT1,KMT2D
3008,ATM,TRIM28
3009,TRIM28,ATM
3010,ATM,TRIM28
3011,TXNIP,FLNA
3012,TXNIP,NUMA1
3013,TXNIP,AHNAK
3014,BAALC,CHD1L
3015,MRP4,PDE4DIP
3016,GCD7,PDE4DIP
3017,ZNF827,MCPH1
3018,OBSCN,TTN
3019,TTN,OBSCN
3020,HNRNPL,LAMA3
3021,HNRNPL,PTK7
3022,HNRNPL,CHD1L
3023,HNRNPL,HPS5
3024,HNRNPL,RIMS1
3025,HNRNPL,PDZD2
3026,HNRNPL,AHDC1
3027,HNRNPL,ATP10A
3028,HNRNPL,MCPH1
3029,HNRNPL,OBSCN
3030,AR,KMT2D
3031,KMT2D,AR
3032,UBC,USP36
3033,ZUFSP,POLE
3034,CFTR,PLEC
3035,CFTR,MYH11
3036,CFTR,MDN1
3037,CFTR,AHNAK
3038,RAD51,FANCI
3039,PLK3,HIF1A
3040,PLK3,HIF1A
3041,FLNA,DPP9
3042,DPP9,FLNA
3043,DPP9,FLNA
3044,FLNA,SYK
3045,ATM,PPP2R5C
3046,HUS1,POLE
3047,LTN1,POLE
3048,MED23,POLE
3049,NUBP1,POLE
3050,POLE,POLE
3051,POLE,RPL36A
3052,POLE,TIMELESS
3053,CLEC14A,HSPG2
3054,PIAS1,FANCI
3055,PIAS4,FANCI
3056,PIAS1,FANCI
3057,FANCI,SENP6
3058,ZNF598,FLNA
3059,PEA15,PDE4DIP
3060,ATM,COPS5
