,INTERACTOR_A,INTERACTOR_B
1096,HNRNPD,DGCR2
1097,XRN1,HEATR1
1098,MAPK9,LAMA1
1099,YWHAQ,NUMA1
1100,FBXO6,HSPG2
1101,TARDBP,SLC25A23
1102,TARDBP,AHNAK
1103,MOB1A,DST
1104,MOB1B,DST
1105,ATM,TP53
1106,MCPH1,KDM1A
1107,PDE4DIP,KDM1A
1108,BCAT1,AGL
1109,PUS1,AGL
1110,SERPINE2,AGL
1111,SP100,AGL
1112,VPS25,AGL
1113,BAG2,AHNAK
1114,FLNA,AKAP12
1115,FLNA,DYNC1H1
1116,FLNA,DYNC1LI1
1117,FLNA,DYNC1LI2
1118,HBS1L,FANCI
1119,PLEC,GBF1
1120,PLEC,NCAPH
1121,CDK9,PLEC
1122,CCAR2,PLEC
1123,NCAPG,PLEC
1124,RABEP1,PLEC
1125,SMC2,PLEC
1126,SMC4,PLEC
1127,CACNA1S,PPP2R2A
1128,AHNAK2,PSMD14
1129,FLNA,RPS23
1130,SHFM1,MDN1
1131,FANCI,FANCD2
1132,FANCL,FANCI
1133,RPA1,FLNA
1134,RPA2,FLNA
1135,RPA3,FLNA
1136,RPA1,MYH11
1137,RPA2,MYH11
1138,RPA3,MYH11
1139,RPA1,AHNAK
1140,RPA2,AHNAK
1141,RPA3,AHNAK
1142,RPA3,ADD1
1143,RPA3,NUMA1
1144,RPA2,ADD1
1145,RPA2,NUMA1
1146,RPA1,ADD1
1147,RPA1,NUMA1
1148,WWOX,A2ML1
1149,FANCD2,FANCI
1150,ERG,NUMA1
1151,ERG,NUMA1
1152,ASB3,AGL
1153,ASB15,AGL
1154,ZBTB1,FLNA
1155,LGR4,NUMA1
1156,LGR4,AGL
1157,LGR4,MYH11
1158,LGR4,HEATR1
1159,SPOP,ATM
1160,ATM,SPOP
1161,ATM,BCL10
1162,ATM,BCL10
1163,PRKACA,PDE4DIP
1164,PRKACB,PDE4DIP
1165,STK3,DST
1166,ILK,FANCI
1167,SENP3,KMT2D
1168,KMT2D,KDM6A
1169,KMT2D,ASH2L
1170,KMT2D,RBBP5
1171,KMT2D,WDR5
1172,FLNA,SYNPO2
1173,PTPLAD1,FANCI
1174,PTPLAD1,FANCI
1175,STAU1,FLNA
1176,CHD1L,PARP1
1177,CHD1L,APLF
1178,CHD1L,HIST2H2BE
1179,CHD1L,XRCC6
1180,CHD1L,TRIM33
1181,TRIM33,CHD1L
1182,CHD1L,TRIM33
1183,BRAP,NUMA1
1184,ATM,TRIM28
1185,ATM,MAGEC2
1186,WDR5,KMT2D
1187,CIAO1,CHD1L
1188,FAM96A,MYH11
1189,FAM96A,POLE
1190,FAM96B,POLE
1191,CIAO1,POLE
1192,CIAO1,CHD1L
1193,ANKRD11,PDE4DIP
1194,ARNT2,PDE4DIP
1195,NUMA1,DVL1
1196,NUMA1,DVL2
1197,NUMA1,DVL3
1198,TP53,CUL9
1199,EMD,FANCI
1200,TUBG1,LAMA3
1201,KMT2D,RBBP5
1202,ATMIN,ATM
1203,ATM,RELA
1204,ATM,CDK9
1205,ATM,POLR2A
1206,KLHL40,AHNAK
1207,PCNA,POLE
1208,ATM,XPC
1209,ATM,HIF1A
1210,TRIM55,FLNA
1211,TP53,FLNA
1212,IKBKG,ATM
1213,ATM,ABL1
1214,ATM,POLR2A
1215,WWOX,ATM
1216,AXL,TYRO3
1217,RAPGEF2,HMCN1
1218,RAPGEF2,PLEC
1219,ADD1,HMG20A
1220,BYSL,PDE4DIP
1221,CACNA1S,PDZD3
1222,PLK3,POU2F1
1223,FABP1,FLNA
1224,FLNA,REL
1225,FLNA,TCF4
1226,FLNA,HSPB7
1227,FLNA,ADAMTSL4
1228,FLNA,LGALS14
1229,FLNA,KLHL12
1230,FLNA,FAM101A
1231,KRTAP5-9,TYRO3
1232,KRT31,PDE4DIP
1233,MDFI,TYRO3
1234,NEFL,PDE4DIP
1235,NUMA1,GMCL1
1236,NUMA1,CCDC57
1237,VPS52,HEATR1
1238,SDCBP,PDE4DIP
1239,SGTA,ITPRIPL1
1240,TYRO3,KLK4
1241,TYRO3,KRTAP4-2
1242,TYRO3,KRT40
1243,TYRO3,KRTAP10-7
1244,TYRO3,KRTAP10-9
1245,TYRO3,KRTAP10-8
1246,TYRO3,KRTAP10-3
1247,ZSCAN26,PDE4DIP
1248,NAA10,PDE4DIP
1249,LMO4,PDE4DIP
1250,PDE4DIP,UTP14C
1251,PDE4DIP,FCHSD2
1252,PDE4DIP,MAPRE1
1253,PDE4DIP,MTUS2
1254,PDE4DIP,TFIP11
1255,PDE4DIP,PRPF31
1256,PDE4DIP,ZNF581
1257,PDE4DIP,CHCHD3
1258,PDE4DIP,C1orf109
1259,PDE4DIP,C14orf105
1260,PDE4DIP,C19orf66
1261,PDE4DIP,VAC14
1262,PDE4DIP,MIF4GD
1263,PDE4DIP,CCDC146
1264,PDE4DIP,SH2D4A
1265,PDE4DIP,AEN
1266,PDE4DIP,SCNM1
1267,PDE4DIP,ZFYVE21
1268,PDE4DIP,LENG1
1269,PDE4DIP,ZNF408
1270,PDE4DIP,FAM161A
1271,PDE4DIP,KLC4
1272,PDE4DIP,HAUS1
1273,PDE4DIP,KLC3
1274,PDE4DIP,PPP1R18
1275,PDE4DIP,ZBTB38
1276,PDE4DIP,RTP5
1277,PDE4DIP,GOLGA8EP
1278,PDE4DIP,FAM74A4
1279,PDE4DIP,GOLGA8F
1280,APPBP2,SLC25A23
1281,GABARAPL2,AHNAK2
1282,GABARAPL1,AHNAK2
1283,UBQLN1,ITPRIPL1
1284,HEATR1,AAGAB
1285,AHNAK,AHNAK
1286,AHNAK,NOL9
1287,ENO1,NUMA1
1288,SHMT2,MADD
1289,MOV10,AGL
1290,MOV10,OBSCN
1291,MOV10,NUMA1
1292,MOV10,FANCI
1293,NXF1,AGL
1294,NXF1,OBSCN
1295,NXF1,EEFSEC
1296,NXF1,AHNAK
1297,NXF1,NUMA1
1298,NXF1,FANCI
1299,ATM,CREB1
1300,ZEB1,ATM
1301,ATM,ZEB1
1302,ATM,TP53
1303,OBSCN,BRCA1
1304,BRCA1,NUMA1
1305,ZDHHC17,ADD1
1306,ZDHHC17,AHDC1
1307,HIST3H3,AHDC1
1308,CBX1,AHDC1
1309,CBX5,AHDC1
1310,CUL7,AHNAK
1311,CUL7,FLNA
1312,CUL7,HEATR1
1313,CUL7,MDN1
1314,CUL7,NUMA1
1315,CUL7,PLEC
1316,OBSL1,AHNAK
1317,OBSL1,DST
1318,OBSL1,FLNA
1319,OBSL1,HEATR1
1320,OBSL1,MDN1
1321,OBSL1,NUMA1
1322,OBSL1,PLEC
1323,CCDC8,AHNAK
1324,CCDC8,DST
1325,CCDC8,FLNA
1326,CCDC8,HEATR1
1327,CCDC8,MDN1
1328,CCDC8,NUMA1
1329,CCDC8,PLEC
1330,EZH2,PLEC
1331,EZH2,NUMA1
1332,SUZ12,PLEC
1333,SUZ12,NUMA1
1334,SUZ12,HEATR1
1335,EED,HEATR1
1336,EED,PLEC
1337,EED,NUMA1
1338,RNF2,NUMA1
1339,RNF2,PDE4DIP
1340,RNF2,HEATR1
1341,BMI1,NUMA1
1342,BMI1,PLEC
1343,BMI1,HEATR1
1344,FOXRED2,USH2A
1345,TXNDC16,FLNA
1346,UBAC2,KMT2D
1347,FOXRED2,FLNA
1348,ASB2,FLNA
1349,SUMO2,AHNAK
1350,SUMO2,MDN1
1351,SUMO2,NUMA1
1352,SIRT6,FLNA
1353,TTI1,ATM
1354,ATM,TTI1
1355,CDK2,DST
1356,ABCE1,FLNA
1357,ABCE1,NUMA1
1358,ABCE1,MDN1
1359,ABCE1,FANCI
1360,FBXW11,FLNA
1361,USP36,MYC
1362,USP36,MYC
1363,MYC,USP36
1364,USP36,MYC
1365,FBXW7,USP36
1366,USP36,FBXW7
1367,POLE,POLE2
1368,TEX35,HEPHL1
1369,ADORA3,ATP12A
1370,CD3E,ITPRIPL1
1371,CD300C,ATP12A
1372,COASY,HEPHL1
1373,FCGR3B,ATP12A
1374,HS2ST1,ATP12A
1375,OVCA2,MYH11
1376,VTI1B,HEPHL1
1377,KLK11,CHD1L
1378,LGALS3,LAMA1
1379,SPINT2,ATP12A
1380,SPINT2,ITPRIPL1
1381,SPINT2,ATP8B2
1382,TNFRSF9,ATP12A
1383,TSHR,PTK7
1384,TSHR,LAMA3
1385,C1QB,ATP12A
1386,PMM1,HEPHL1
1387,CTDSP2,ATP12A
1388,FAM78A,ADD1
1389,KITLG,ATP8B2
1390,SOCS6,PLEC
1391,SOCS6,MADD
1392,SRPRB,ATP12A
1393,TAZ,LAMA3
1394,BSG,MDN1
1395,BSG,ATM
1396,MAPRE1,DST
1397,MAPRE1,PDE4DIP
1398,MLF1,PDE4DIP
1399,NXPH2,MADD
1400,ATP1B3,ATP12A
1401,SUSD4,ATP12A
1402,USP36,DHX33
1403,USP36,KIAA0232
1404,USP36,NPM1
1405,USP36,PJA1
1406,USP36,CELSR2
1407,VDAC1,HAL
1408,C21orf59,HAL
1409,FCAR,HAL
1410,KLK5,CHD1L
1411,CD274,HEATR1
1412,CD274,ATM
1413,CEACAM21,PTK7
1414,CEP170,PDE4DIP
1415,DPPA4,ADD1
1416,DPPA4,HAL
1417,ANKRD29,ADD1
1418,NRG1,SLC25A23
1419,DTWD2,POLE
1420,MAGEA1,DST
1421,PRMT6,MADD
1422,UCP2,HAL
1423,WDR83,NUMA1
1424,MCOLN3,ATP8B2
1425,UBAC2,HAL
1426,TNFSF13B,HEATR1
1427,TNFSF13B,PIGQ
1428,HSD17B6,ATP12A
1429,RWDD2B,MYH11
1430,FBL,AHDC1
1431,LGALS9,LAMA1
1432,LRRC46,POLE
1433,PARP16,MDN1
1434,PYCR2,AHNAK2
1435,RAB11B,HEPHL1
1436,EEF2KMT,BCAT2
1437,GPR18,HAL
1438,IL9R,DGCR2
1439,TRABD,ATP12A
1440,FAS,MDN1
1441,FAS,CHD1L
1442,KIR2DS2,CHD1L
1443,P2RY14,ATP12A
1444,PTH1R,ATP12A
1445,WDR5,KMT2D
1446,WWP2,DGCR2
1447,CA14,HEATR1
1448,CCDC68,PLEC
1449,AGTR1,ATP12A
1450,PTGFR,ATP12A
1451,RNF146,CHD1L
1452,GPR183,ITPRIPL1
1453,HLA-B,ATP12A
1454,HLA-B,HEATR1
1455,NT5E,CHD1L
1456,NT5E,USP36
1457,PRKAR2B,PDE4DIP
1458,SDF4,MADD
1459,CD244,HEATR1
1460,DDX19B,PLEC
1461,DDX19B,HAL
1462,LPAR6,RARS2
1463,LPAR6,ATP8B2
1464,LPAR6,ATM
1465,OR51E2,HEPHL1
1466,SLAMF1,ATP12A
1467,SLAMF1,HEATR1
1468,TFDP3,PLEC
1469,HLA-E,MADD
1470,P2RY8,ATM
1471,ATP1B4,PTK7
1472,RARS2,CPS1
1473,RARS2,ATP12A
1474,RARS2,GFM2
1475,RARS2,PITRM1
1476,RARS2,GLS
1477,RARS2,PDPR
1478,RARS2,PCCA
1479,RARS2,PREPL
1480,RARS2,PLXDC2
1481,RARS2,MCCC1
1482,RARS2,CLN3
1483,RARS2,ARL8A
1484,RARS2,AARS2
1485,RARS2,NSDHL
1486,SFRP4,FBN2
1487,CSNK2A2,PHRF1
1488,DLK1,ATP12A
1489,BTNL8,PTK7
1490,ART3,MDN1
1491,ART3,ATP12A
1492,ART3,CHD1L
1493,TP53,CUL9
1494,CARD8,FLNA
1495,TFG,HEPHL1
1496,CRACR2A,MCPH1
1497,SCCPDH,PDE4DIP
1498,SYT6,MADD
1499,UGT1A10,A2ML1
1500,ATM,RAP2A
1501,ATM,GNA11
1502,PTPRK,LAMA3
1503,PTPRK,DGCR2
1504,VEGFB,HAL
1505,CHRNB3,TYRO3
1506,DOLPP1,HEPHL1
1507,JSRP1,AHNAK2
1508,JSRP1,AHNAK
1509,SGOL2,HEPHL1
1510,WBP1,ATP12A
1511,GFOD1,PLEC
1512,AHDC1,UBR3
1513,ISLR,MDN1
1514,PLCZ1,HAL
1515,ZACN,DGCR2
1516,FOXD4L6,FBN2
1517,GPSM1,NUMA1
1518,L2HGDH,A2ML1
1519,TGOLN2,MDN1
1520,TGOLN2,POLE
1521,TGOLN2,HEATR1
1522,TGOLN2,CHD1L
1523,ZSCAN20,HAL
1524,LACC1,HEPHL1
1525,APIP,HEPHL1
1526,IQCF1,HEATR1
1527,LPAR1,TYRO3
1528,RNF166,CHD1L
1529,SCN2B,MDN1
1530,SCN2B,HEATR1
1531,SCN2B,ATM
1532,SCN2B,FOCAD
1533,FAM134C,ATP12A
1534,FAM90A1,FLNA
1535,GLYR1,HAL
1536,HTR3C,DGCR2
1537,PYHIN1,HEPHL1
1538,TINAGL1,HSPG2
1539,ZRSR2,HAL
1540,ALDH3A2,HEATR1
1541,GMCL1,HAL
1542,GMCL1,A2ML1
1543,APLF,CHD1L
1544,DHCR24,ATP12A
1545,HIST1H2BA,CHD1L
1546,TCL1B,HPS5
1547,RAB9B,HAL
1548,TNFAIP8L2,AHNAK2
1549,TUSC5,ATP12A
1550,ZFP41,FBN2
1551,AURKA,FBN2
1552,PRG2,FBN2
1553,HTR6,ATM
1554,BIRC6,MCPH1
1555,USP8,MCPH1
1556,MCPH1,BIRC6
1557,MCPH1,USP8
1558,MCPH1,H2AFX
1559,USP8,MCPH1
1560,CUL9,CYCS
1561,CUL9,CYCS
1562,CUL9,UBE2G1
1563,EPB41L3,NUMA1
1564,RASSF9,A2ML1
1565,WDR5,KMT2D
1566,HNRNPA1,A2ML1
1567,HNRNPA1,FLNA
1568,HNRNPA1,HAL
1569,S100A10,AHNAK
1570,S100A10,AHNAK
1571,WHSC1,PLEC
1572,FBXW11,POLE
1573,UNK,DST
1574,DST,MAPRE1
1575,DST,MAPRE1
1576,DST,EB1A
1577,DST,mal3
1578,PHRF1,HIST3H3
1579,HIST3H3,PHRF1
1580,NBN,PHRF1
1581,PHRF1,NBN
1582,PHRF1,XRCC6
1583,PHRF1,XRCC5
1584,NTRK1,PTK7
1585,NTRK1,MADD
1586,AHNAK,ACTN4
1587,DYNC1I2,ADD1
1588,ADSS,AGL
1589,ASPSCR1,AGL
1590,DERA,AGL
1591,GARS,AGL
1592,GCK,AGL
1593,KHK,AGL
1594,MAN2B1,AGL
1595,MCFD2,AGL
1596,PKM,AGL
1597,PSMB6,AGL
1598,RAN,AGL
1599,SDHB,AGL
1600,SPATA20,AGL
1601,SULT1E1,AGL
1602,TOM1L2,AGL
1603,USP5,AGL
1604,YTHDF2,AGL
1605,ASNS,AHNAK
1606,C14orf166,AHNAK
1607,CDC42,AHNAK
1608,EEF1B2,AHNAK
1609,EEF1D,AHNAK
1610,GORASP2,AHNAK
1611,GRPEL1,AHNAK
1612,HSPA9,AHNAK
1613,HSPB1,AHNAK
1614,LASP1,AHNAK
1615,MYL6,AHNAK
1616,OXCT1,AHNAK
1617,STMN1,AHNAK
1618,TARS,AHNAK
1619,DYNC1I2,AHNAK2
1620,NAA10,AHNAK2
1621,AHNAK,ARHGDIA
1622,C11orf54,BCAT2
1623,ETFA,BCAT2
1624,NUMA1,BRD4
1625,MDN1,BRIX1
1626,AGL,CARKD
1627,AGL,CAT
1628,BCAT2,CAT
1629,AHNAK,CCT5
1630,HMCN1,CLP1
1631,AHNAK,EEF1A1
1632,AHNAK,EEF2
1633,PCF11,EEFSEC
1634,POLR1B,EEFSEC
1635,POLR2B,EEFSEC
1636,RPL9,EEFSEC
1637,RPS20,EEFSEC
1638,EEFSEC,EFTUD2
1639,NUMA1,EIF3H
1640,AGL,FKBP1A
1641,AGL,FKBP1B
1642,ACAD10,FLNA
1643,DNAAF5,FLNA
1644,FLNB,FLNA
1645,NMD3,FLNA
1646,PDIA3,FLNA
1647,PFDN2,FLNA
1648,PFDN4,FLNA
1649,PFDN5,FLNA
1650,VBP1,FLNA
1651,AHNAK,FLNB
1652,IKBKAP,FOCAD
1653,AGL,GCLC
1654,AGL,GRHPR
1655,PSMA2,HEATR1
1656,PSMA5,HEATR1
1657,PSMB3,HEATR1
1658,PSMB8,HEATR1
1659,PSMD3,HEATR1
1660,PSMD8,HEATR1
1661,SRSF3,HEATR1
1662,AHNAK,HNRNPAB
1663,AHNAK,HNRNPD
1664,AHNAK,HNRNPDL
1665,AHNAK,HNRNPH1
1666,PSAT1,HSPG2
1667,FANCI,IMPDH2
1668,EEF1B2,KMT2D
1669,POLE,MSH6
1670,MYO5A,MYH11
1671,CDC73,NUMA1
1672,EIF3E,NUMA1
1673,EIF3I,NUMA1
1674,EIF3L,NUMA1
1675,RPS13,NUMA1
1676,SRRM1,NUMA1
1677,POLE,PABPC1
1678,POLE,PABPC4
1679,C17orf85,PLEC
1680,DDX17,PLEC
1681,NUP50,PLEC
1682,QARS,PLEC
1683,EIF4G1,POLE
1684,PCNA,POLE
1685,PEX19,POLE
1686,POLA1,POLE
1687,POLE3,POLE
1688,POLE4,POLE
1689,PSMD11,POLE
1690,PSMD4,POLE
1691,SMC1A,POLE
1692,SSB,POLE
1693,POLE,POLE2
1694,EEFSEC,POLR2A
1695,PTK7,PPM1G
1696,AHNAK,PSME3
1697,MYH1,RIMS1
1698,NUMA1,RPL35A
1699,EEFSEC,RPS3
1700,NUMA1,RTF1
1701,AHNAK,RUVBL1
1702,NUMA1,RUVBL1
1703,AHNAK,SEC16A
1704,AHNAK,STIP1
1705,FLNA,TDRD15
1706,EEFSEC,TFAP2A
1707,BCAT2,UFM1
1708,HEATR1,UTP15
1709,AHNAK,VARS
1710,AHNAK,YARS
1711,NUMA1,ZC3H18
1712,ATM,RASSF1
1713,ATM,AP3B1
1714,SFN,PLEC
1715,SFN,MYH11
1716,NTRK1,POLE
1717,NTRK1,CHD1L
1718,NTRK1,ATP12A
1719,NTRK1,RARS2
1720,NTRK1,NUMA1
1721,NTRK1,HEATR1
1722,NTRK1,FANCI
1723,NTRK1,FOCAD
1724,NTRK1,ADD1
1725,NTRK1,FLNA
1726,NTRK1,AGL
1727,SCARNA22,NUMA1
1728,PTTG1,NUMA1
1729,TP53,USH2A
1730,HSPB2,MYOM2
1731,KRAS,MCPH1
1732,KRAS,RIMS1
1733,SELE,FLNA
1734,ADD1,ACTA1
1735,IFI16,ADD1
1736,IFI16,HEATR1
1737,IFI16,NUMA1
1738,IFI16,USP36
1739,CLNK,PTK7
1740,DOK5,AHDC1
1741,LAMA3,PLG
1742,LAMA3,PLAT
1743,ATM,BCAS3
1744,ATM,ERRFI1
1745,ATM,IL24
1746,ATM,MTA3
1747,ATM,NAT2
1748,ATM,OSGIN1
1749,ATM,TFF1
1750,ATM,WHSC1L1
1751,ATM,ACTL6B
1752,ATM,NREP
1753,ATM,FECH
1754,ATM,HSPA8
1755,ATM,MAP1S
1756,ATM,ND4
1757,ATM,NR4A1
1758,ATM,ZNF821
1759,RB1CC1,MADD
1760,ATM,WHSC1L1
1761,ATM,IL24
1762,ATM,NAT2
1763,PTEN,PLEC
1764,BTRC,MDN1
1765,NUP35,PDZD2
1766,CEP152,A2ML1
1767,gag,AHNAK
1768,gag,FLNA
1769,HIST1H2BG,CHD1L
1770,MED4,AHNAK
1771,MED4,DST
1772,EWSR1,PHRF1
1773,HERC2,HPS5
1774,HERC2,KMT2D
1775,MDN1,WDR12
1776,BOP1,MDN1
1777,MDN1,NLE1
1778,SRPK2,CHD1L
1779,SRPK2,USP36
1780,CLK1,ATP10A
1781,SSX2IP,NUMA1
1782,CEP120,FANCI
1783,CEP164,USP36
1784,DYNLT1,DST
1785,DYNLT1,ADD1
1786,TMEM17,PTK7
1787,TMEM17,DST
1788,TNIP1,TYRO3
1789,ITPRIPL1,SGTA
1790,KRTAP5-9,TYRO3
1791,TEAD4,PDE4DIP
1792,XPO1,ADD1
1793,XPO1,MADD
1794,HIST1H3E,FLNA
1795,AHSA1,AGL
1796,PDZD2,PTOV1
1797,PDZD2,DDX24
1798,PDZD2,PRPF40A
1799,PPME1,FLNA
1800,FLNA,ACTB
1801,FLNA,ACTG1
1802,FLNA,ACTN4
1803,CAPZA2,ADD1
1804,MYO1C,ADD1
1805,IQGAP1,ADD1
1806,NES,ADD1
1807,MAPRE1,ADD1
1808,CDKN2AIP,ADD1
1809,ATL2,ADD1
1810,LRWD1,ADD1
1811,ADD1,ADD3
1812,FLNA,AP2A1
1813,FLNA,AP2B1
1814,FLNA,ANXA2
1815,GMNN,ATM
1816,ADD1,DST
1817,CAPZA2,DST
1818,DBN1,DST
1819,MYH9,DST
1820,PPP1CB,DST
1821,IQGAP1,DST
1822,MAPRE1,DST
1823,LIMA1,DST
1824,ANLN,DST
1825,MYO18A,DST
1826,MYH11,C4BPA
1827,FLNA,CALM1
1828,FLNA,CAPZA1
1829,FLNA,CAPZA2
1830,FLNA,CAPZB
1831,MYH11,CAPZB
1832,FLNA,CD44
1833,FLNA,CD59
1834,FLNA,CFL1
1835,FLNA,CFL2
1836,HNRNPH2,LYST
1837,LLGL2,LYST
1838,MLH1,LYST
1839,PPIA,LYST
1840,TACC1,LYST
1841,DAP3,LYST
1842,MYH13,LYST
1843,SAP30,LYST
1844,KIF1C,LYST
1845,GAR1,LYST
1846,KLC3,LYST
1847,FLNA,AP2M1
1848,FLNA,CLTA
1849,FLNA,CLTB
1850,FLNA,CLTC
1851,FLNA,CPM
1852,FLNA,DAB2
1853,FLNA,DAPK3
1854,FLNA,DBN1
1855,FANCI,DDOST
1856,FLNA,DSG2
1857,FLNA,CTTN
1858,FLNA,EPS15
1859,FLNA,FLII
1860,CAPZA2,FLNA
1861,DBN1,FLNA
1862,MYH9,FLNA
1863,MYH11,FLNA
1864,MYO1C,FLNA
1865,PPP1CB,FLNA
1866,IQGAP1,FLNA
1867,PDLIM7,FLNA
1868,SYNPO,FLNA
1869,MAPRE1,FLNA
1870,LIMA1,FLNA
1871,ANLN,FLNA
1872,MYO5C,FLNA
1873,MYO19,FLNA
1874,MYO18A,FLNA
1875,FLNA,FLNB
1876,FLNA,FLOT2
1877,FLNA,GNAI1
1878,FLNA,GNAS
1879,FLNA,GNB2
1880,FLNA,GSN
1881,FLNA,HMGB2
1882,FLNA,HSP90AB1
1883,ADD1,HSPG2
1884,TMPO,HSPG2
1885,PTTG1,HSPG2
1886,CCDC22,HSPG2
1887,GAR1,HSPG2
1888,KIF7,HSPG2
1889,FLNA,ITPR3
1890,FLNA,JUP
1891,FLNA,ABLIM1
1892,FLNA,MYO1B
1893,ATM,MTRR
1894,MYH11,MYL6
1895,FLNA,MYO1C
1896,FLNA,MYO1E
1897,FLNA,MYO5A
1898,FLNA,MYO6
1899,FLNA,PPP1R12A
1900,ATM,NDUFA8
1901,ATM,NRD1
1902,CRK,NUMA1
1903,MATR3,NUMA1
1904,KIF20A,NUMA1
1905,MPHOSPH8,NUMA1
1906,CBX8,NUMA1
1907,PAPD5,NUMA1
1908,ASPM,NUMA1
1909,FLNA,PALM
1910,FLNA,PIK3C2A
1911,BUB1,PLEC
1912,CAPZA2,PLEC
1913,FLNA,PLEC
1914,MYH9,PLEC
1915,PPP1CB,PLEC
1916,NIPSNAP1,PLEC
1917,IQGAP1,PLEC
1918,PDLIM7,PLEC
1919,SYNPO,PLEC
1920,MAPRE1,PLEC
1921,PHF8,PLEC
1922,LIMA1,PLEC
1923,ANLN,PLEC
1924,MYO19,PLEC
1925,MYO18A,PLEC
1926,FLNA,PPP1CA
1927,FLNA,PPP1CC
1928,FLNA,TWF1
1929,MYH11,RAD51
1930,FLNA,S100A10
1931,FLNA,SEC13
1932,FLNA,FSCN1
1933,FLNA,UAP1
1934,ADD1,SPTAN1
1935,FLNA,SPTAN1
1936,ADD1,SPTBN1
1937,FLNA,SPTBN1
1938,FLNA,SPTBN2
1939,FLNA,SSFA2
1940,FANCI,STXBP2
1941,ADD1,SVIL
1942,FLNA,SVIL
1943,MYH11,SVIL
1944,ATM,TAF1
1945,ADD1,TMOD1
1946,FLNA,TMOD1
1947,FLNA,TPM1
1948,ADD1,TPM2
1949,FLNA,TPM2
1950,ADD1,TPM3
1951,ADD1,TPM4
1952,FLNA,TPM4
1953,FLNA,CORO2A
1954,MYH11,YWHAE
1955,FLNA,LUZP1
1956,ATM,BAG6
1957,FLNA,SORBS2
1958,ATM,MTMR3
1959,FANCI,PAPSS1
1960,ATM,NOLC1
1961,FANCI,CIR1
1962,ID1,CHD1L
1963,PLK1,CHD1L
1964,FAM134A,CHD1L
1965,LRRK2,CHD1L
1966,SGOL1,CHD1L
1967,PRKAR2B,PDE4DIP
1968,DYNLL1,PDE4DIP
1969,MAPRE1,PDE4DIP
1970,FLNA,CLINT1
1971,FLNA,ARHGAP11A
1972,FLNA,WDR1
1973,MYH11,ARPC5
1974,FLNA,ARPC4
1975,FLNA,ARPC3
1976,FLNA,ARPC1B
1977,FLNA,ACTR3
1978,MYH11,ACTR3
1979,FLNA,ACTR2
1980,FLNA,FLOT1
1981,FLNA,BASP1
1982,ATM,ZER1
1983,MYH11,RALBP1
1984,ATM,SRSF8
1985,FLNA,AKAP2
1986,BLM,HPS5
1987,BUB1,HPS5
1988,CD14,HPS5
1989,CSNK2A2,HPS5
1990,PHKG2,HPS5
1991,FGFR1OP,HPS5
1992,CCDC22,HPS5
1993,SMC6,HPS5
1994,SGOL1,HPS5
1995,FLNA,SYNPO
1996,FLNA,CEP162
1997,PDK1,RIMS1
1998,FLNA,PALLD
1999,FLNA,MPRIP
2000,GSK3A,MDN1
2001,BECN1,MDN1
2002,STK17B,MDN1
2003,FLNA,COBL
2004,FLNA,CORO1C
2005,ATM,DCAF13
2006,MYH11,POC1A
2007,FLNA,PLEKHG3
2008,FLNA,RAI14
2009,FLNA,TES
2010,FLNA,ZBTB20
2011,MYH9,AHDC1
2012,MYH11,ASTE1
2013,MYH11,MED4
2014,FLNA,TMOD3
2015,ADD1,UBIAD1
2016,ATM,MINK1
2017,FLNA,LIMA1
2018,ADD1,NUP54
2019,FANCI,DGCR8
2020,ATM,RBM47
2021,HNRNPU,FOCAD
2022,RPL10,FOCAD
2023,SLAIN2,FOCAD
2024,ATM,C1orf27
2025,SMC6,HEATR1
2026,ATM,P3H2
2027,FANCI,IMPACT
2028,MYH11,LRRC59
2029,FLNA,BMP2K
2030,FLNA,MYO5C
2031,FLNA,GNG12
2032,FLNA,CORO1B
2033,FLNA,KIAA1211
2034,MYH11,CGN
2035,FLNA,ARHGAP21
2036,HNRNPU,USP36
2037,RPL10,USP36
2038,CD44,PHRF1
2039,KIF21A,PHRF1
2040,NLRP3,PHRF1
2041,FLNA,AFAP1
2042,HNRNPU,EEFSEC
2043,SOX17,EEFSEC
2044,PARD6B,EEFSEC
2045,ADD1,INF2
2046,FLNA,INF2
2047,MYH11,INF2
2048,CAPZA2,AHNAK
2049,HSPA5,AHNAK
2050,MYH9,AHNAK
2051,STRN,AHNAK
2052,LIMA1,AHNAK
2053,MYO19,AHNAK
2054,TUBA1C,AHNAK
2055,ATM,BHLHE41
2056,FLNA,CYBRD1
2057,FANCI,PRR3
2058,FLNA,ARPC5L
2059,MYH11,ARPC5L
2060,ATM,CD99L2
2061,FLNA,KCTD10
2062,HNRNPD,OBSCN
2063,HSF2,OBSCN
2064,PCNA,OBSCN
2065,RPA1,OBSCN
2066,KIAA1107,OBSCN
2067,C10orf12,OBSCN
2068,VPS18,OBSCN
2069,CDCA5,OBSCN
2070,ATM,UTP15
2071,FLNA,ANTXR1
2072,FANCI,DPY30
2073,FLNA,PPP1R9B
2074,FANCI,PLEKHA8
2075,FLNA,STON2
2076,FLNA,DIXDC1
2077,FLNA,SSH2
2078,FLNA,PHLDB2
2079,FLNA,NEXN
2080,FLNA,SPECC1
2081,MYH11,TBC1D31
2082,HUWE1,AHNAK2
2083,FLNA,MISP
2084,FLNA,CHMP4B
2085,MYH11,UBXN2A
2086,FLNA,PPP1R18
