,INTERACTOR_A,INTERACTOR_B
1052,PPL,ZNF474
1053,PPL,PLEKHA7
1054,PPL,ZBTB26
1055,PPL,DES
1056,PPL,IKZF1
1057,PPL,KCTD21
1058,PPL,ZSCAN16
1059,PPL,KRT39
1060,PPL,C6orf141
1061,PPL,ZNF165
1062,PPL,KRT25
1063,NR4A3,ADAMTSL4
1064,CBX3,ADAMTSL4
1065,PKN1,ADAMTSL4
1066,BANF2,ADAMTSL4
1067,GNG13,ADAMTSL4
1068,DGCR6L,ADAMTSL4
1069,C19orf66,ADAMTSL4
1070,PRKAB2,ADAMTSL4
1071,C19orf57,ADAMTSL4
1072,ITGB4,ADAMTSL4
1073,ZNF414,ADAMTSL4
1074,NAV1,DDIT4L
1075,NAV1,PRIMPOL
1076,NAV1,GCC1
1077,LMO2,ADAMTSL4
1078,ZFHX2,ADAMTSL4
1079,MAPKBP1,ADAMTSL4
1080,GUCD1,ADAMTSL4
1081,SLC13A5,ADAMTSL4
1082,LMO4,ADAMTSL4
1083,USP21,ADAMTSL4
1084,ADAMTSL4,ADAMTSL4
1085,ADAMTSL4,CREB5
1086,ADAMTSL4,ADAM12
1087,ADAMTSL4,POU4F2
1088,ADAMTSL4,VENTX
1089,ADAMTSL4,LONRF1
1090,ADAMTSL4,BAG4
1091,ADAMTSL4,WDYHV1
1092,ADAMTSL4,FBXW5
1093,ADAMTSL4,LCE2B
1094,ADAMTSL4,GNE
1095,ADAMTSL4,ITGB2
1096,ADAMTSL4,NEK8
1097,ADAMTSL4,SCNM1
1098,ADAMTSL4,ERCC3
1099,ADAMTSL4,LCE3D
1100,ADAMTSL4,ALPP
1101,ADAMTSL4,SPRY1
1102,ADAMTSL4,NFKBID
1103,ADAMTSL4,MGAT5B
1104,ADAMTSL4,VASN
1105,ADAMTSL4,GLYCTK
1106,ADAMTSL4,HEXIM2
1107,ADAMTSL4,BOLA2B
1108,ADAMTSL4,KRTAP4-4
1109,ADAMTSL4,POLR1C
1110,ADAMTSL4,EFEMP2
1111,ADAMTSL4,SMARCC1
1112,ADAMTSL4,ZNF417
1113,ADAMTSL4,LRFN4
1114,ADAMTSL4,THAP6
1115,ADAMTSL4,CATSPER1
1116,ADAMTSL4,KLHL38
1117,ADAMTSL4,IP6K1
1118,ADAMTSL4,CPNE7
1119,ADAMTSL4,MKRN3
1120,ADAMTSL4,R3HDM2
1121,ADAMTSL4,BOLA2
1122,ADAMTSL4,LCE3A
1123,ADAMTSL4,LCE3E
1124,ADAMTSL4,LCE1A
1125,ADAMTSL4,KRTAP6-2
1126,ADAMTSL4,KRTAP19-2
1127,ADAMTSL4,KRTAP21-2
1128,ADAMTSL4,RPS19BP1
1129,ADAMTSL4,SLIT1
1130,ADAMTSL4,LCE4A
1131,ADAMTSL4,LCE2A
1132,ADAMTSL4,LCE2C
1133,ADAMTSL4,LCE2D
1134,ADAMTSL4,KRTAP10-8
1135,ADAMTSL4,PRR19
1136,ADAMTSL4,KRTAP1-1
1137,ADAMTSL4,VWC2
1138,ADAMTSL4,KRTAP5-3
1139,ADAMTSL4,LCE1B
1140,ADAMTSL4,LCE1C
1141,ADAMTSL4,CYSRT1
1142,ADAMTSL4,ATG9A
1143,ADAMTSL4,KRTAP9-3
1144,ADAMTSL4,KRTAP12-3
1145,ADAMTSL4,KRTAP5-2
1146,ADAMTSL4,KRTAP4-11
1147,ADAMTSL4,KRTAP6-3
1148,ADAMTSL4,C6orf165
1149,ADAMTSL4,KRTAP10-1
1150,ADAMTSL4,KRTAP10-9
1151,ADAMTSL4,KRTAP1-5
1152,ADAMTSL4,APOL6
1153,ADAMTSL4,RGL2
1154,ADAMTSL4,KRTAP9-2
1155,ADAMTSL4,LCE1F
1156,ADAMTSL4,KRTAP10-5
1157,ADAMTSL4,KRTAP5-4
1158,ADAMTSL4,KCTD7
1159,ADAMTSL4,LCE3C
1160,ADAMTSL4,KRTAP5-7
1161,ADAMTSL4,KRTAP4-2
1162,ADAMTSL4,INS
1163,ADAMTSL4,KRTAP5-9
1164,ADAMTSL4,NOTCH2NL
1165,ADAMTSL4,MYO15B
1166,ADAMTSL4,FBXO17
1167,ADAMTSL4,NBPF19
1168,ADAMTSL4,NATD1
1169,FASN,ADIPOQ
1170,FBXW8,FASN
1171,LRP5,TRAF6
1172,LRP5,TRAF6
1173,LRP5,CTNNB1
1174,TRAF6,LRP5
1175,PLEKHA4,FASN
1176,PLEKHA4,PPL
1177,PINK1,FASN
1178,PINK1,PCK2
1179,YAP1,FASN
1180,TFCP2,FASN
1181,FANCD2,PPL
1182,NGB,FASN
1183,NHLRC2,PCK2
1184,TNC,Itgb1
1185,TNC,Itga7
1186,LINC01554,HMCN1
1187,CYLD,FASN
1188,AKT1,FASN
1189,CSK,FASN
1190,FGFR1,OBSCN
1191,PDPK1,HSPG2
1192,PEBP1,FASN
1193,PRKCE,PCK2
1194,PRKCG,PCK2
1195,PRKD1,PPL
1196,RAC1,FASN
1197,RALBP1,PPL
1198,RASA1,FASN
1199,SNCA,FASN
1200,NME1,FASN
1201,EMC1,FASN
1202,EMC1,PCK2
1203,EMC2,PCK2
1204,MMGT1,FASN
1205,EIF3I,IFT172
1206,PPL,LETM1
1207,DHRS2,DNAH3
1208,ALCAM,HEPHL1
1209,PPL,HNRNPM
1210,RSL1D1,DNAH3
1211,GAPDH,OBSCN
1212,HIST1H1C,FAT4
1213,TCOF1,OBSCN
1214,HNRNPD,DNAH3
1215,PLEC,DNAH3
1216,HIST2H2BE,OBSCN
1217,ERP29,NAV1
1218,B2M,HMCN1
1219,ANKRD55,FASN
1220,E,LRP5
1221,M,LRP5
1222,nsp4,LRP5
1223,nsp6,LRP5
1224,ORF3a,LRP5
1225,ORF3b,LRP5
1226,ORF7a,LRP5
1227,ORF7b,LRP5
1228,ORF8,LRP5
1229,ORF9b,PCK2
1230,E,PCK2
1231,M,SBF1
1232,nsp12,PCK2
1233,nsp16,PCK2
1234,nsp7,NAV1
1235,ORF14,PCK2
1236,ORF7b,PCK2
1237,ESR1,SBF1
1238,IMMP1L,PCK2
1239,IMMP2L,PCK2
1240,STAG2,FASN
1241,DNAJB5,OBSCN
1242,TCAP,HSPG2
1243,TTN,OBSCN
1244,HSCB,PCK2
1245,SAMD4B,NAV1
1246,NEK4,FAT4
1247,NEK4,IFT172
1248,LRRC31,FASN
1249,LRRC31,MYH4
1250,LRRC31,SBF1
1251,DUX4,FASN
1252,CIT,FASN
1253,ANLN,FASN
1254,ANLN,PDZD2
1255,ANLN,PPL
1256,AURKB,FASN
1257,CHMP4B,FASN
1258,CHMP4B,PDZD2
1259,CHMP4C,FASN
1260,ECT2,FASN
1261,ECT2,PDZD2
1262,ECT2,LYST
1263,KIF14,FASN
1264,KIF14,PCK2
1265,KIF14,NAV1
1266,KIF14,ADAMTSL4
1267,KIF20A,FASN
1268,KIF20A,PPL
1269,KIF20A,ADAMTSL4
1270,KIF23,FASN
1271,PRC1,FASN
1272,PRC1,PDZD2
1273,TRIM55,ADAMTSL4
1274,TRIM63,ADAMTSL4
1275,PRNP,TNC
1276,PYHIN1,HSPG2
1277,ACAD9,PCK2
1278,C21orf33,PCK2
1279,FKBP8,NAV1
1280,RHOT2,NAV1
1281,FASN,SLCO4A1
1282,FASN,LDLR
1283,FASN,C12orf49
1284,FASN,RABL3
1285,FASN,MOGS
1286,FASN,LDLRAP1
1287,FASN,PAPSS1
1288,FASN,RAB3GAP2
1289,FASN,PRUNE
1290,FASN,PGRMC2
1291,FASN,ARL1
1292,FASN,SREBF2
1293,FASN,ACAT2
1294,FASN,RAB18
1295,FASN,USP14
1296,FASN,TM9SF3
1297,FASN,ACSL1
1298,FASN,UBA5
1299,FASN,MAP4K4
1300,FASN,ACSL3
1301,FASN,ALG9
1302,FASN,MATR3
1303,FASN,INPP5K
1304,FASN,SCAP
1305,FASN,ALG3
1306,FASN,JTB
1307,FASN,TSSC1
1308,FASN,USP9X
1309,FASN,PHF12
1310,FASN,SAR1A
1311,FASN,DPM1
1312,FASN,LDHB
1313,FASN,KIF23
1314,FASN,SLC39A9
1315,FASN,GCLC
1316,FASN,ASPM
1317,FASN,FCHO2
1318,FASN,UROS
1319,FASN,ZFP36L2
1320,FASN,HNRNPF
1321,FASN,KPNA4
1322,FASN,WDR83OS
1323,FASN,C12orf66
1324,FASN,UBR4
1325,FASN,LCMT1
1326,FASN,CDK5
1327,FASN,SLC33A1
1328,FASN,KCTD5
1329,FASN,CLASP2
1330,FASN,ALDH3A2
1331,FASN,PTAR1
1332,FASN,DEPDC5
1333,FASN,TBC1D20
1334,FASN,SZT2
1335,FASN,CHKA
1336,FASN,GATAD1
1337,FASN,EDC3
1338,FASN,MIB1
1339,FASN,SGPL1
1340,FASN,INPPL1
1341,FASN,VDAC2
1342,FASN,TMEM68
1343,FASN,TSC2
1344,FASN,KHDRBS1
1345,FASN,SLC35A2
1346,FASN,ALDH18A1
1347,FASN,RABGEF1
1348,FASN,PAXIP1
1349,FASN,WAC
1350,FASN,DOLPP1
1351,FASN,ILF3
1352,FASN,SLC35A1
1353,FASN,GET4
1354,FASN,PSMF1
1355,FASN,MCM8
1356,FASN,SEC16A
1357,FASN,PPHLN1
1358,FASN,MAD2L1BP
1359,FASN,NPRL2
1360,FASN,MBTPS2
1361,FASN,SBDS
1362,FASN,STRAP
1363,FASN,RICTOR
1364,FASN,CCDC101
1365,FASN,HK2
1366,FASN,PARN
1367,FASN,RPS25
1368,FASN,MAPKAP1
1369,FASN,HEATR3
1370,FASN,LAMTOR5
1371,FASN,SCD
1372,FASN,VDAC1
1373,FASN,TADA2B
1374,FASN,HSPA14
1375,FASN,PFKP
1376,FASN,MLST8
1377,FASN,C1orf115
1378,FASN,ZBTB2
1379,FASN,ATIC
1380,FASN,CYB5B
1381,FASN,NSUN2
1382,FASN,RPLP2
1383,FASN,DYRK1A
1384,FASN,BRD7
1385,FASN,RPS18
1386,FASN,C19orf53
1387,FASN,EIF4G1
1388,FASN,SP1
1389,FASN,NELFE
1390,FASN,SERPINB3
1391,FASN,PELO
1392,FASN,DPH1
1393,FASN,RPL36
1394,FASN,SLTM
1395,FASN,NRBP1
1396,FASN,CDK4
1397,FASN,TAZ
1398,FASN,RPS10
1399,FASN,MED12
1400,FASN,CCNC
1401,FASN,PGP
1402,FASN,EXOSC1
1403,FASN,XPO4
1404,FASN,CDK8
1405,FASN,RERE
1406,FASN,IER3IP1
1407,FASN,CSRP2BP
1408,FASN,EIF4A1
1409,FASN,SLC4A7
1410,FASN,CCNA2
1411,FASN,PBRM1
1412,FASN,MBD3
1413,FASN,PIK3CA
1414,FASN,WDR43
1415,FASN,LRRC41
1416,FASN,CCDC51
1417,FASN,RPS23
1418,FASN,NCBP2
1419,FASN,MYLIP
1420,FASN,TPK1
1421,FASN,GTPBP2
1422,FASN,CRAMP1L
1423,FASN,MTF2
1424,FASN,DBF4
1425,FASN,DERL2
1426,FASN,SMARCD1
1427,FASN,SLC52A2
1428,FASN,MGAT2
1429,FASN,NIPBL
1430,FASN,EAF1
1431,FASN,KEAP1
1432,FASN,MON2
1433,FASN,ZSWIM6
1434,FASN,PRKCSH
1435,FASN,MPDU1
1436,FASN,MAU2
1437,FASN,ALG6
1438,FASN,SAFB
1439,FASN,CLCC1
1440,FASN,CAPN15
1441,FASN,SLC25A13
1442,FASN,TAF4
1443,FASN,CHD1
1444,FASN,SOX4
1445,FASN,RFWD2
1446,FASN,MTF1
1447,FASN,TSC1
1448,FASN,MORC2
1449,FASN,UFC1
1450,FASN,CUL5
1451,FASN,SALL1
1452,FASN,PLCG1
1453,FASN,TGIF2
1454,FASN,EP300
1455,FASN,ANKRD32
1456,FASN,TEAD1
1457,FASN,CNOT2
1458,FASN,NARS
1459,FASN,NAA35
1460,FASN,SMARCAL1
1461,FASN,MCM9
1462,FASN,RAB1A
1463,FASN,PGM3
1464,FASN,MPHOSPH8
1465,FASN,LPCAT1
1466,FASN,EIF3K
1467,FASN,OTUD5
1468,FASN,ZFX
1469,FASN,ALG8
1470,FASN,TADA1
1471,FASN,MBNL1
1472,FASN,SUPT20H
1473,FASN,TAF5L
1474,FASN,MTX1
1475,FASN,STIP1
1476,FASN,MGA
1477,FASN,RPRD1B
1478,FASN,THRA
1479,FASN,RPRD1A
1480,FASN,TAF6L
1481,FASN,TADA2A
1482,FASN,ZC3H7A
1483,FASN,KMT2A
1484,FASN,FAM122A
1485,FASN,ZNRD1
1486,FASN,UBE2R2
1487,FASN,PDGFRA
1488,FASN,RPS5
1489,FASN,ATF4
1490,FASN,EIF4B
1491,FASN,PSMD2
1492,FASN,CHD8
1493,FASN,ING5
1494,FASN,BRPF3
1495,FASN,SAMD1
1496,FASN,RNF214
1497,FASN,PDCD5
1498,FASN,ERI1
1499,FASN,KIAA0922
1500,FASN,TCEB3
1501,FASN,BZW1
1502,FASN,MEAF6
1503,FASN,LAMTOR4
1504,FASN,CDC25A
1505,FASN,YY1
1506,FASN,ZNF292
1507,FASN,CDK13
1508,FASN,UBE4A
1509,FASN,KPNA4
1510,FASN,WNK1
1511,FASN,TAS2R42
1512,FASN,AHCYL1
1513,FASN,PPAT
1514,FASN,OLA1
1515,FASN,GPATCH4
1516,FASN,NASP
1517,FASN,ARID2
1518,FASN,RRAGA
1519,FASN,AHR
1520,FASN,ASF1A
1521,FASN,GNPTAB
1522,FASN,PC
1523,FASN,SOX12
1524,FASN,SESN2
1525,FASN,NRBP1
1526,FASN,UBE2J2
1527,FASN,E2F7
1528,FASN,MFSD2A
1529,FASN,GLTSCR1
1530,FASN,BRD4
1531,FASN,RAB10
1532,FASN,HEATR1
1533,FASN,DDX54
1534,FASN,TECR
1535,FASN,TLK2
1536,FASN,ARID5B
1537,FASN,CTR9
1538,FASN,CAND1
1539,FASN,DNAJB9
1540,FASN,KCMF1
1541,FASN,SMG7
1542,FASN,C1orf27
1543,FASN,RER1
1544,FASN,BOLA3
1545,FASN,WDR82
1546,FASN,NF2
1547,FASN,PTDSS1
1548,FASN,FBXO11
1549,FASN,CDK6
1550,FASN,YLPM1
1551,FASN,SLC20A1
1552,FASN,MED13
1553,FASN,IPO9
1554,FASN,TSC22D2
1555,FASN,ALKBH8
1556,FASN,WDR59
1557,FASN,CCND3
1558,FASN,DPH5
1559,FASN,RBM26
1560,FASN,DNAJC24
1561,FASN,FOXM1
1562,FASN,ICE2
1563,FASN,TRPM7
1564,FASN,RBM7
1565,FASN,PHF23
1566,FASN,PITRM1
1567,FASN,ZNF622
1568,FASN,PHF10
1569,FASN,MECOM
1570,FASN,LIN28B
1571,FASN,NHLRC2
1572,FASN,IRF2
1573,FASN,DIAPH3
1574,FASN,DPH6
1575,FASN,GSR
1576,FASN,DHDDS
1577,FASN,ADRM1
1578,FASN,CGGBP1
1579,MKI67,DNAH3
1580,ACACA,FASN
1581,FASN,SYS1
1582,FASN,BAHD1
1583,FASN,IWS1
1584,FASN,PCNT
1585,FASN,CDC45
1586,FASN,CDC16
1587,FASN,TRAPPC3
1588,FASN,PQLC2
1589,FASN,PHF5A
1590,FASN,SMC3
1591,FASN,NOSIP
1592,FASN,INPP5B
1593,FASN,SENP8
1594,FASN,ATAD2
1595,FASN,LENG8
1596,FASN,FRZB
1597,FASN,GNA13
1598,FASN,INTS2
1599,FASN,FBXL5
1600,FASN,TGFBR1
1601,FASN,SPNS1
1602,FASN,FITM2
1603,FASN,FLNA
1604,FASN,WWOX
1605,FASN,WBSCR16
1606,FASN,ELK1
1607,FASN,FBXO21
1608,FASN,PRKAG1
1609,FASN,ZMYM4
1610,FASN,NSMCE1
1611,FASN,HELZ
1612,FASN,THOC3
1613,FASN,XPO1
1614,FASN,FASTKD5
1615,FASN,COG2
1616,FASN,TLK1
1617,FASN,CDK5RAP3
1618,FASN,GFPT1
1619,FASN,PSMD4
1620,FASN,ANKS1A
1621,FASN,ANAPC11
1622,FASN,PIK3R2
1623,FASN,OR2F2
1624,FASN,REST
1625,FASN,CLEC14A
1626,FASN,TRUB2
1627,FASN,PTPLAD1
1628,FASN,NUSAP1
1629,FASN,COA6
1630,FASN,COLEC10
1631,FASN,RAB2A
1632,FASN,DHX36
1633,FASN,SLC22A9
1634,FASN,MCM3AP
1635,FASN,HNRNPA1
1636,FASN,MARCH5
1637,FASN,TRIB3
1638,FASN,MRE11A
1639,FASN,LYSMD4
1640,FASN,ZNF408
1641,FASN,SLC7A6OS
1642,FASN,STRA6
1643,FASN,TMEM258
1644,FASN,MCUR1
1645,FASN,DIO1
1646,FASN,CSNK2A1
1647,FASN,SLC6A9
1648,FASN,BTBD7
1649,FASN,EXOSC1
1650,FASN,VRK1
1651,FASN,ACAD9
1652,FASN,LRRC20
1653,FASN,MUC12
1654,FASN,ETFA
1655,FASN,OR2G6
1656,FASN,PRDM10
1657,FASN,FBXO42
1658,FASN,SCAI
1659,FASN,SYVN1
1660,FASN,PPIL3
1661,FASN,GRIK2
1662,FASN,PKMYT1
1663,FASN,PPP2R5C
1664,FASN,CAMK2G
1665,FASN,SLC7A1
1666,FASN,HTRA2
1667,FASN,C11orf73
1668,FASN,MTFMT
1669,FASN,NOC4L
1670,FASN,H2AFZ
1671,FASN,EIF2D
1672,FASN,TLE1
1673,FASN,SLC16A1
1674,FASN,KLF12
1675,FASN,RNF219
1676,FASN,ACTG1
1677,FASN,EFTUD1
1678,FASN,LINS
1679,FASN,PIK3CB
1680,FASN,ENDOD1
1681,FASN,HTT
1682,FASN,SRSF5
1683,FASN,CETN1
1684,FASN,DLL4
1685,FASN,ITGB5
1686,FASN,GLI3
1687,FASN,NCOA1
1688,FASN,UBL4A
1689,FASN,TWIST1
1690,FASN,SGTA
1691,FASN,FBXL4
1692,FASN,OR4K1
1693,FASN,SLC12A1
1694,FASN,POU2F1
1695,FASN,SCG3
1696,FASN,EDEM2
1697,FASN,NR5A2
1698,FASN,PIGH
1699,FASN,C9orf9
1700,FASN,ATP5L
1701,FASN,RPS3A
1702,FASN,NDUFB7
1703,FASN,AAAS
1704,FASN,HSD11B1L
1705,FASN,COQ4
1706,FASN,RASGRP4
1707,FASN,LAMTOR2
1708,FASN,HABP4
1709,FASN,ZSWIM3
1710,FASN,SUMO4
1711,FASN,NHS
1712,FASN,PCED1B
1713,FASN,GATA2
1714,FASN,REPIN1
1715,FASN,R3HDM1
1716,FASN,ZFP41
1717,FASN,APLP2
1718,FASN,ZBED4
1719,FASN,DACH2
1720,FASN,XYLT2
1721,FASN,PIM3
1722,FASN,PLEKHA3
1723,FASN,COMMD6
1724,FASN,ESRRG
1725,FASN,TEX43
1726,FASN,PTRH2
1727,FASN,FIBP
1728,FASN,KPTN
1729,FASN,PLEKHA3
1730,FASN,MANF
1731,FASN,INPP4A
1732,FASN,BIRC6
1733,FASN,SRSF5
1734,FASN,GGNBP2
1735,FASN,XRN1
1736,FASN,SMS
1737,FASN,PDCD6IP
1738,FASN,RAB3GAP1
1739,FASN,TMEM30A
1740,FASN,ALG12
1741,FASN,UGP2
1742,FASN,TMEM147
1743,FASN,SEL1L
1744,FASN,NAA40
1745,FASN,PFN1
1746,FASN,PNRC2
1747,FASN,CKAP2L
1748,FASN,PTPLB
1749,FASN,GPS2
1750,FASN,NMNAT1
1751,FASN,C1orf43
1752,FASN,PAGR1
1753,FASN,ATP13A1
1754,FASN,KMT2C
1755,FASN,COIL
1756,FASN,PES1
1757,FASN,CNNM3
1758,FASN,LSM6
1759,FASN,MBTPS1
1760,FASN,SMPD1
1761,FASN,EIF1
1762,FASN,CEPT1
1763,FASN,VPS72
1764,FASN,VPS52
1765,FASN,KDM5A
1766,FASN,FECH
1767,FASN,ILF2
1768,FASN,NAMPT
1769,FASN,UBE2G2
1770,FASN,C15orf57
1771,FASN,DIS3L2
1772,FASN,GGPS1
1773,FASN,C11orf30
1774,FASN,TRAPPC2L
1775,FASN,TMED2
1776,FASN,CNOT11
1777,FASN,VPS16
1778,FASN,SLC6A8
1779,FASN,MBTD1
1780,FASN,AIG1
1781,FASN,TMED9
1782,FASN,FANCD2
1783,FASN,ITFG2
1784,FASN,TBC1D7
1785,FASN,YTHDF2
1786,FASN,C20orf24
1787,FASN,PRMT1
1788,FASN,XRCC2
1789,FASN,MSL1
1790,FASN,DMAP1
1791,FASN,BAG6
1792,FASN,GTF2E2
1793,FASN,ATL2
1794,FASN,NBAS
1795,FASN,GTF2I
1796,FASN,EDC4
1797,FASN,AUP1
1798,FASN,KCNK2
1799,FASN,UBE2J1
1800,FASN,AURKA
1801,FASN,TRIP13
1802,FASN,VEZF1
1803,FASN,CPEB1
1804,FASN,RBM7
1805,FASN,GSS
1806,FASN,CXorf56
1807,FASN,UBE2V2
1808,FASN,PARP1
1809,FASN,OAZ1
1810,FASN,ATAD3A
1811,FASN,TMEM165
1812,FASN,SFXN1
1813,FASN,SMC6
1814,FASN,VPS54
1815,FASN,RAB5C
1816,FASN,ZFAT
1817,FASN,SCAF1
1818,FASN,DET1
1819,FASN,TMED10
1820,FASN,GIGYF2
1821,FASN,SEC63
1822,FASN,UBE2T
1823,FASN,STT3B
1824,FASN,TRAPPC13
1825,FASN,MRPS9
1826,FASN,PPME1
1827,FASN,USP3
1828,FASN,RPL13
1829,FASN,ELF2
1830,FASN,TADA3
1831,FASN,RAB14
1832,FASN,EIF3J
1833,FASN,HEATR1
1834,FASN,RNF130
1835,FASN,NCOA5
1836,FASN,UBE3D
1837,FASN,TRMT1
1838,FASN,BAK1
1839,FASN,UBP1
1840,FASN,SPTLC2
1841,FASN,GRB2
1842,FASN,DPH2
1843,FASN,HDLBP
1844,FASN,ZNF574
1845,FASN,PGLS
1846,FASN,RPS15A
1847,FASN,TTC4
1848,FASN,CDK2
1849,FASN,ZNF609
1850,FASN,USP1
1851,FASN,WDR24
1852,FASN,HIC2
1853,FASN,UBA3
1854,FASN,MAPK6
1855,FASN,KLF16
1856,FASN,METTL23
1857,FASN,HSPH1
1858,FASN,MED1
1859,FASN,CDV3
1860,FASN,SF3B3
1861,FASN,ARNT
1862,FASN,HNRNPR
1863,FASN,TRIM28
1864,FASN,POLR1E
1865,FASN,MAPKAPK5
1866,FASN,ATXN2L
1867,FASN,SPTLC1
1868,FASN,TAX1BP3
1869,FASN,ZNF236
1870,FASN,TPT1
1871,FASN,ELAVL1
1872,FASN,KLLN
1873,FASN,PAPSS2
1874,FASN,CBX3
1875,FASN,C19orf43
1876,FASN,TAF3
1877,FASN,CNOT1
1878,FASN,ATP6V1E1
1879,FASN,PPP2R5E
1880,FASN,KHSRP
1881,FASN,USP19
1882,FASN,TGIF1
1883,FASN,TFAP4
1884,FASN,NUAK1
1885,FASN,C1orf35
1886,FASN,C19orf10
1887,FASN,MARK3
1888,FASN,DNM1L
1889,FASN,RASEF
1890,FASN,RBM5
1891,FASN,GPATCH8
1892,FASN,LIN28A
1893,FASN,LMBR1
1894,FASN,NUDC
1895,FASN,MFGE8
1896,FASN,RECQL5
1897,FASN,GCSH
1898,FASN,RLF
1899,FASN,PPP2CA
1900,FASN,C2CD5
1901,FASN,TTK
1902,FASN,BMP1
1903,FASN,PABPC4L
1904,FASN,MCM6
1905,FASN,LMAN1L
1906,FASN,MRPL14
1907,FASN,CDK9
1908,FASN,UBN1
1909,FASN,TRIM56
1910,FASN,TEX19
1911,FASN,HAUS3
1912,FASN,SIN3B
1913,FASN,OR4D1
1914,FASN,CEP85
1915,FASN,DCTN1
1916,FASN,NF1
1917,FASN,LTBP1
1918,FASN,CCL11
1919,FASN,LIN52
1920,FASN,GPR107
1921,FASN,SOWAHB
1922,FASN,EZH2
1923,FASN,GABPB1
1924,FASN,DTL
1925,FASN,STRADA
1926,FASN,SCAPER
1927,FASN,HECA
1928,FASN,ALOX12
1929,FASN,LLGL2
1930,FASN,TAS1R1
1931,FASN,MAML2
1932,FASN,SLC34A3
1933,FASN,BAP1
1934,FASN,AMHR2
1935,FASN,CYB5R4
1936,FASN,RGL4
1937,FASN,RNASEH2B
1938,FASN,C2orf72
1939,FASN,ARHGEF28
1940,FASN,DDOST
1941,FASN,ATP13A3
1942,FASN,TRA2A
1943,FASN,NUP188
1944,FASN,SLC39A8
1945,FASN,GJD2
1946,FASN,NIT1
1947,FASN,C15orf40
1948,FASN,BSG
1949,FASN,CCNT2
1950,FASN,PTP4A1
1951,FASN,KIAA0020
1952,FASN,PAFAH1B2
1953,FASN,OR13C8
1954,FASN,PAPOLG
1955,FASN,GFI1
1956,FASN,TCEA1
1957,FASN,RNF187
1958,FASN,SLC38A2
1959,FASN,HCFC2
1960,FASN,RPL35
1961,FASN,FAM169A
1962,FASN,RUFY1
1963,FASN,HAUS6
1964,FASN,NUDT4
1965,FASN,MRPS18C
1966,FASN,SUV39H1
1967,FASN,HYPK
1968,FASN,CHEK2
1969,FASN,CLDN5
1970,FASN,CCDC50
1971,FASN,ZBTB40
1972,FASN,SUB1
1973,FASN,PACRGL
1974,FASN,UBTF
1975,FASN,GBA
1976,FASN,GMPR
1977,FASN,RPL11
1978,FASN,MRAP
1979,FASN,NDUFB9
1980,FASN,SPG11
1981,FASN,C10orf90
1982,FASN,PPP4R4
1983,LDLR,FASN
1984,LDLR,MASP1
1985,SREBF2,FASN
1986,C12orf49,FASN
1987,HNRNPH1,OBSCN
1988,BCAR1,PCK2
1989,BCAR1,IFT172
1990,BCAR1,NAV1
1991,CLPP,PCK2
1992,SUMO2,FASN
1993,NDN,FASN
1994,NONO,PCK2
1995,Rnf183,FASN
1996,AGR2,FASN
1997,BRD4,FASN
1998,RBM45,FASN
1999,C18orf8,PCK2
2000,BRD4,FASN
2001,Apc2,FASN
2002,RBM39,FASN
2003,TNC,ANXA2
2004,SMOC1,TNC
2005,TNC,SMOC1
2006,TNC,SMOC1
2007,TNC,SMOC2
2008,TNC,SPARC
2009,TNC,SMOC1
2010,TNC,FN1
2011,TNC,PGK1
2012,TNC,CLU
2013,TNC,NID2
2014,LGALS9,FASN
2015,HSP90AA1,HSPG2
2016,HSP90AA1,FASN
2017,IFI16,OBSCN
2018,Yap1,FASN
2019,WDR76,HSPG2
2020,NR3C1,PCK2
2021,NR3C1,FAT4
2022,NR3C1,TNC
2023,USP10,FASN
2024,CUL4A,OBSCN
2025,CUL4A,PCK2
2026,INSIG1,FASN
2027,INSIG1,HSPG2
2028,INSIG2,FASN
2029,RIN3,FASN
2030,DNAJC5,SBF1
2031,PRKACA,SBF1
2032,DNAJC7,SBF1
2033,FBXO6,HSPG2
2034,FBXO6,TNC
2035,TRIM37,NAV1
2036,nsp2,FASN
2037,ISG15,FASN
2038,TULP3,SBF1
2039,PARK2,FASN
2040,UFL1,FASN
2041,UFL1,HEPHL1
2042,DDRGK1,FASN
2043,DDRGK1,SBF1
2044,TP53,FASN
2045,TP53,IFT172
2046,LINC00152,FASN
2047,AIFM1,PCK2
2048,AMOT,NAV1
2049,AP2B1,NAV1
2050,ARF6,SBF1
2051,B3GAT1,LRP5
2052,C17orf59,NAV1
2053,C11orf52,SBF1
2054,CEP135,NAV1
2055,DCTN1,NAV1
2056,ELOVL5,LRP5
2057,GOLGA1,NAV1
2058,KDM1A,NAV1
2059,KRAS,SBF1
2060,KRT8,NAV1
2061,LAMP1,SBF1
2062,LCK,NAV1
2063,MAPRE1,NAV1
2064,MAPRE3,NAV1
2065,NDC80,NAV1
2066,PCM1,IFT172
2067,PCM1,NAV1
2068,PDHA1,PCK2
2069,PEX14,NAV1
2070,PFN1,NAV1
2071,RAB35,SBF1
2072,RHOB,SBF1
2073,SQSTM1,IFT172
2074,SQSTM1,NAV1
2075,STX4,NAV1
2076,SYNE3,NAV1
2077,TRAP1,PCK2
2078,TRIM36,NAV1
2079,VCL,NAV1
2080,VIM,NAV1
2081,TRIM37,MYH4
2082,USP11,FASN
2083,FZR1,FASN
2084,FXR1,ADAMTSL4
