,INTERACTOR_A,INTERACTOR_B
2085,MBD1,TNC
2086,WDR5,FASN
2087,WDR5,PCK2
2088,WDR5,HEPHL1
2089,PAGE4,FASN
2090,NUDCD2,OBSCN
2091,NAA40,FASN
2092,BGLT3,FASN
2093,PTGES3,SBF1
2094,BRK1,NAV1
2095,CPLX3,HEPHL1
2096,CLU,FAT4
2097,MYH4,SORCS2
2098,DKKL1,LRP5
2099,IGFL3,LRP5
2100,PCK2,ZMYM2
2101,YWHAB,NAV1
2102,IFT22,IFT172
2103,MYH4,MEGF9
2104,LGALS1,FAT4
2105,HEPN1,HEPHL1
2106,NSMAF,HEPHL1
2107,MGAT4C,LRP5
2108,PCK2,IGHA1
2109,PCK2,IGHA2
2110,DNAJC7,IFT172
2111,LIMS1,MYH4
2112,DOLPP1,HEPHL1
2113,TREX2,PPL
2114,PPP2R2B,HEPHL1
2115,DKKL1,FAT4
2116,RBM24,PPL
2117,CSNK1A1,LRP5
2118,GPR17,NAV1
2119,GPATCH2,LRP5
2120,FGF8,IFT172
2121,CDK15,PPL
2122,PCK2,BPIFA1
2123,SUSD3,PPL
2124,TFPI2,IFT172
2125,TTC30A,IFT172
2126,LGI1,LRP5
2127,TFG,HEPHL1
2128,PSME1,SBF1
2129,H2BFWT,HSPG2
2130,PNMA2,SBF1
2131,TAZ,LRP5
2132,HBQ1,FASN
2133,LIPH,LRP5
2134,PPL,HERC2
2135,MYH4,GNAO1
2136,SUSD4,LRP5
2137,CCL17,LRP5
2138,CHST9,LRP5
2139,OAZ3,HEPHL1
2140,LZTR1,MYH4
2141,CD80,NAV1
2142,SGOL2,HEPHL1
2143,B4GALT2,FAT4
2144,OVOL2,LRP5
2145,GFOD1,SBF1
2146,FAM19A5,FAT4
2147,TLE3,MYH4
2148,FAM227B,PPL
2149,RAB6B,SBF1
2150,LRRC4C,LRP5
2151,P2RY10,NAV1
2152,GPIHBP1,LRP5
2153,DNA2,FAT4
2154,ST6GALNAC6,PPL
2155,HMGB3P1,FASN
2156,EFNB2,SBF1
2157,MYH4,MYH7
2158,MYH4,MYH8
2159,MYH4,PALM3
2160,MAGEA8,NAV1
2161,KLHL11,HEPHL1
2162,DUSP16,NAV1
2163,PRSS37,LRP5
2164,FASN,KIF3A
2165,SCGB1D1,LRP5
2166,PCK2,AHNAK2
2167,DCANP1,FAT4
2168,MRPL38,HEPHL1
2169,PSG8,FAT4
2170,SERPINA12,LRP5
2171,C2orf48,FAT4
2172,SNAPC4,IFT172
2173,KIR3DS1,PPL
2174,PCK2,LONP1
2175,DTX4,FAT4
2176,CXorf66,HEPHL1
2177,MYH4,CNTN1
2178,PPL,AHNAK
2179,ZBBX,FAT4
2180,DNAJA2,IFT172
2181,MYH4,GAP43
2182,TRAK1,IFT172
2183,ACAD9,PPL
2184,RSPH6A,MYH4
2185,PPL,UBR5
2186,LZTS2,SBF1
2187,LOC254896,FAT4
2188,CCT8L2,NAV1
2189,XCL1,FAT4
2190,CSNK1A1L,LRP5
2191,AURKC,MYH4
2192,IFNE,FAT4
2193,PDE4DIP,PPL
2194,KRT2,IFT172
2195,DKK2,LRP5
2196,NUP62CL,NAV1
2197,TTC30B,IFT172
2198,MYH3,MYH4
2199,NRSN1,LRP5
2200,PIP4K2A,SBF1
2201,UGT1A10,PPL
2202,TGFBR2,SBF1
2203,FASN,C10orf76
2204,C7orf34,FAT4
2205,EBF2,PPL
2206,TIMP3,LRP5
2207,PPL,SSFA2
2208,TEX35,HEPHL1
2209,RBM45,LRP5
2210,FPR1,NAV1
2211,COG6,NAV1
2212,HIF1A,MYH4
2213,RNF10,LRP5
2214,BRINP3,LRP5
2215,KRT38,NAV1
2216,SIX1,MYH4
2217,HAVCR2,SBF1
2218,LRRC4C,SBF1
2219,ST8SIA4,LRP5
2220,OR2A4,HEPHL1
2221,RYK,FAT4
2222,TINAGL1,HSPG2
2223,FBXO45,FAT4
2224,SLC31A1,SBF1
2225,ZNF383,LRP5
2226,MAP3K14,NAV1
2227,HENMT1,SBF1
2228,FCF1,PPL
2229,PTDSS1,PPL
2230,MYH4,MPP1
2231,BTC,HEPHL1
2232,CMA1,FAT4
2233,PCK2,BPIFB1
2234,WWC1,MYH4
2235,DCDC2B,FAT4
2236,DNMT3B,LRP5
2237,ZC2HC1C,IFT172
2238,ASAH2,MYH4
2239,FBXO2,HSPG2
2240,RCC1,NAV1
2241,IGFBP3,SBF1
2242,IFT27,IFT172
2243,STX17,PPL
2244,APIP,HEPHL1
2245,ETV6,LRP5
2246,CCNYL1,PPL
2247,GUCY1A3,PPL
2248,PPL,ITPR3
2249,C2CD4B,FAT4
2250,SPRR1B,PPL
2251,PCK2,LACRT
2252,RPL23,FAT4
2253,CC2D1B,FAT4
2254,STK11,PPL
2255,POMK,LRP5
2256,MANSC1,SBF1
2257,PCK2,DMBT1
2258,OR51E2,HEPHL1
2259,CD160,FAT4
2260,KRT40,MYH4
2261,HSF2,PPL
2262,GOT1,PPL
2263,NXPH2,FAT4
2264,ZMAT4,HEPHL1
2265,FBXL4,HEPHL1
2266,EFNB1,SBF1
2267,FAM3B,LRP5
2268,PPIAL4G,FAT4
2269,MYH4,EPB41L1
2270,FASN,PTGR2
2271,ZNF408,HSPG2
2272,SEMG2,HEPHL1
2273,CX3CL1,FAT4
2274,OPRL1,NAV1
2275,CX3CL1,SBF1
2276,FCGRT,LRP5
2277,FASN,USP22
2278,F9,LRP5
2279,GPBP1,HEPHL1
2280,CEACAM21,FAT4
2281,RPN2,HEPHL1
2282,SRRT,PPL
2283,PCK2,ALAS1
2284,ZSCAN20,PPL
2285,KRBA1,IFT172
2286,PCK2,MUC5B
2287,HSD17B4,FASN
2288,UCN3,FAT4
2289,RPS14P3,FAT4
2290,CDCA8,MYH4
2291,C4orf26,LRP5
2292,PTDSS1,HEPHL1
2293,IL31RA,HEPHL1
2294,PPL,ITPR2
2295,SLC39A3,MYH4
2296,BACE2,NAV1
2297,NPPB,FAT4
2298,LAIR2,HEPHL1
2299,SSSCA1,SBF1
2300,BTNL9,SBF1
2301,MECOM,MYH4
2302,FAM213A,PPL
2303,TMEM260,MYH4
2304,SELE,SBF1
2305,BAGE2,LRP5
2306,PYHIN1,HEPHL1
2307,YWHAG,NAV1
2308,FBXO3,HEPHL1
2309,BHLHE23,HEPHL1
2310,MYH4,SRC
2311,PCK2,PCK1
2312,SLC6A20,HEPHL1
2313,PCDHGB1,FAT4
2314,NMS,LRP5
2315,IFT57,IFT172
2316,BLOC1S6,NAV1
2317,RASD2,LRP5
2318,KRT27,NAV1
2319,PCK2,ZMYM3
2320,PCK2,ZMYM4
2321,HCN1,PPL
2322,MYH4,C11orf31
2323,C1orf186,SBF1
2324,LACC1,HEPHL1
2325,TEFM,PPL
2326,CCDC53,NAV1
2327,TGS1,MYH4
2328,DISC1,NAV1
2329,DUSP16,IFT172
2330,PPL,NEURL4
2331,ABTB2,MYH4
2332,RIPPLY3,PPL
2333,CARD16,FAT4
2334,HYOU1,FAT4
2335,MYH4,CDCA3
2336,PCK2,RCOR3
2337,PRPS2,SBF1
2338,PCK2,ZG16B
2339,FNDC1,PPL
2340,TBC1D22B,PPL
2341,VTI1B,HEPHL1
2342,DTNBP1,NAV1
2343,PPL,CLMN
2344,CCL19,FAT4
2345,ABTB2,IFT172
2346,KIF3A,HEPHL1
2347,STX17,HEPHL1
2348,PARP16,LRP5
2349,ADAMTS13,FAT4
2350,NDUFS6,PCK2
2351,PNMA2,HEPHL1
2352,RPS15A,FAT4
2353,TRIM52,SBF1
2354,PCK2,GAP43
2355,SOCS1,FAT4
2356,DCDC1,FAT4
2357,FTL,SBF1
2358,FRMD1,PPL
2359,NKAIN3,PPL
2360,CCDC96,IFT172
2361,SOST,LRP5
2362,CORO1A,IFT172
2363,PMM1,HEPHL1
2364,CEACAM8,FAT4
2365,KCNE3,SBF1
2366,KLHL11,PPL
2367,NUP210P1,FAT4
2368,CSTL1,FAT4
2369,PRKY,NAV1
2370,TGIF2LY,LRP5
2371,CD6,SBF1
2372,SYT3,MYH4
2373,AKAP17A,MYH4
2374,OR2A4,PPL
2375,DEFB135,LRP5
2376,CCDC140,LRP5
2377,C1orf189,MYH4
2378,FTH1,PPL
2379,PIPSL,SBF1
2380,MYH4,THYN1
2381,PPP2R2B,PPL
2382,NCR3,LRP5
2383,KXD1,IFT172
2384,DKK4,LRP5
2385,LURAP1,SBF1
2386,CDH5,SBF1
2387,TBC1D14,HEPHL1
2388,SETDB2,HEPHL1
2389,ADAM33,LRP5
2390,DKK1,LRP5
2391,MARCH4,LRP5
2392,SPSB4,FAT4
2393,LIX1L,FAT4
2394,SKAP1,SBF1
2395,LINC01588,FAT4
2396,YWHAH,NAV1
2397,PCK2,SUFU
2398,TCF15,FAT4
2399,PTH2R,NAV1
2400,PPL,TNKS
2401,PIGT,PPL
2402,CTAG1B,SBF1
2403,DUSP14,HEPHL1
2404,PPM1M,SBF1
2405,MBNL1,PPL
2406,CLEC2B,LRP5
2407,B4GALT4,HSPG2
2408,IL17F,HSPG2
2409,WNT10B,LRP5
2410,OBSCN,ATP1A3
2411,UPK1A,PPL
2412,FBXW5,SBF1
2413,OBSCN,SURF1
2414,CAPZA2,HEPHL1
2415,IL5RA,LRP5
2416,IFT46,IFT172
2417,FKBP6,MYH4
2418,CAMKV,HSPG2
2419,OBSCN,SLC1A3
2420,ZC3HC1,PPL
2421,PLD5,HEPHL1
2422,METTL21B,SBF1
2423,FNDC5,PPL
2424,GAA,HSPG2
2425,FIGLA,HSPG2
2426,SNX21,SBF1
2427,TMTC4,HEPHL1
2428,WNT10A,LRP5
2429,SSBP2,PPL
2430,OBSCN,TUBA1A
2431,ZNF444,HSPG2
2432,HLA-G,LRP5
2433,CORO1C,PPL
2434,ISCA2,HEPHL1
2435,KLK5,LRP5
2436,OBSCN,GGT7
2437,APLNR,NAV1
2438,BBOX1,PPL
2439,IQUB,HEPHL1
2440,SDF2L1,HSPG2
2441,PHF11,PPL
2442,PPL,TNKS2
2443,PI15,HSPG2
2444,FBXO6,HSPG2
2445,FASN,ACSL1
2446,NXPH2,LRP5
2447,ADAM30,LRP5
2448,IL5RA,HSPG2
2449,FASN,SLC27A2
2450,ANXA9,PPL
2451,OBSCN,MON2
2452,SPRYD7,SBF1
2453,GPC5,HSPG2
2454,PRG2,LRP5
2455,LATS1,MYH4
2456,TAF6L,MYH4
2457,CCR1,PPL
2458,SDF2L1,LRP5
2459,OPALIN,SBF1
2460,GPR182,NAV1
2461,MFSD4,NAV1
2462,ITGAD,HEPHL1
2463,LIPG,LRP5
2464,NSUN5P1,SBF1
2465,PODN,LRP5
2466,SLC25A6,PPL
2467,CSGALNACT1,HEPHL1
2468,C18orf21,PPL
2469,OBSCN,TUBA4A
2470,BRICD5,HSPG2
2471,FOS,HEPHL1
2472,KLK3,LRP5
2473,PINK1,PPL
2474,RNF115,PPL
2475,YIF1B,HEPHL1
2476,D2HGDH,SBF1
2477,ALDH3B1,SBF1
2478,LRCH1,HEPHL1
2479,KLHL14,SBF1
2480,OBSCN,CBWD3
2481,FNDC5,HSPG2
2482,FGF4,HSPG2
2483,EDN3,LRP5
2484,ST8SIA5,LRP5
2485,POLG2,HEPHL1
2486,SF3B3,SBF1
2487,AGPAT1,PPL
2488,SSUH2,HEPHL1
2489,C1orf35,PPL
2490,CRYBB3,SBF1
2491,SSUH2,PPL
2492,TULP3,HSPG2
2493,DPPA4,PPL
2494,SYNC,PPL
2495,FOSL1,PPL
2496,NPSR1,HEPHL1
2497,UBXN6,NAV1
2498,PPL,ECI2
2499,SIRPD,HSPG2
2500,ZSCAN5A,MYH4
2501,TSPAN33,MYH4
2502,SIRPD,LRP5
2503,LACTB2,MYH4
2504,CRYBA4,SBF1
2505,CRISP2,LRP5
2506,SULT1C4,SBF1
2507,ANXA9,HEPHL1
2508,TFPT,SBF1
2509,UBA5,FASN
2510,SGIP1,HEPHL1
2511,GDF9,HSPG2
2512,B4GALT2,SBF1
2513,DHDH,SBF1
2514,HDHD1,SBF1
2515,HDAC1,MYH4
2516,LYZL1,LRP5
2517,LYPD1,LRP5
2518,BPHL,PPL
2519,PINK1,HEPHL1
2520,C12orf74,NAV1
2521,TMEM87A,LRP5
2522,SYP,HEPHL1
2523,P2RX6,PPL
2524,CHSY3,LRP5
2525,ADAMTS4,LRP5
2526,PRG2,HSPG2
2527,SRMS,HEPHL1
2528,MAP7,SBF1
2529,UBXN6,SBF1
2530,FGF1,HSPG2
2531,SARAF,PPL
2532,FSTL1,HEPHL1
2533,PI15,LRP5
2534,IDS,HSPG2
2535,C1orf106,SBF1
2536,FOXN3,HEPHL1
2537,KDELR2,HEPHL1
2538,DTNBP1,HEPHL1
2539,CFC1,LRP5
2540,CIB2,SBF1
2541,DNASE2B,LRP5
2542,SARAF,HEPHL1
2543,ST3GAL4,LRP5
2544,CCDC101,PPL
2545,VAPB,NAV1
2546,DHRS12,HEPHL1
2547,PPL,USP16
2548,OBSCN,HEATR6
2549,METTL21B,NAV1
2550,PPL,MAP7D1
2551,GPR45,NAV1
2552,DNAJB9,LRP5
2553,LOXL3,HSPG2
2554,FAM167A,PPL
2555,AGPAT1,HEPHL1
2556,EDN3,HSPG2
2557,SRSF10,HEPHL1
2558,TRMT61A,SBF1
2559,KLK15,LRP5
2560,MBNL1,HEPHL1
2561,PPL,MTUS1
2562,CCR1,HEPHL1
2563,INF2,SBF1
2564,APBA3,SBF1
2565,PEMT,HEPHL1
2566,SPRTN,FASN
2567,USP11,PCK2
2568,TBC1D32,NAV1
2569,BTF3,FASN
2570,ZRANB1,SBF1
2571,FBXW7,PCK2
2572,FBXW7,HSPG2
2573,UBR5,MYH4
2574,RPF1,FASN
2575,FGD5,FASN
2576,FGD5,MYH4
2577,FBXL6,FASN
2578,CCNF,FASN
2579,MAP1LC3B,FASN
2580,NBR1,FASN
2581,CALCOCO2,FASN
2582,SQSTM1,FASN
2583,TAX1BP1,FASN
2584,SIRT6,SBF1
2585,DVL2,HMCN1
2586,PER2,FASN
2587,GLI3,HSPG2
2588,E,PDZD2
2589,E,PDZD2
2590,HERC5,HSPG2
2591,Cluh,PCK2
2592,CDC42,SBF1
2593,RAC1,SBF1
2594,RHOG,SBF1
2595,RHOJ,SBF1
2596,RHOQ,SBF1
2597,RAC2,SBF1
2598,RAC3,SBF1
2599,RHOA,SBF1
2600,RHOB,SBF1
2601,RHOC,SBF1
2602,RHOD,SBF1
2603,RHOF,SBF1
2604,RHOU,SBF1
2605,RHOH,SBF1
2606,RND1,SBF1
2607,RND2,SBF1
2608,RND3,SBF1
2609,RHOA,LRP5
2610,RHOJ,LRP5
2611,RAC1,LRP5
2612,RAC2,LRP5
2613,RAC3,LRP5
2614,RAC3,FAT4
2615,RHOB,FAT4
2616,RHOC,FAT4
2617,RHOF,FAT4
2618,CDC42,FAT4
2619,CDC42,LRP5
2620,RHOA,FAT4
2621,ORF3,FASN
2622,SNX8,FASN
2623,FASN,SNX8
2624,TRIM28,FASN
2625,TRIM21,FASN
2626,RFWD2,FASN
2627,SNX8,FASN
2628,ARL6IP6,FASN
2629,CAPZB,FASN
2630,CDS1,FASN
2631,COPZ1,NAV1
2632,CSNK2A2,SBF1
2633,CSNK2B,LYST
2634,CTTN,SBF1
2635,FASN,NSDHL
2636,FKBP5,FASN
2637,HMGN5,FASN
2638,HSPB11,IFT172
2639,MAPRE1,NAV1
2640,MTMR1,SBF1
2641,MTMR2,SBF1
2642,MVD,FASN
2643,PTGES3,SBF1
2644,SAR1B,FASN
2645,SF3A2,FASN
2646,YWHAB,NAV1
2647,YWHAG,NAV1
2648,YWHAH,NAV1
2649,RAB7A,LYST
2650,SNX27,SBF1
2651,SOX2,PPL
2652,MLXIPL,FASN
2653,ATG9B,FASN
2654,PHLPP1,FASN
2655,NUP35,PCK2
2656,WDR5,SBF1
2657,TNFAIP8L1,SBF1
2658,NUP43,PDZD2
2659,PRMT1,FASN
2660,MYCN,PPL
2661,MYCN,LYST
2662,MYC,LYST
2663,PCBP1,FASN
2664,PARK2,FASN
2665,PARK2,HMCN1
2666,PARK2,PCK2
2667,TRIM5,PCK2
2668,TRIM5,FASN
2669,CUL3,FASN
2670,CUL3,TNC
2671,CUL3,HSPG2
2672,CUL3,HMCN1
2673,NAV1,CCNB1
2674,ARL14,FAT4
2675,TRIM23,PPL
2676,AIMP2,FASN
2677,IPO5,FASN
2678,PLOD2,FASN
2679,HNRNPDL,FASN
2680,KIF3B,IFT172
2681,DHX15,FASN
2682,PSMD3,FASN
2683,PPL,SEC31A
2684,PPL,G6PD
2685,PPL,HARS
2686,PPL,COASY
2687,PPL,CUL5
2688,PPL,CNOT10
2689,RNF40,FASN
2690,FLNB,FASN
2691,CSDE1,FASN
2692,PSMD10,FASN
2693,SSB,FASN
2694,EPRS,FASN
2695,HSPA1A,FASN
2696,PRKAR1A,FASN
2697,HSPA5,FASN
2698,HSPA8,FASN
2699,PABPC1,FASN
2700,PLS3,FASN
2701,SNRPB,FASN
2702,DSP,FASN
2703,HSPA6,FASN
2704,PSMC3,FASN
2705,PTPN1,FASN
2706,GSTM3,FASN
2707,FLNA,FASN
2708,AHCY,FASN
2709,EIF4B,FASN
2710,PSMA4,FASN
2711,MAP4,FASN
2712,S100A2,FASN
2713,PPP2R1A,FASN
2714,MAT2A,FASN
2715,AKT2,FASN
2716,CTNNA1,FASN
2717,HSPA9,FASN
2718,CCT6A,FASN
2719,GARS,FASN
2720,IARS,FASN
2721,QARS,FASN
2722,FASN,CCT8
2723,FASN,HNRNPA3
2724,FASN,SMS
2725,FASN,ACLY
2726,FASN,RARS
2727,FASN,MARS
2728,FASN,RAB1A
2729,FASN,PSME1
2730,FASN,KLC1
2731,FASN,AIMP1
2732,FASN,CUL2
2733,FASN,DYNC1H1
2734,FASN,FLNC
2735,FASN,PSMD6
2736,FASN,KARS
2737,FASN,ADRM1
2738,FASN,DPYSL2
2739,FASN,CARM1
2740,FASN,COLGALT1
2741,FASN,SCPEP1
2742,FASN,MAT2B
2743,FASN,LARS
2744,FASN,DNAJB11
2745,FASN,PRPF19
2746,FASN,PSMD13
2747,FASN,NUDC
2748,IFT88,IFT172
2749,PCK2,RBM12
2750,PCK2,CAPN7
2751,HUWE1,IFT172
2752,ARL14EP,IFT172
2753,IFT81,IFT172
2754,HDAC6,FASN
2755,ATP1A1,FASN
2756,RNF43,OBSCN
2757,RNF43,PPL
2758,ORF6,FASN
2759,,
