,INTERACTOR_A,INTERACTOR_B
1958,RPA1,HNRNPU
1959,RPA3,EEF1A2
1960,RPA2,EEF1A2
1961,RPA1,EEF1A2
1962,RPA3,SPTAN1
1963,RPA2,SPTAN1
1964,RPA1,SPTAN1
1965,WWOX,ERBB4
1966,WWOX,CPSF1
1967,WWOX,RPRD2
1968,WWOX,SF3B2
1969,WWOX,KHSRP
1970,WWOX,CSTF3
1971,WWOX,HSPA4
1972,WWOX,WDR33
1973,WWOX,CPSF7
1974,WWOX,DHX15
1975,WWOX,KRT4
1976,WWOX,MIA3
1977,WWOX,OTUD7B
1978,WWOX,PRPF8
1979,WWOX,CPSF6
1980,WWOX,PABPC1
1981,WWOX,SYMPK
1982,WWOX,ACIN1
1983,WWOX,PATL1
1984,WWOX,P4HA1
1985,WWOX,DSP
1986,WWOX,ANXA1
1987,WWOX,HSPA1A
1988,WWOX,PRRC2A
1989,WWOX,SERPINB3
1990,WWOX,COIL
1991,WWOX,PGD
1992,WWOX,CPSF2
1993,WWOX,DIAPH3
1994,WWOX,CSNK2A1
1995,WWOX,SNRNP200
1996,WWOX,DAZAP1
1997,WWOX,RPRD1B
1998,WWOX,HSPA8
1999,WWOX,ENAH
2000,WWOX,PABPC4
2001,WWOX,IGF2BP1
2002,WWOX,HSD17B10
2003,WWOX,HDLBP
2004,WWOX,DVL2
2005,WWOX,SF3A3
2006,WWOX,CCT2
2007,WWOX,SNRPD2
2008,WWOX,WBP2
2009,WWOX,SMARCA4
2010,WWOX,CDC5L
2011,WWOX,YWHAZ
2012,WWOX,SF3A1
2013,WWOX,UBAP2
2014,WWOX,CANX
2015,WWOX,SNRPD1
2016,WWOX,JUP
2017,WWOX,RARA
2018,WWOX,PRMT5
2019,WWOX,U2SURP
2020,WWOX,TGM3
2021,WWOX,TDRD3
2022,WWOX,PKLR
2023,WWOX,NOLC1
2024,WWOX,YLPM1
2025,WWOX,WASL
2026,WWOX,CPSF3
2027,WWOX,CSTF2
2028,WWOX,MATR3
2029,WWOX,SFPQ
2030,WWOX,TOE1
2031,WWOX,BCL9
2032,WWOX,CRNN
2033,WWOX,HIST2H2AA3
2034,WWOX,DVL3
2035,WWOX,P3H1
2036,WWOX,FIP1L1
2037,WWOX,PRPF3
2038,WWOX,CSNK2A2
2039,WWOX,SCAF4
2040,WWOX,DSG3
2041,WWOX,RBMX
2042,WWOX,CYFIP1
2043,WWOX,USP6NL
2044,WWOX,DDX6
2045,WWOX,POLR2A
2046,WWOX,XRN2
2047,WWOX,IVL
2048,WWOX,XAB2
2049,WWOX,AMOTL1
2050,WWOX,MPDZ
2051,WWOX,DDX3Y
2052,WWOX,WIPF2
2053,WWOX,HNRNPUL1
2054,WWOX,DHX9
2055,WWOX,POLR2E
2056,WWOX,FBRS
2057,WWOX,WDR77
2058,WWOX,SEC23A
2059,WWOX,ZMAT5
2060,WWOX,DGCR14
2061,WWOX,LZTS2
2062,WWOX,NOSIP
2063,WWOX,DCAF7
2064,WWOX,GEMIN5
2065,WWOX,PRPF40A
2066,WWOX,EIF4A3
2067,WWOX,SMARCC1
2068,WWOX,INPPL1
2069,WWOX,LSM4
2070,WWOX,DDX17
2071,WWOX,IGF2BP3
2072,WWOX,RC3H1
2073,WWOX,MPP5
2074,WWOX,POLR2C
2075,WWOX,FARSA
2076,WWOX,HNRNPH3
2077,WWOX,DHX30
2078,WWOX,RPRD1A
2079,WWOX,ZG16B
2080,WWOX,NONO
2081,WWOX,PREB
2082,WWOX,PABPC3
2083,WWOX,LONP2
2084,WWOX,ATN1
2085,WWOX,GABARAPL2
2086,WWOX,HNRNPR
2087,WWOX,HNRNPCL1
2088,WWOX,CYFIP2
2089,WWOX,ELAVL1
2090,WWOX,SF3B1
2091,WWOX,ITCH
2092,WWOX,DRG1
2093,WWOX,SNRPD3
2094,WWOX,RPAP3
2095,WWOX,POLR2B
2096,WWOX,DROSHA
2097,WWOX,HNRNPU
2098,WWOX,SMN2
2099,WWOX,CAD
2100,WWOX,CCT7
2101,WWOX,PTPN14
2102,WWOX,PPP1CA
2103,WWOX,HNRNPA3
2104,WWOX,DDX39B
2105,WWOX,SCGB2A1
2106,WWOX,KRT75
2107,WWOX,DDX21
2108,WWOX,SPG20
2109,WWOX,CSDE1
2110,WWOX,HNRNPF
2111,WWOX,SRSF10
2112,WWOX,SEC23IP
2113,WWOX,ATP2A1
2114,WWOX,DIAPH1
2115,WWOX,LCN1
2116,WWOX,DOCK7
2117,WWOX,CXorf57
2118,WWOX,SF3A2
2119,WWOX,HSPB1
2120,WWOX,TARDBP
2121,WWOX,SF3B6
2122,WWOX,A2ML1
2123,WWOX,AMOT
2124,WWOX,THOC6
2125,WWOX,KIF2A
2126,WWOX,LUC7L3
2127,WWOX,MYH7
2128,WWOX,MYH1
2129,WWOX,MYH4
2130,WWOX,MYH16
2131,WWOX,DDX1
2132,WWOX,ENO1
2133,WWOX,TP73
2134,WWOX,CCT6A
2135,WWOX,SMARCE1
2136,WWOX,ANXA2
2137,WWOX,ACLY
2138,WWOX,SCAF8
2139,WWOX,ALDH3A1
2140,WWOX,PPIB
2141,WWOX,EDC4
2142,WWOX,RPL6
2143,WWOX,USP39
2144,WWOX,EIF3A
2145,WWOX,H2AFZ
2146,WWOX,RPL30
2147,WWOX,KDM3B
2148,WWOX,FUS
2149,WWOX,SERPINB5
2150,WWOX,DVL1
2151,WWOX,RAPGEF2
2152,WWOX,DHX36
2153,WWOX,HN1L
2154,WWOX,POLR2G
2155,WWOX,BAIAP2
2156,WWOX,WDR91
2157,WWOX,DCTPP1
2158,WWOX,IQSEC1
2159,WWOX,PRDX5
2160,WWOX,LZTS3
2161,WWOX,RPS15AP21
2162,WWOX,SRSF3
2163,WWOX,ZNF598
2164,WWOX,LACRT
2165,WWOX,IGF2BP2
2166,WWOX,PAICS
2167,WWOX,KIAA1522
2168,WWOX,SLC4A1AP
2169,WWOX,ATXN2
2170,WWOX,THRAP3
2171,WWOX,RBM39
2172,WWOX,CAPZA1
2173,WWOX,SEC24C
2174,WWOX,NOP56
2175,WWOX,SRPK1
2176,WWOX,DKC1
2177,WWOX,IK
2178,WWOX,HADHA
2179,WWOX,OGT
2180,WWOX,PRPF31
2181,WWOX,DIDO1
2182,WWOX,ATAD3A
2183,WWOX,PDCD7
2184,WWOX,DVL1
2185,WWOX,ITCH
2186,WWOX,AMOT
2187,ERG,EEF1A2
2188,ERG,HNRNPU
2189,ERG,SYN1
2190,ERG,EEF1A2
2191,ERG,HNRNPU
2192,ERG,SYN1
2193,TRIM25,EEF1A2
2194,ZBTB1,SPTAN1
2195,HSPA5,HNRNPU
2196,UBASH3B,HNRNPU
2197,LGR4,ATP1A2
2198,LGR4,ATP1A3
2199,LGR4,EEF1A2
2200,LGR4,HNRNPU
2201,LIN28A,PURA
2202,LIN28B,PURA
2203,DNM1,AMPH
2204,DNM1,SLA1
2205,DNM1,GRB2
2206,UBC,EEF1A2
2207,PRKCD,DYNC1H1
2208,HDAC4,YWHAQ
2209,IVNS1ABP,HNRNPU
2210,IVNS1ABP,HNRNPU
2211,STAU1,HNRNPU
2212,STAU1,SPTAN1
2213,STAU1,QARS
2214,DYNC1H1,BICD2
2215,DYNC1H1,DCTN1
2216,DYNC1H1,DYNC1I1
2217,MDM2,HNRNPU
2218,RBFOX1,ALG13
2219,ALDH5A1,MAGEA11
2220,CNTNAP2,MEOX2
2221,CTBP1,ZEB2
2222,GABRB3,MEOX2
2223,PITX1,ALG13
2224,PTGS2,CASK
2225,SPRTN,DYNC1H1
2226,AURKA,EEF1A2
2227,AURKA,HNRNPU
2228,AURKB,HNRNPU
2229,CEP250,HNRNPU
2230,CEP57,EEF1A2
2231,CEP57,HNRNPU
2232,CEP57,SPTAN1
2233,NEDD1,CASK
2234,HAUS2,EEF1A2
2235,CEP76,EEF1A2
2236,TUBG1,EEF1A2
2237,VCP,EEF1A2
2238,HAUS2,HNRNPU
2239,CEP70,HNRNPU
2240,CEP76,HNRNPU
2241,EMD,HNRNPU
2242,LGALS3BP,HNRNPU
2243,MAGED2,HNRNPU
2244,NEDD1,HNRNPU
2245,TP53,HNRNPU
2246,TUBG1,HNRNPU
2247,TUBGCP3,HNRNPU
2248,TUBGCP4,HNRNPU
2249,CEP76,SPTAN1
2250,VCP,SPTAN1
2251,STX1B,VAPB
2252,GSK3B,HDAC4
2253,TRIM58,DYNC1H1
2254,TRIM58,DYNC1H1
2255,TPP1,USP7
2256,USP7,TPP1
2257,TPP1,TINF2
2258,TPP1,TERT
2259,TPP1,POT1
2260,TPP1,CTC1
2261,TPP1,OBFC1
2262,TPP1,TINF2
2263,TPP1,TERT
2264,TPP1,POT1
2265,TPP1,CTC1
2266,TPP1,OBFC1
2267,HUWE1,HNRNPU
2268,HUWE1,CTSD
2269,HUWE1,QARS
2270,HUWE1,WWOX
2271,FUS,HNRNPU
2272,NHLRC1,UBE2H
2273,NHLRC1,UBE2D1
2274,NHLRC1,UBE2D3
2275,NHLRC1,UBE2E1
2276,DNM1,BIN1
2277,STX1A,STXBP1
2278,SYTL4,STXBP1
2279,APBA1,STXBP1
2280,APBA2,STXBP1
2281,WWOX,ATM
2282,WWOX,TRIM28
2283,WWOX,ITCH
2284,HDAC6,DYNC1H1
2285,RAF1,PURA
2286,FBXW11,HNRNPU
2287,BTRC,HNRNPU
2288,NHLRC1,EPM2A
2289,AES,QARS
2290,CAMLG,KCNA2
2291,CDR2,HDAC4
2292,CHD2,MID2
2293,CHD2,THAP1
2294,CHD2,TEKT1
2295,CHD2,TRIM41
2296,CHD2,BEND7
2297,CRX,SZT2
2298,CTBP1,PLCB1
2299,CTBP2,PLCB1
2300,EEF1A2,ABTB1
2301,GABRD,UBQLN1
2302,GABRD,NOTCH2NL
2303,GOLGA2,HDAC4
2304,HOXA1,ALG13
2305,KCNJ10,SIAH1
2306,KRT31,HDAC4
2307,MEOX2,CNTNAP2
2308,QARS,TCF12
2309,QARS,TRIP13
2310,QARS,TRAF4
2311,QARS,VPS37B
2312,QARS,LZTS2
2313,QARS,DTX2
2314,QARS,KLC3
2315,REL,SZT2
2316,STX4,GOSR2
2317,STXBP1,STX11
2318,STXBP1,TRIM38
2319,STXBP1,STX19
2320,TCF4,SZT2
2321,TFCP2,PLCB1
2322,SLC35A2,KRTAP10-3
2323,YWHAG,HDAC4
2324,ZBTB14,PNKP
2325,CASK,LIN7A
2326,CASK,SH2D4A
2327,KRT38,HDAC4
2328,PNMA1,HDAC4
2329,GOSR2,STX6
2330,GOSR2,CCDC155
2331,GOSR2,GOLGA8EP
2332,GOSR2,GOLGA8F
2333,UTP14C,PRICKLE1
2334,HDAC4,MTUS2
2335,HDAC4,LDOC1
2336,HDAC4,EFEMP2
2337,HDAC4,ANKRA2
2338,HDAC4,RINT1
2339,HDAC4,CCDC136
2340,HDAC4,KRT40
2341,TNIP1,PNKP
2342,IKZF1,PNKP
2343,PNKP,ZNF639
2344,MAPKBP1,ALG13
2345,PLCB1,CEP76
2346,PRPF31,PRICKLE1
2347,TXNIP,SLC2A1
2348,ZFP36,ZEB2
2349,SHMT2,SZT2
2350,SHMT2,ATP1A3
2351,MOV10,QARS
2352,NXF1,QARS
2353,RUFY1,DYNC1H1
2354,KAT2B,HNRNPU
2355,HNRNPU,ACTB
2356,HNRNPU,POLR2A
2357,HNRNPU,KAT2B
2358,ACTB,HNRNPU
2359,HNRNPU,POLR2A
2360,HNRNPU,KAT2B
2361,POLR2A,HNRNPU
2362,RNF4,MECP2
2363,SYTL4,STXBP1
2364,STXBP1,SYTL4
2365,STXBP1,STX3
2366,STXBP1,STX2
2367,STX3,STXBP1
2368,Ahrr,HDAC4
2369,PHF6,HNRNPU
2370,MDM2,HNRNPU
2371,MDM2,WWOX
2372,HIF1A,WWOX
2373,LATS1,WWOX
2374,CUL7,DYNC1H1
2375,CUL7,HNRNPU
2376,CUL7,QARS
2377,OBSL1,DYNC1H1
2378,OBSL1,HNRNPU
2379,CCDC8,DYNC1H1
2380,CCDC8,HNRNPU
2381,CCDC8,QARS
2382,CCDC8,HNRNPU
2383,CUL7,HNRNPU
2384,OBSL1,HNRNPU
2385,DNM1,SUMO1
2386,UBE2I,HNRNPU
2387,SUZ12,DYNC1H1
2388,EED,CHD2
2389,EED,PNKP
2390,EED,HNRNPU
2391,RNF2,HNRNPU
2392,RNF2,DYNC1H1
2393,RNF2,SLC25A22
2394,RNF2,QARS
2395,BMI1,DYNC1H1
2396,BMI1,PURA
2397,HDAC4,MEF2D
2398,UBE2I,HDAC4
2399,FOXRED2,CASK
2400,TXNDC16,HNRNPU
2401,NHLRC1,GYS1
2402,UBE2I,MEF2C
2403,UBE2I,HDAC4
2404,AATK,SLC25A22
2405,ARAF,SLC25A22
2406,CASK,ABLIM1
2407,CASK,DLG1
2408,CASK,DTNB
2409,CASK,EEF2
2410,CASK,LIN7C
2411,CASK,ARHGEF26
2412,CASK,SNTB2
2413,IKBKB,SLC25A22
2414,ILK,CTSD
2415,ILK,SLC25A22
2416,ILK,SLC2A1
2417,IRAK1,SLC2A1
2418,JAK2,SLC2A1
2419,LIMK2,SLC25A22
2420,TYK2,SLC2A1
2421,PPT1,VCP
2422,PPT1,DBT
2423,PPT1,MAP1B
2424,PPT1,VAPB
2425,PPT1,ATP1A1
2426,PPT1,PRDX1
2427,PPT1,SLC25A1
2428,PPT1,ATP5B
2429,PPT1,CRMP1
2430,PPT1,DLAT
2431,PPT1,CRIP2
2432,PPT1,ATP5A1
2433,PPT1,DBH
2434,PPT1,VGF
2435,PPT1,PRDX2
2436,PPT1,PDHB
2437,PPT1,PRDX5
2438,PPT1,PDHA1
2439,PPT1,ATP5O
2440,PPT1,CANX
2441,PPT1,CTSD
2442,PPT1,SLC25A13
2443,PPT1,VDAC2
2444,PPT1,VCP
2445,PPT1,ATP5B
2446,PPT1,DBH
2447,Cbx5,HDAC4
2448,HDAC4,Cbx5
2449,Cbx1,HDAC4
2450,Cbx3,HDAC4
2451,ABCE1,TPP1
2452,ABCE1,CSTB
2453,BTRC,HNRNPU
2454,FBXW11,HNRNPU
2455,FAM187B,ATP1A3
2456,FAM189B,WWOX
2457,POPDC2,PIGO
2458,RIC3,ATP1A3
2459,ADORA3,ATP1A3
2460,ARL6IP6,PNPO
2461,MOK,PNPO
2462,CCDC43,PNKP
2463,PBDC1,EEF1A2
2464,HLA-DQA1,MFSD8
2465,STX6,GOSR2
2466,STX7,GOSR2
2467,SURF2,PURA
2468,C1QTNF2,SZT2
2469,STX12,GOSR2
2470,HOXB5,GNAO1
2471,NXPH2,EEF1A2
2472,CLEC12A,GOSR2
2473,ARMC1,STXBP1
2474,ARMC1,GNAO1
2475,ARMC1,SYN1
2476,ARMC1,STX1B
2477,HAX1,STXBP1
2478,HAX1,SYN1
2479,HAX1,DNM1
2480,HAX1,GNAO1
2481,HAX1,STX1B
2482,ATP1B3,PIGO
2483,NUFIP1,STXBP1
2484,NUFIP1,SYN1
2485,NUFIP1,DNM1
2486,NUFIP1,STX1B
2487,NUFIP1,GNAO1
2488,NUFIP1,EEF1A2
2489,NUFIP1,SLC12A5
2490,RRP7A,STXBP1
2491,CDCA8,STXBP1
2492,DGUOK,STXBP1
2493,DGUOK,SYN1
2494,DGUOK,DNM1
2495,DGUOK,SLC12A5
2496,DGUOK,STX1B
2497,DGUOK,EEF1A2
2498,DGUOK,GNAO1
2499,DNAAF2,STXBP1
2500,DNAAF2,STX1B
2501,DNAAF2,DNM1
2502,DNAAF2,GNAO1
2503,DNAAF2,SYN1
2504,GSG1,ASAH1
2505,ASGR2,MFSD8
2506,ROGDI,ATP1A2
2507,STX3,STXBP1
2508,STX19,STXBP1
2509,GEM,SCARB2
2510,SDCBP,QARS
2511,C4orf19,EEF1A2
2512,LGALS8,SCARB2
2513,PRMT6,ATP1A3
2514,SLC25A11,WDR45
2515,ZNF414,DEPDC5
2516,FGL1,ALDH5A1
2517,GPR35,GNAO1
2518,MCOLN3,PIGO
2519,MCOLN3,GABRB3
2520,TMEM171,WWOX
2521,ZC3H3,PURA
2522,IL17A,ATP1A3
2523,RPS8,PURA
2524,FBXO25,PNPO
2525,MRPL4,POLG
2526,NFKBIA,TBC1D24
2527,TALDO1,WDR45
2528,KCNK16,PIGO
2529,NAALADL2,SCARB2
2530,SLC25A22,ATP1A3
2531,SLC25A22,SLC25A18
2532,SLC25A22,WDTC1
2533,SLC25A22,DNLZ
2534,CGRRF1,ATP1A3
2535,CGRRF1,ALG13
2536,PRMT8,HNRNPU
2537,PTH1R,PIGO
2538,BTN2A1,PLCB1
2539,XRCC4,PNKP
2540,GNAI1,GNAO1
2541,GNAI2,GNAO1
2542,HEXIM1,EEF1A2
2543,HOMER1,EEF1A2
2544,PRR11,PURA
2545,STBD1,EPM2A
2546,DNM3,DNM1
2547,GABRE,PIGO
2548,HLA-B,ATP1A3
2549,HLA-C,ATP1A3
2550,PNKD,ASAH1
2551,AAGAB,ASAH1
2552,P2RY12,MFSD8
2553,POLB,PNKP
2554,PRRT2,NDUFV3
2555,PRRT2,CALML5
2556,PRRT2,NDUFB9
2557,PRRT2,NDUFB8
2558,PRRT2,TBRG4
2559,PRRT2,NDUFS4
2560,PRRT2,DDI1
2561,PRRT2,LCLAT1
2562,SLAMF1,ATP1A3
2563,TMEM25,EEF1A2
2564,GNAI3,GNAO1
2565,LYPD3,PIGA
2566,MYBPHL,CASK
2567,P2RY8,ATP1A2
2568,TMEM185A,TBC1D24
2569,WDR53,EEF1A2
2570,DCP2,EEF1A2
2571,DDHD2,EEF1A2
2572,DLK1,ATP1A3
2573,GJA1,STXBP1
2574,GJA1,EEF1A2
2575,KCNJ10,HSPA8
2576,KCNJ10,COPB2
2577,KCNJ10,SEC24B
2578,KCNJ10,COPG1
2579,KCNJ10,SEC23B
2580,KCNJ10,TTC1
2581,KCNJ10,YTHDF1
2582,KCNJ10,TMED8
2583,KCNJ10,DYNLL1
2584,KCNJ10,SEC24A
2585,KCNJ10,BAG1
2586,KCNJ10,ADO
2587,PRSS50,PIGT
2588,TMEFF1,ATP1A3
2589,ART3,PIGO
2590,KCNQ2,GOLM1
2591,MTERF1,PNPO
2592,KPTN,SZT2
2593,SLC30A4,GNAO1
2594,VPS4A,ATP1A3
2595,FAM189A2,PIGA
2596,FAM189A2,WWOX
2597,PTPRK,SCARB2
2598,JSRP1,GNAO1
2599,LHX6,WDR45
2600,WBP1,WWOX
2601,WISP3,SCARB2
2602,AAMP,ASAH1
2603,ERGIC3,ATP1A3
2604,PIGK,PIGT
2605,ASAH1,NEFH
2606,ASAH1,CAMK2B
2607,NAPSA,CTSD
2608,PTGER3,PLCB1
2609,ZACN,MFSD8
2610,CTBP1,ZEB2
2611,RNF26,EEF1A2
2612,TGOLN2,ATP1A3
2613,EVA1C,PIGA
2614,EEF1G,EEF1A2
2615,HSF2,ASAH1
2616,LPAR1,PIGO
2617,LPAR1,MFSD8
2618,SCN2B,DNM1
2619,HTR3C,PIGO
2620,THBS3,IQSEC2
2621,TMEM92,WWOX
2622,OXLD1,ALDH5A1
2623,OXLD1,POLG
2624,AKAP14,ATP1A3
2625,LIN7C,CASK
2626,LYPD6,ATP1A3
2627,LYPD6,DNM1
2628,CDKL5,SERPINB8
2629,CDKL5,HDGFRP2
2630,CDKL5,DHX16
2631,CDKL5,MACF1
2632,CDKL5,GPALPP1
2633,CDKL5,KLHL20
2634,CDKL5,SAR1B
2635,CDKL5,RABL6
2636,CDKL5,UBAP2
2637,CDKL5,DHX38
2638,FAM177A1,EEF1A2
2639,PLK2,EEF1A2
2640,CDK7,EEF1A2
2641,LDLRAD4,WWOX
2642,SKP2,MEF2C
2643,MEF2C,SKP2
2644,USP7,DYNC1H1
2645,LIN7A,CASK
2646,RASSF7,CTSD
2647,RASSF9,CTSD
2648,RASSF10,CTSD
2649,RASSF10,PRICKLE1
2650,RPS6KB2,HNRNPU
2651,HNRNPA1,CTSD
2652,HNRNPA1,HNRNPU
2653,KCMF1,QARS
2654,HSPB1,HNRNPU
2655,FBXW11,DYNC1H1
2656,FBXW11,FOXG1
2657,FBXW11,HNRNPU
2658,UNK,HNRNPU
2659,UNK,DYNC1H1
2660,NTRK1,PIGT
2661,NTRK1,HNRNPU
2662,NTRK1,SLC25A22
2663,NTRK1,PURA
2664,CTSD,ACADM
2665,STXBP1,ACTR2
2666,ALDH5A1,ADI1
2667,ALDH5A1,ALDH1B1
2668,ACO2,ALDH5A1
2669,ALDH8A1,ALDH5A1
2670,PKM,ALDH5A1
2671,RPE,ALDH5A1
2672,UMPS,ALDH5A1
2673,ALDH5A1,ARF5
2674,STXBP1,ARHGAP17
2675,CLTC,ATP1A2
2676,RAB1A,ATP1A2
2677,ATP1B3,ATP1A3
2678,ATP1B4,ATP1A3
2679,CLTC,ATP1A3
2680,RAB1A,ATP1A3
2681,RAB1B,ATP1A3
2682,ATP1A2,ATP6V0D1
2683,ATP1A3,ATP6V0D1
2684,ATP1A2,ATP6V1A
2685,ATP1A3,ATP6V1A
2686,HNRNPU,CALR
2687,PPM1B,CASK
2688,ATP1A2,CCT7
2689,ATP1A3,CCT7
2690,CTR9,CHD2
2691,LEO1,CHD2
2692,PAF1,CHD2
2693,TAF9,CHD2
2694,PCMT1,CSTB
2695,ATP1B1,CTSD
2696,FUBP3,CTSD
2697,LDHA,CTSD
2698,LDHAL6A,CTSD
2699,LDHB,CTSD
2700,MLEC,CTSD
2701,RAB5B,CTSD
2702,SUCLG2,CTSD
2703,WARS,CTSD
2704,PNKP,DCPS
2705,DYNC1H1,DCTN1
2706,DCTN2,DYNC1H1
2707,DYNC1I2,DYNC1H1
2708,DYNC1LI1,DYNC1H1
2709,DYNC1LI2,DYNC1H1
2710,DYNLT1,DYNC1H1
2711,NCBP1,DYNC1H1
2712,PAFAH1B1,DYNC1H1
2713,PIN4,DYNC1H1
2714,PRMT5,DYNC1H1
2715,RUVBL2,DYNC1H1
2716,PNPO,ECE2
2717,ACTB,EEF1A2
2718,ACTG1,EEF1A2
2719,POLR1A,EEF1A2
2720,EEF1A2,EEF1B2
2721,QARS,EEF1E1
2722,EEF1A2,EEF1G
2723,EEF1A2,EEF2
2724,EEF1A2,EFTUD2
2725,QARS,EPRS
2726,PIGT,ERLEC1
2727,CTSD,ETFA
2728,ALDH5A1,FH
2729,PNPO,FH
2730,EEF1A2,GMPPB
2731,PNPO,GMPPB
2732,CAMK2A,GNAO1
2733,EEF1A2,GORASP2
2734,CTSD,GRHPR
2735,CSTB,GSTT1
2736,HNRNPU,HNRNPK
2737,ATP5A1,HNRNPU
2738,BTF3L4,HNRNPU
2739,EIF3J,HNRNPU
2740,HSPA5,HNRNPU
2741,HSPA9,HNRNPU
2742,MATR3,HNRNPU
2743,MDC1,HNRNPU
2744,PDCD6,HNRNPU
2745,RAB2A,HNRNPU
2746,RPL18,HNRNPU
2747,RPL22,HNRNPU
2748,RPLP2,HNRNPU
2749,RPS25,HNRNPU
2750,RPS29,HNRNPU
2751,RPS3A,HNRNPU
2752,SAFB,HNRNPU
2753,SLC25A5,HNRNPU
2754,SMEK2,HNRNPU
2755,SYNCRIP,HNRNPU
2756,TRIP10,HNRNPU
2757,WRAP53,HNRNPU
2758,CTSD,HSP90B1
2759,HNRNPU,HSP90B1
2760,PNPO,HSPE1
2761,SPTAN1,KIAA0368
2762,STXBP1,NPEPPS
2763,EEF1A2,PABPC1
2764,EEF1A2,PABPC3
2765,CTSD,PCBP1
2766,CSTB,PDCD6
2767,GOSR2,PHB
2768,EEF1A2,PKLR
2769,EEF1A2,PKM
2770,QARS,PLEC
2771,DERA,PNPO
2772,ERP44,PNPO
2773,TANGO2,PNPO
2774,EEF1A2,POLR2A
2775,STXBP1,PPP1R8
2776,LDHA,PPT1
2777,LDHB,PPT1
2778,PABPC4,PPT1
2779,PNPO,PRCP
2780,EEF1A2,PSMD1
2781,HNRNPU,PSMD6
2782,AIMP1,QARS
2783,AIMP2,QARS
2784,ASNS,QARS
2785,ATP1B3,QARS
2786,CBS,QARS
2787,DARS,QARS
2788,DDX17,QARS
2789,IARS,QARS
2790,KARS,QARS
2791,LARS,QARS
2792,MARS,QARS
2793,RARS,QARS
2794,TOMM40,QARS
2795,CTSD,RAB5A
2796,PNPO,RABIF
2797,DNM1,RPE
2798,EEF1A2,RPL12
2799,EEF1A2,RPL30
2800,EEF1A2,RPL4
2801,HNRNPU,RPN1
2802,EEF1A2,RPSA
2803,PNKP,SBDS
2804,CTSD,SCNN1G
2805,CTSD,SCYL2
2806,ALDH5A1,SEC31A
2807,ALDH5A1,SEC31B
2808,STXBP1,SHC1
2809,STXBP1,SHMT1
2810,CANX,SPTAN1
2811,DHX9,SPTAN1
2812,MLH1,SPTAN1
2813,NCAPD3,SPTAN1
2814,NUCB2,SPTAN1
2815,PXDN,SPTAN1
2816,PXDNL,SPTAN1
2817,RPN2,SPTAN1
2818,SF3B3,SPTAN1
2819,SPTAN1,SPTBN1
2820,SPTAN1,SPTBN5
2821,ACTR3,STXBP1
2822,ALDOC,STXBP1
2823,ARPC3,STXBP1
2824,EHD1,STXBP1
2825,NDUFV1,STXBP1
2826,NUP50,STXBP1
2827,PICALM,STXBP1
2828,SNAP25,STXBP1
2829,PNPO,SUGT1
2830,PNPO,TALDO1
2831,CUL3,TBC1D24
2832,QARS,TRMT6
2833,PNPO,TXNRD1
2834,CTSD,UQCRC2
2835,ATP1A2,VDAC1
2836,ATP1A3,VDAC1
2837,ATP1A2,VDAC2
2838,ATP1A3,VDAC2
2839,PRICKLE1,Tanc2
2840,PRICKLE1,Tanc1
2841,PRICKLE1,Usp9x
2842,PRICKLE1,Bcr
2843,PRICKLE1,Mycbp2
2844,PRICKLE1,Rpl23
2845,PRICKLE1,Cad
2846,PRICKLE1,Rpl4
2847,PRICKLE1,Rps26
2848,PRICKLE1,Tubb4b
2849,PRICKLE1,Tubb5
2850,PRICKLE1,Tanc2
2851,PRICKLE1,Usp9x
2852,PRICKLE1,Bcr
2853,PRICKLE1,USP9X
2854,NTRK1,CASK
2855,NTRK1,DNM1
2856,NTRK1,QARS
2857,NTRK1,STXBP1
2858,NTRK1,PNKP
2859,NTRK1,SCARB2
2860,NTRK1,DYNC1H1
2861,NTRK1,SPTAN1
2862,NTRK1,ATP1A3
2863,NTRK1,GNAO1
2864,SCARNA22,HNRNPU
2865,SCARNA22,MECP2
2866,B3GALT1,SLC35A2
2867,TP53,GRIN2B
2868,TP53,TBC1D24
2869,APP,HDAC4
2870,HSPB2,SLC2A1
2871,HSPB2,CTSD
2872,HSPB2,ASAH1
2873,KRAS,QARS
2874,KRAS,RELN
2875,PRKCA,STXBP1
2876,ACHE,COL4A1
2877,Pou3f4,HNRNPU
2878,HDAC4,ANKRA2
2879,HDAC4,CUL7
2880,CLNK,WWOX
2881,PNKP,ATXN3
2882,PNKP,ATXN3
2883,FNBP1,DNM1
2884,SPTAN1,PDE4D
2885,PTEN,HNRNPU
2886,AKT1,GRIN2A
2887,CASP8,ATP1A3
2888,RB1CC1,SYN1
2889,STK11,EEF1A2
2890,SCN1B,ANK3
2891,PTEN,SPTAN1
2892,BTRC,WWOX
2893,NUP133,WWOX
2894,LMNA,WWOX
2895,HIST1H2BG,MECP2
2896,HIST1H3A,MECP2
2897,MED4,GNAO1
2898,MED4,SPTAN1
2899,MED20,SPTAN1
2900,EWSR1,SPTAN1
2901,HERC2,ASAH1
2902,SRPK2,EPM2A
2903,OFD1,DYNC1H1
2904,PCM1,GNAO1
2905,TCTN2,GOSR2
2906,TCTN3,CERS1
2907,TCTN3,PIGT
2908,TCTN3,GOSR2
2909,CEP128,CASK
2910,CEP89,WDR45
2911,CNTRL,DYNC1H1
2912,NINL,DYNC1H1
2913,NIN,DYNC1H1
2914,NPHP1,DYNC1H1
