,INTERACTOR_A,INTERACTOR_B
1019,ARRB1,DNM1
1020,ARRB1,EEF1A2
1021,ARRB1,SPTAN1
1022,ARRB1,HNRNPU
1023,ARRB2,HNRNPU
1024,ARRB2,EEF1A2
1025,ARRB2,SPTAN1
1026,ARRB2,DYNC1H1
1027,ANKRA2,HDAC4
1028,RFXANK,HDAC4
1029,YWHAQ,HDAC4
1030,YWHAQ,HDAC4
1031,MYC,CTSD
1032,MECP2,YBX1
1033,MECP2,SMC3
1034,MECP2,CBX1
1035,MECP2,CBX3
1036,SIRT7,DYNC1H1
1037,SIRT7,SPTAN1
1038,SIRT7,CHD2
1039,SLC2A4,CTSD
1040,YWHAQ,HDAC4
1041,HDAC4,YWHAQ
1042,HDAC4,PPP2R1A
1043,HDAC4,PPP2CA
1044,KHDRBS1,ARHGEF9
1045,SH3KBP1,DNM1
1046,TCF3,EEF1A2
1047,TLE1,FOXG1
1048,DYRK1A,DNM1
1049,DYRK1A,DNM1
1050,DNM1,DYRK1A
1051,CDK5,DNM1
1052,DNM1,Dyrk1a
1053,Amph,DNM1
1054,Ap2a1,DNM1
1055,Grb2,DNM1
1056,GRB2,SYN1
1057,DNM1,AMPH
1058,DNM1,SH3GL2
1059,DNM1,ITSN1
1060,DNM1,SRC
1061,DNM1,GRB2
1062,Cebpb,PNKP
1063,STUB1,NHLRC1
1064,NHLRC1,HSPA4
1065,STUB1,NHLRC1
1066,STUB1,EPM2A
1067,DNM1,ITSN1
1068,DNM1,PTK2B
1069,DNM1,SRC
1070,PTK2B,DNM1
1071,UBQLN1,GABRA1
1072,UBQLN1,GABRB3
1073,UBQLN1,GABRA1
1074,UBQLN1,GABRB3
1075,PPARG,HDAC4
1076,ERG,HNRNPU
1077,ERG,SPTAN1
1078,HDAC4,STAT1
1079,ZEB2,CTBP1
1080,ZEB2,HDAC4
1081,ZEB2,CBX4
1082,CBX4,ZEB2
1083,CBX4,ZEB2
1084,UBE2I,ZEB2
1085,SMAD3,ZEB2
1086,ZEB2,SMAD3
1087,ISG15,EEF1A2
1088,ISG15,HNRNPU
1089,FBXO25,ATP1A2
1090,FBXO25,EEF1A2
1091,DNM1,SUMO1
1092,DNM1,PIAS1
1093,DNM1,UBE2I
1094,DNM1,DNM1
1095,EPM2A,EPM2A
1096,EPM2A,NHLRC1
1097,NHLRC1,EPM2A
1098,TNK2,WWOX
1099,WWOX,TNK2
1100,CASK,ARIH1
1101,CASK,PARK2
1102,EPM2A,NHLRC1
1103,STK11,SIK1
1104,PRKAA1,EPM2A
1105,CUL3,KCTD7
1106,VHL,COL4A1
1107,VHL,COL4A1
1108,NHLRC1,EPM2A
1109,NFX1,EEF1A2
1110,NFX1,HNRNPU
1111,ZNRF2,ATP1A2
1112,ZNRF1,ATP1A2
1113,ZNRF1,ATP1A2
1114,ZNRF2,ATP1A2
1115,ZNRF2,ATP1A2
1116,ERBB4,WWOX
1117,HDAC4,NFATC1
1118,CUL3,KCTD7
1119,CUL3,HNRNPU
1120,CUL3,DYNC1H1
1121,CUL3,SLC25A22
1122,CUL3,ATP1A2
1123,CUL3,PURA
1124,CUL3,SPTAN1
1125,CUL3,QARS
1126,CUL3,EEF1A2
1127,CUL3,CSTB
1128,CUL4A,SLC25A22
1129,CUL4A,EEF1A2
1130,CUL4B,EEF1A2
1131,CUL5,CTSD
1132,CUL5,EEF1A2
1133,CUL5,HNRNPU
1134,CUL2,CTSD
1135,CUL2,EEF1A2
1136,CUL2,HNRNPU
1137,CDK2,DYNC1H1
1138,CDK2,HNRNPU
1139,CDK2,QARS
1140,CDK2,SPTAN1
1141,MECP2,HIST2H2AC
1142,MECP2,HIST2H2BE
1143,MECP2,HIST2H3C
1144,MECP2,HIST1H4F
1145,CUL1,HNRNPU
1146,CUL1,SPTAN1
1147,CUL1,PURA
1148,CUL1,QARS
1149,CUL1,EEF1A2
1150,COPS5,DYNC1H1
1151,COPS5,EEF1A2
1152,COPS5,HNRNPU
1153,COPS5,RELN
1154,COPS5,SPTAN1
1155,COPS6,KCTD7
1156,COPS6,EEF1A2
1157,DCUN1D1,CSTB
1158,DCUN1D1,EEF1A2
1159,DCUN1D1,HNRNPU
1160,CAND1,HNRNPU
1161,CAND1,PURA
1162,CAND1,ATP1A2
1163,CAND1,EEF1A2
1164,NEDD8,EEF1A2
1165,NEDD8,HNRNPU
1166,NEDD8,SPTAN1
1167,HDAC4,HIF1A
1168,Asap1,DNM1
1169,SCARB2,Ap1g1
1170,SCARB2,AP3S2
1171,LNX1,GRIN1
1172,LNX1,GRIN1
1173,WWOX,ERBB4
1174,SH3BP4,DNM1
1175,DNM1,SH3BP4
1176,SH3BP4,DNM1
1177,GRIN2A,DLG1
1178,GRIN2B,DLG1
1179,GRIN2A,DLG4
1180,GRIN2B,DLG4
1181,GRIN2A,DLG4
1182,GRIN2B,DLG4
1183,BRMS1,HDAC4
1184,SRC,KCNB1
1185,GNAO1,GABBR1
1186,SHBG,CTSD
1187,TP53,WWOX
1188,WWOX,TP53
1189,WWOX,MDM2
1190,WWOX,TP53
1191,KCNC1,DLG1
1192,KCNC1,CAMK2A
1193,KCNA2,KCNA2
1194,KCNB1,KCNB1
1195,KCNG1,KCNB1
1196,KCNB1,KCNG1
1197,NACC1,HDAC4
1198,HDAC4,NACC1
1199,HDAC4,NACC1
1200,NACC1,HDAC4
1201,PAFAH1B1,DYNC1H1
1202,KCNA5,KCNA2
1203,KCNA2,KCNA5
1204,FYN,KCNA2
1205,DYNC1H1,PAFAH1B1
1206,DYNC1H1,NDEL1
1207,NDEL1,DYNC1H1
1208,KCNA1,KCNRG
1209,DLG4,GRIN2B
1210,DYNC1H1,KATNA1
1211,DYNC1H1,KATNB1
1212,DYNC1H1,KATNB1
1213,DYNC1H1,KATNA1
1214,NEU1,KCNA2
1215,PAFAH1B1,DYNC1H1
1216,KCNG3,KCNB1
1217,HDAC4,ZBTB16
1218,KCNV1,KCNB1
1219,KCNB1,KCNB1
1220,KCNB1,KCNB2
1221,KCNB1,KCNG3
1222,KCNB1,KCNG4
1223,KCNB2,KCNB1
1224,KCNB1,KCNB1
1225,KCNB1,KCNG3
1226,KCNB1,KCNG4
1227,KCNB1,KCNG4
1228,KCNG4,KCNB1
1229,KCNG3,KCNB1
1230,KCNA2,CTTN
1231,CTTN,KCNA2
1232,UBQLN4,GABRD
1233,ATN1,ALG13
1234,ATXN1,ATP1A3
1235,ATXN1L,ALG13
1236,RERE,ALG13
1237,RGS9,GNAO1
1238,LRRK2,DYNC1H1
1239,HDAC4,JDP2
1240,HDAC4,ATF3
1241,NHLRC1,PRDM8
1242,PRDM8,NHLRC1
1243,GRK5,SPTAN1
1244,GRK5,HNRNPU
1245,TLE1,FOXG1
1246,INPPL1,HNRNPU
1247,CBL,SPTAN1
1248,UBASH3B,SPTAN1
1249,GRB2,DNM1
1250,GRB2,DYNC1H1
1251,GRB2,HNRNPU
1252,SHC1,SPTAN1
1253,ATP13A2,NRXN1
1254,DNM1,NCK2
1255,DNM1,NCK1
1256,FBXO6,ASAH1
1257,FBXO6,PPT1
1258,NHLRC1,UBE2D3
1259,UBXN6,EEF1A2
1260,UBXN6,HNRNPU
1261,RAD23A,SZT2
1262,CHRNA4,Ubqln1
1263,SNCA,DYNC1H1
1264,SNCA,SYN1
1265,ASCL1,MEF2C
1266,ATP6V1B1,CTSD
1267,ATP6V1B1,SCARB2
1268,STXBP1,APP
1269,GOSR2,APP
1270,HDAC4,APP
1271,PNKP,APP
1272,QARS,APP
1273,WDR45,APP
1274,ZEB2,APP
1275,PNPO,APP
1276,KCNJ10,APP
1277,PIGO,APP
1278,PSEN2,DYNC1H1
1279,APOE,FOXG1
1280,PSEN1,SCN1A
1281,Htt,TPP1
1282,Htt,STXBP1
1283,Htt,STX1B
1284,Htt,SLC6A1
1285,Htt,GNAO1
1286,Htt,DYNC1H1
1287,PSEN2,DYNC1H1
1288,QARS,RARS
1289,AIMP2,QARS
1290,PIGK,PIGT
1291,GPAA1,PIGT
1292,SPTAN1,SPTBN1
1293,AIMP1,QARS
1294,EPRS,QARS
1295,IARS,QARS
1296,KARS,QARS
1297,LARS,QARS
1298,DARS,QARS
1299,MARS,QARS
1300,HNRNPK,HNRNPU
1301,HNRNPU,HNRNPA1
1302,EEF1E1,QARS
1303,HNRNPU,YBX1
1304,PIGS,PIGT
1305,PIGT,PIGU
1306,HNRNPU,EFTUD2
1307,HNRNPU,SRSF1
1308,HNRNPU,SNRPA1
1309,HNRNPU,HNRNPA3
1310,HNRNPU,SNRPD1
1311,HNRNPU,PRPF8
1312,HNRNPU,NPM1
1313,HNRNPU,SNRNP200
1314,HNRNPU,SRSF7
1315,HNRNPU,PTBP1
1316,HNRNPU,U2AF2
1317,HNRNPU,U2AF1
1318,HNRNPU,SF3A1
1319,HNRNPU,PABPC1
1320,HNRNPU,NHP2L1
1321,MYH9,SPTAN1
1322,HNRNPU,RNPS1
1323,HNRNPU,SRSF11
1324,HNRNPU,SNRPA
1325,HNRNPU,SRSF3
1326,HNRNPU,PRPF4
1327,HNRNPU,SNRNP70
1328,DCTN1,DYNC1H1
1329,PURA,PURB
1330,DYNC1H1,DYNLT1
1331,HNRNPU,RPS15A
1332,HNRNPU,RPS23
1333,HNRNPU,RPL19
1334,HNRNPU,RPL6
1335,HNRNPU,RPL7A
1336,HNRNPU,RPL18
1337,HNRNPU,RPS13
1338,HNRNPU,RSL1D1
1339,HNRNPU,RPS6
1340,HNRNPU,RPL7
1341,HNRNPU,RPL12
1342,HNRNPU,RPS2
1343,HNRNPU,RPL18A
1344,HNRNPU,RPLP0
1345,HNRNPU,RPL23A
1346,HNRNPU,EIF4A3
1347,HNRNPU,RPS3
1348,HNRNPU,NONO
1349,HNRNPU,RPS26
1350,HNRNPU,TRA2B
1351,HNRNPU,RPS4X
1352,HNRNPU,HNRNPA0
1353,DYNC1LI2,DYNC1H1
1354,HNRNPU,UPF1
1355,DYNC1LI1,DYNC1H1
1356,SPTAN1,SPTBN2
1357,DYNC1H1,MAX
1358,HNRNPU,RPS11
1359,HNRNPU,RPS24
1360,HNRNPU,RPL5
1361,HNRNPU,RPLP1
1362,HNRNPU,RALY
1363,HNRNPU,SART1
1364,HNRNPU,RPS16
1365,HNRNPU,RPS8
1366,HNRNPU,SRRM2
1367,HNRNPU,RPLP2
1368,HNRNPU,NOP58
1369,HNRNPU,RPS14
1370,HNRNPU,RPL30
1371,DYNC1H1,SNRPA1
1372,DYNC1H1,HTATSF1
1373,DYNC1H1,SRSF9
1374,HNRNPU,SMU1
1375,HNRNPU,USP39
1376,HNRNPU,MCM5
1377,HNRNPU,RBM39
1378,DYNC1H1,U2AF2
1379,HNRNPU,LUC7L3
1380,HNRNPU,SAP18
1381,HNRNPU,EIF6
1382,DYNC1H1,SF3A1
1383,HNRNPU,MYH9
1384,DYNC1H1,FUS
1385,HNRNPU,IK
1386,HNRNPU,NOP2
1387,GARS,QARS
1388,HNRNPU,THRAP3
1389,DYNLRB1,DYNC1H1
1390,HNRNPU,GTF3C1
1391,HNRNPU,WDR18
1392,HNRNPU,MRPS16
1393,CTSD,CTSA
1394,HNRNPU,FTSJ3
1395,HNRNPU,RRS1
1396,HNRNPU,LAMP2
1397,HNRNPU,TPBG
1398,NONO,SCARB2
1399,PPT1,XRCC1
1400,HNRNPU,MRPL52
1401,HNRNPU,RRP7A
1402,SDHB,SLC25A22
1403,HNRNPU,TRIM55
1404,HNRNPU,MRPL42
1405,SPTAN1,SARS2
1406,HNRNPU,PCDHA2
1407,DYNC1H1,NCOA5
1408,HNRNPU,NFIA
1409,HNRNPU,MRPS34
1410,QARS,UBA1
1411,SLC9A3R2,PPT1
1412,HNRNPU,KRT3
1413,HNRNPU,MARCKS
1414,DYNC1H1,YARS
1415,HNRNPU,UTP14A
1416,PRKCDBP,SPTAN1
1417,DNAJA1,TPP1
1418,PPT2,SPTAN1
1419,HNRNPU,SEPT7
1420,SOD2,ALDH5A1
1421,ILF2,SPTAN1
1422,PPT1,SGSH
1423,PPT1,TMEM9
1424,DYNC1H1,STRN
1425,FAF2,SLC25A22
1426,DYNC1H1,STRN4
1427,HNRNPU,LBR
1428,DYNC1H1,XRCC5
1429,GSPT1,SPTAN1
1430,DYNC1H1,FLNC
1431,HNRNPU,PDHA2
1432,DDX1,SCARB2
1433,HNRNPH1,TPP1
1434,HNRNPU,TRA2A
1435,DYNC1H1,RANBP9
1436,PCF11,PLCB1
1437,HNRNPU,PRPH
1438,DYNC1H1,NUP133
1439,LPP,PNPO
1440,HNRNPU,LIMS1
1441,MECP2,XPC
1442,HNRNPU,MRPS28
1443,QARS,TRMT1
1444,MRPS18B,QARS
1445,DYNC1H1,SAP30BP
1446,HNRNPU,MTCH1
1447,CSTB,MAT2A
1448,HSPD1,SCARB2
1449,HNRNPU,MTCH2
1450,FOLR1,GSR
1451,PURA,ZNF638
1452,HNRNPU,SLC7A5
1453,HNRNPU,PGRMC1
1454,HNRNPU,RFC4
1455,CD55,SLC2A1
1456,SSBP1,ALDH5A1
1457,HNRNPU,ATP6V1B1
1458,HNRNPU,LAPTM4A
1459,HNRNPU,VTN
1460,NIPBL,PPT1
1461,KCTD3,STXBP1
1462,PPT1,RIF1
1463,CAT,MECP2
1464,RABL2A,SPTAN1
1465,HNRNPR,SPTAN1
1466,DYNC1H1,TNKS1BP1
1467,HNRNPU,TMX2
1468,FOLR1,PSMB2
1469,MRPS22,QARS
1470,HNRNPU,RHOB
1471,STRIP1,SPTAN1
1472,HNRNPU,KIAA2013
1473,DYNC1H1,DYNLT3
1474,HNRNPU,MRPL23
1475,HNRNPU,PCDH7
1476,SFXN3,SPTAN1
1477,QARS,TXLNA
1478,CSTB,NUDC
1479,SRRT,SYN1
1480,HNRNPU,NCSTN
1481,HNRNPU,RPL10L
1482,KIAA0368,SPTAN1
1483,HNRNPU,SND1
1484,MCAT,SPTAN1
1485,DYNC1H1,LONP1
1486,NIT2,PPT1
1487,HNRNPU,PTCD1
1488,HNRNPU,MRPL44
1489,HNRNPU,MRPL48
1490,HNRNPU,ZC3H18
1491,VBP1,QARS
1492,HNRNPU,ICT1
1493,PURA,RFC3
1494,HNRNPU,ITGB4
1495,DDX5,SYN1
1496,HNRNPU,PTPN1
1497,ALDH5A1,TOMM40
1498,PPT1,TCOF1
1499,DDX23,PURA
1500,TAF15,SCARB2
1501,HNRNPU,MRPL51
1502,HPDL,MECP2
1503,HNRNPU,LMAN1
1504,DNAJA1,SPTAN1
1505,HNRNPU,TPR
1506,HSPA5,SPTAN1
1507,ALDH5A1,TIAL1
1508,HNRNPU,SLC25A17
1509,DYNC1H1,HNRNPL
1510,HNRNPU,SEPT2
1511,HNRNPU,VDAC2
1512,PURA,RFC2
1513,HNRNPK,SPTAN1
1514,HNRNPU,KRT14
1515,HNRNPU,ITGA5
1516,CLPTM1L,SPTAN1
1517,HNRNPU,MRPL10
1518,DYNC1H1,TPM2
1519,POLA1,PURA
1520,MAPRE1,SPTAN1
1521,DYNC1H1,PLOD3
1522,DYNC1H1,EPPK1
1523,HNRNPU,LSM14A
1524,DYNC1H1,MCCC1
1525,DYNC1H1,MCCC2
1526,DYNC1H1,HEXIM1
1527,CSTB,FLNB
1528,DYNC1H1,ZC3H4
1529,FOLR1,IMPDH2
1530,SAAL1,SYNGAP1
1531,HNRNPU,S100A9
1532,DBN1,SPTAN1
1533,DYNC1H1,RPA2
1534,HNRNPU,MRPL13
1535,AARS,QARS
1536,QARS,ZFR
1537,ACTA2,SPTAN1
1538,CSTB,SEC24A
1539,PNKP,MID1
1540,EEF1A2,TTLL12
1541,HNRNPU,WBSCR16
1542,HNRNPU,SLC25A32
1543,NENF,SPTAN1
1544,MRPS23,QARS
1545,DDX19A,SPTAN1
1546,DYNC1H1,LRRFIP1
1547,ALDH5A1,VDAC1
1548,PURA,RB1
1549,RB1,PURA
1550,ESR1,SPTAN1
1551,BRCA1,DYNC1H1
1552,ECT2,CSTB
1553,XRCC1,PNKP
1554,LIG4,CTSD
1555,MDC1,SLC25A22
1556,EIF4A3,SPTAN1
1557,MAGOH,SPTAN1
1558,MAGOH,HNRNPU
1559,EIF4A3,HNRNPU
1560,IKBKAP,DYNC1H1
1561,SMURF1,HNRNPU
1562,SMURF1,SPTAN1
1563,YWHAE,EEF1A2
1564,TP63,WWOX
1565,WWOX,TP63
1566,SPTAN1,SPTBN1
1567,HSP90AA1,DYNC1H1
1568,PNKP,XRCC4
1569,ATXN1,CHRNA7
1570,PNKP,XRCC4
1571,PNKP,C18orf25
1572,PNKP,TRIM26
1573,PNKP,NASP
1574,PNKP,XRCC6
1575,PNKP,XRCC5
1576,PNKP,XRCC1
1577,PNKP,SSRP1
1578,PNKP,MCM5
1579,PNKP,MCM3
1580,PNKP,GEMIN4
1581,PNKP,CDK11B
1582,PNKP,PARP1
1583,PNKP,HNRNPU
1584,PNKP,NOLC1
1585,PNKP,SUPT16H
1586,PNKP,NRD1
1587,PNKP,AGTPBP1
1588,PNKP,TCOF1
1589,PNKP,VPRBP
1590,PNKP,UBE2O
1591,PNKP,PRKDC
1592,PNKP,LIG4
1593,SPTAN1,EVL
1594,SPTAN1,Tes
1595,SPTAN1,TES
1596,SPTAN1,EVL
1597,SPTAN1,TES
1598,TES,SPTAN1
1599,HSP90AA1,SPTAN1
1600,HSP90AB1,SPTAN1
1601,BTK,EEF1A2
1602,VCAM1,SLC2A1
1603,FN1,QARS
1604,FN1,HNRNPU
1605,FN1,DYNC1H1
1606,VCAM1,HNRNPU
1607,VCAM1,DYNC1H1
1608,Ccdc64,DYNC1H1
1609,Ccdc64b,DYNC1H1
1610,HNRNPU,SYNCRIP
1611,HNRNPU,HNRNPD
1612,HNRNPU,HNRNPH3
1613,SYNCRIP,HNRNPU
1614,HNRNPD,HNRNPU
1615,HNRNPH3,HNRNPU
1616,HSP90AA1,NHLRC1
1617,Fcho2,DNM1
1618,Caskin1,CASK
1619,IFIT3,HNRNPU
1620,YWHAE,HDAC4
1621,MECP2,Hipk2
1622,HIPK2,MECP2
1623,MECP2,HIPK2
1624,HIPK2,MECP2
1625,ATF2,SLC2A1
1626,IQCB1,DNM1
1627,IQCB1,STXBP1
1628,IQCB1,CNTNAP2
1629,PEX14,DYNC1H1
1630,GRB2,DNM1
1631,YWHAQ,HDAC4
1632,SMAD9,ZEB2
1633,SMAD9,QARS
1634,SMAD3,ZEB2
1635,SMAD2,ZEB2
1636,SMAD2,DYNC1H1
1637,SMAD1,ZEB2
1638,FAM46A,DYNC1H1
1639,SMAD5,PNKP
1640,PRKD2,CASK
1641,RNF11,QARS
1642,STX1A,KCNB1
1643,KCNB1,STX1A
1644,HNRNPU,IL7R
1645,PURA,IL7R
1646,STX1A,STXBP1
1647,MLH1,SPTAN1
1648,MLH1,SPTAN1
1649,SPTAN1,MLH1
1650,GRIN1,SPTAN1
1651,GRIN2A,SPTAN1
1652,GRIN2B,SPTAN1
1653,GRIN1,SPTAN1
1654,GRIN2A,SPTAN1
1655,GRIN2B,SPTAN1
1656,FYN,GRIN1
1657,FYN,GRIN2B
1658,CAMK2G,GRIN1
1659,CAMK2G,GRIN2B
1660,PRKCA,GRIN1
1661,PRKCA,GRIN2B
1662,MAP1LC3A,HNRNPU
1663,ZBTB7B,HDAC4
1664,HDAC4,ZBTB7B
1665,HDAC4,HDAC5
1666,HDAC5,HDAC4
1667,METTL21A,DYNC1H1
1668,METTL21C,DYNC1H1
1669,vif,HNRNPU
1670,PRKACA,SIK1
1671,SIK1,HDAC5
1672,UBL4A,SPTAN1
1673,UBL4A,HNRNPU
1674,ITGA4,HNRNPU
1675,ITGA4,DYNC1H1
1676,ITGA4,SLC2A1
1677,DHX9,HNRNPU
1678,US3,EEF1A2
1679,K3,HNRNPU
1680,gag,QARS
1681,vpr,DYNC1H1
1682,env,CTSD
1683,CFTR,CSTB
1684,ZNF689,HNRNPU
1685,ZNF689,HNRNPU
1686,HNRNPU,ZNF689
1687,SVIL,SPTAN1
1688,ERBB2IP,CASK
1689,SNTA1,KCNJ10
1690,MAPK8,WWOX
1691,PPP1R3D,EPM2A
1692,PPP1R3D,EPM2A
1693,EPM2A,PPP1R3D
1694,MLC1,KCNJ10
1695,PAN2,HNRNPU
1696,PAN2,SPTAN1
1697,DNM1,SNX9
1698,DNM1,SNX9
1699,SNX9,DNM1
1700,DNM1,SNX9
1701,DNM1,SNX9
1702,CLN3,SLC25A22
1703,CLN5,ATP1A3
1704,CLN5,SLC25A22
1705,CD81,HNRNPU
1706,CD81,EEF1A2
1707,IGSF8,HNRNPU
1708,IGSF8,EEF1A2
1709,IGSF8,PURA
1710,ICAM1,HNRNPU
1711,ICAM1,PURA
1712,SOX2,ZEB2
1713,SQSTM1,STXBP1
1714,SQSTM1,RELN
1715,HDAC4,YWHAQ
1716,CAPN1,SPTAN1
1717,LMNA,WWOX
1718,HDAC4,YWHAB
1719,HDAC4,YWHAE
1720,HDAC4,YWHAH
1721,HDAC4,YWHAG
1722,HDAC4,SFN
1723,HDAC4,YWHAQ
1724,HDAC4,YWHAZ
1725,HDAC4,TBL1XR1
1726,HDAC4,HDAC4
1727,HDAC4,NCOR1
1728,NEDD4,GRIN2A
1729,Nedd4,GRIN2A
1730,UBE2I,HDAC4
1731,SIRT1,HDAC4
1732,HDAC4,SIRT1
1733,ADRB2,HNRNPU
1734,BAG3,CSTB
1735,BAG3,HNRNPU
1736,BAG3,GNAO1
1737,BAG3,HNRNPU
1738,DNM1,SNX9
1739,COL4A1,PDGFA
1740,COL4A1,PDGFB
1741,COL4A1,PDGFB
1742,ATP4A,SCARB2
1743,EPM2A,EPM2A
1744,EPM2A,NHLRC1
1745,EPM2A,NHLRC1
1746,EGFR,TPP1
1747,HDAC4,MIF4GD
1748,CDKN2A,HNRNPU
1749,CASK,IL15RA
1750,ASAH1,CAMK1D
1751,CASK,WNT7B
1752,CASK,CDK9
1753,GNAQ,PPT1
1754,CASK,SMEK1
1755,CDKL5,SKIV2L
1756,CASK,DUSP3
1757,CASK,IL18
1758,CASK,MARS
1759,CASK,MLLT6
1760,CASK,P2RX7
1761,CASK,PCBP2
1762,CASK,PCM1
1763,CASK,GCNT3
1764,CASK,TRIM22
1765,CASK,PLK2
1766,CASK,ELL2
1767,RPL3,SIK1
1768,BNIP3L,CASK
1769,CDKN2A,HNRNPU
1770,MEF2C,PLA2G12A
1771,QARS,RNF11
1772,CLTC,QARS
1773,CUL3,FOLR1
1774,IRF1,QARS
1775,FOLR1,IRAK3
1776,GZMK,PNKP
1777,FOLR1,NCAPH2
1778,MECP2,SOX18
1779,HDAC4,MIF4GD
1780,SIK1,SUPT5H
1781,NMNAT1,SIK1
1782,YWHAE,HDAC4
1783,SIK1,TAB2
1784,SIK1,MAP3K7
1785,TAB2,SIK1
1786,MAP3K7,SIK1
1787,PLCB1,GNA11
1788,PLCB1,SLC9A3R1
1789,CASP3,SPTAN1
1790,CASP7,SPTAN1
1791,AGO2,FOLR1
1792,VHL,SLC2A1
1793,PLCB1,GNAQ
1794,PLCB1,PLCB1
1795,CDKL5,CDKL5
1796,CDKL5,PRKG2
1797,MAPK9,SPTAN1
1798,CDK3,EEF1A2
1799,SRPK2,CHD2
1800,SRPK2,CASK
1801,SRPK1,ASAH1
1802,YWHAQ,DYNC1H1
1803,YWHAQ,HDAC4
1804,ADRA2A,GNAO1
1805,FBXO6,CTSD
1806,FBXO6,SLC25A22
1807,FBXO6,TPP1
1808,TARDBP,PURA
1809,TARDBP,HNRNPU
1810,SAV1,ALG13
1811,SAV1,QARS
1812,SAV1,SPTAN1
1813,YWHAB,HDAC4
1814,HECW2,MECP2
1815,PARK2,EEF1A2
1816,PARK2,HNRNPU
1817,PNKP,KDM1A
1818,PNKP,SUV39H1
1819,TCERG1,HNRNPU
1820,PRPF40A,HNRNPU
1821,WBP4,HNRNPU
1822,GAS7,HNRNPU
1823,NEDD4,HNRNPU
1824,PIN1,HNRNPU
1825,WWOX,POLR2A
1826,WWOX,POLR2B
1827,WWOX,SMARCC1
1828,WWOX,TCERG1
1829,WWOX,CPSF1
1830,WWOX,CPSF2
1831,WWOX,CPSF3
1832,WWOX,NUDT21
1833,WWOX,FIP1L1
1834,WWOX,CPSF7
1835,WWOX,HNRNPK
1836,WWOX,RPRD2
1837,WWOX,PABPC1
1838,WWOX,SF3A1
1839,WWOX,SF3B1
1840,WWOX,SF3B3
1841,WWOX,SFPQ
1842,WWOX,SYMPK
1843,WWOX,WIPF2
1844,WWOX,WDR33
1845,WWOX,WBP2
1846,QARS,AIMP1
1847,QARS,AIMP2
1848,DYNC1H1,AKAP12
1849,SPTAN1,CRYZ
1850,DPP7,CSTB
1851,DYNC1H1,DDX1
1852,FANCD2,DNM1
1853,DYNC1I2,DYNC1H1
1854,DYNC1LI1,DYNC1H1
1855,DYNC1LI2,DYNC1H1
1856,FLNA,DYNC1H1
1857,PRUNE2,DYNC1H1
1858,SERBP1,DYNC1H1
1859,AHCY,EEF1A2
1860,SPTAN1,EHBP1L1
1861,QARS,EIF2S3
1862,DYNC1H1,EIF3K
1863,HNRNPU,G3BP1
1864,HNRNPU,HNRNPA1
1865,QARS,HNRNPA1
1866,QARS,HNRNPA2B1
1867,ABCF1,HNRNPU
1868,C14orf166,HNRNPU
1869,NELFB,HNRNPU
1870,YBX3,HNRNPU
1871,DDX1,HNRNPU
1872,DHX9,HNRNPU
1873,DIMT1,HNRNPU
1874,EIF2B2,HNRNPU
1875,EIF2B3,HNRNPU
1876,EIF3C,HNRNPU
1877,EIF3D,HNRNPU
1878,FKBP3,HNRNPU
1879,FUS,HNRNPU
1880,IGF2BP3,HNRNPU
1881,ILF2,HNRNPU
1882,KRT18,HNRNPU
1883,NMT1,HNRNPU
1884,RFC4,HNRNPU
1885,RPL23A,HNRNPU
1886,RPL35,HNRNPU
1887,RPS27,HNRNPU
1888,RPS29,HNRNPU
1889,RPS6,HNRNPU
1890,SND1,HNRNPU
1891,SYNCRIP,HNRNPU
1892,YBX1,HNRNPU
1893,QARS,IARS
1894,QARS,IGF2BP3
1895,QARS,IQGAP1
1896,DNM1,IRF2BPL
1897,QARS,CCAR2
1898,QARS,MARS
1899,HNRNPU,MRE11A
1900,QARS,MRE11A
1901,DNM1,NCL
1902,QARS,NMT1
1903,DNM1,NPM3
1904,SPTAN1,NUP188
1905,SPTAN1,PLS1
1906,SPTAN1,PPFIA1
1907,SPTAN1,PPP4R1
1908,QARS,PSMC6
1909,HNRNPU,PTBP1
1910,QARS,PTBP1
1911,RTCB,QARS
1912,DARS,QARS
1913,DDX1,QARS
1914,DHX9,QARS
1915,DNAJA1,QARS
1916,EEF1E1,QARS
1917,EIF2B2,QARS
1918,EIF2B3,QARS
1919,EIF2S1,QARS
1920,EIF4G1,QARS
1921,RARS,QARS
1922,RFC4,QARS
1923,RPL10,QARS
1924,RPL13,QARS
1925,RPL15,QARS
1926,RPL19,QARS
1927,RPL23A,QARS
1928,RPL26L1,QARS
1929,RPL27,QARS
1930,RPL27A,QARS
1931,RPL36,QARS
1932,RPL7A,QARS
1933,RPLP0,QARS
1934,DYNC1H1,RPS24
1935,SPTAN1,RPS24
1936,DYNC1H1,RPS5
1937,CSTB,SARNP
1938,DNM1,SNRPA1
1939,FAU,SPTAN1
1940,GPHN,SPTAN1
1941,PTBP1,SPTAN1
1942,DNM1,TBC1D2
1943,QARS,TUBB2A
1944,QARS,VARS
1945,DYNC1H1,YBX1
1946,rev,HNRNPU
1947,rev,PNKP
1948,rev,DYNC1H1
1949,SHFM1,EEF1A2
1950,SHFM1,HNRNPU
1951,NEDD4L,HCN1
1952,HCN1,NEDD4L
1953,RPA3,PNKP
1954,RPA2,PNKP
1955,RPA1,PNKP
1956,RPA3,HNRNPU
1957,RPA2,HNRNPU
