,GENE,INTERACTORS
32,TTN,"RP1-134O19.1,TTN,TLE3,TTN,NEDD8,TTN,COPS5,TTN,SP1,TTN,TRIM55,TTN,MIG19,TTN,FHL2,TTN,CEP57,TTN,Cep135,TTN,GAN,TTN,CAPN3,TTN,CUL7,TTN,AC002059.7,TTN,CUL4B,TTN,TTN,TUBA1A,SRSF2,TTN,GS1-120K12.1,TTN,CPSF6,TTN,TTN,WEE1,MAP2K1,TTN,CHEK1,TTN,CUL3,TTN,ADAM2,TTN,RP11-537A6.8,TTN,ARRB1,TTN,TCAP,TTN,Pparg,TTN,EGFR,TTN,RP11-548K23.2,TTN,CDH1,TTN,MYBPC3,TTN,SRPK2,TTN,RP5-1139B12.1,TTN,MYPN,TTN,CDK2,TTN,MCM2,TTN,TOP2A,TTN,ANK1,TTN,NTRK1,TTN,RP3-511B24.1,TTN,RBM3,TTN,RP11-436C9.1,TTN,HSPB2,TTN,GIG20,TTN,RP11-535K18.1,TTN,MAPK1,TTN,DYRK2,TTN,SQSTM1,TTN,PUF60,TTN,RAPGEF2,TTN,TSC22D2,TTN,TOP3A,TTN,RP11-297A16.3,TTN,TTN,YWHAQ,TTN,VAV2,ADRB2,TTN,ASF1B,TTN,TRIM63,TTN,ANKRD23,TTN,CALM1,TTN,CRYAB,TTN,ANKRD1,TTN,ACTN1,TTN"
33,COL6A3,"COL6A3,GAN"
34,SCN10A,"MTNR1B,Scn10a"
35,STAB1,"GGA2,STAB1,RP1-319D22.1,STAB1,GGA3,STAB1,PIK3R2,STAB1,RP1-37E16.3,STAB1,ORC5,STAB1"
36,EEFSEC,"EEFSEC,OK/SW-cl.26,EEFSEC,OK/SW-cl.103,EEFSEC,NXF1,EEFSEC,POLR2B,EEFSEC,RP1-290I10.1,EEFSEC,TRPT1,EEFSEC,EFTUD2,EEFSEC,SOX17,EEFSEC,RPS20,EEFSEC,PARD6B,EEFSEC,PCF11,EEFSEC,RP23-244N6.4,EEFSEC,NUDT21,EEFSEC,GAN,EEFSEC,Gspt1,EEFSEC,RP11-11N7.3,EEFSEC,RP23-77A2.2,EEFSEC,TERF2,EEFSEC,POLR2A,EEFSEC,POLR1B"
37,CSMD2,
38,DGKG,"DGKG,SDHA,DGKG,GIG20,ARRB1,DGKG"
39,ADD1,"Nbla00170,RP11-520M5.1,RP11-520M5.1,RP4-811H24.2,RP11-520M5.1,Tmod3,CALM1,RP11-520M5.1,RP11-520M5.1,RP11-544A12.6,CDKN2AIP,RP11-520M5.1,ATL2,RP11-520M5.1,RP11-520M5.1,TK1,RP11-205M9.1,RP11-520M5.1,Srebf1,UBC,ACTA1,RP11-520M5.1,RP11-520M5.1,Tpm4,RP11-520M5.1,SPTB,RP11-520M5.1,RPA3,RP11-520M5.1,SPTAN1,ANKRD29,RP11-520M5.1,MYO1C,RP11-520M5.1,RP11-520M5.1,SMARCC1,RP11-132G19.2,RP11-520M5.1,RP11-520M5.1,SPTBN1,GEMIN7,RP11-520M5.1,RP11-520M5.1,RP11-534G20.1,RP11-114M11.1,RP11-520M5.1,RP11-112J3.4,RP11-520M5.1,AL583886.1,RP11-520M5.1,RP11-520M5.1,VCP,RP11-173P16.1,RP11-520M5.1,RP11-452K12.5,RP11-520M5.1,DADB-127H9.2,RP11-520M5.1,HSPC294,RP11-520M5.1,RP11-520M5.1,XPO1,DPPA4,RP11-520M5.1,MAP1LC3B,RP11-520M5.1,RP11-252O7.3,RP11-520M5.1,RP11-520M5.1,RP3-361I14.2,CAPZA2,RP11-520M5.1,NUP54,RP11-520M5.1,RP11-520M5.1,RP23-136K12.2,RP11-520M5.1,SMARCA4,IQGAP1,RP11-520M5.1,HMG20A,RP11-520M5.1,RP11-520M5.1,RPA1,IFI16,RP11-520M5.1,RP11-520M5.1,SIN3A,GBP2,RP11-520M5.1,RP11-520M5.1,TPM4,Coro1c,RP11-520M5.1,Add1,RP11-173P16.1,RP11-520M5.1,SMARCA2,ADD2,RP11-520M5.1,CDH1,RP11-520M5.1,Add1,CALM1,LRWD1,RP11-520M5.1,RP11-244N9.1,RP11-520M5.1,RP11-520M5.1,RP4-796F18.1,Lima1,RP11-520M5.1,NTRK1,RP11-520M5.1,DYNC1I2,RP11-520M5.1,RP11-520M5.1,hCG_2029577,MAPRE1,RP11-520M5.1,RP11-520M5.1,RP11-723P2.1,RP11-520M5.1,RP4-547C9.3"
40,DCHS2,"COPS5,DCHS2"
41,APC,"APC,SAV1,APC,MYH11,PROC,SERPINA5,APC,EXPH5,APC,SYNC,APC,SENP1,APC,Tnks2,ANKRD28,APC,APC,HOXC6,APC,RP1-190I16.1,APC,RP11-206I15.1,PROC,TK1,APC,NAV2,APC,RP11-291O7.3,APC,Ctnnb1,APC,KRT13,APC,CASC3,APC,SMC3,APC,RP11-529I10.2,APC,DADB-127H9.2,APC,CCL5,APC,DIRAS3,APC,HTRA2,APC,XPO1,APC,PSMD1,APC,RP3-351K20.1,APC,RP11-544A12.7,APC,RP3-477O4.2,APC,NUPL2,Apc,PTPN13,APC,NUP153,APC,UNQ258/PRO295,Apc,RP11-298J20.4,APC,MBD4,Dmel_CG6193,OK/SW-cl.35,DADB-127H9.2,PROC,APC,RP11-228B15.5,APC,USP7,APC,KRT5,APC,BBX,APC,PTK2,APC,RP1-130E4.2,APC,TNKS,APC,LAMA3,APC,PPP2R5A,APC,LATS2,APC,NUP107,APC,GSK3B,APC,IL24,APC,FKSG11,APC,NOSTRIN,APC,NAV1,APC,RP11-403E24.2,APC,MAD1L1,Apc,OK/SW-cl.35,APC,HSPC261,APC,PKP2,APC,FAM214A,ACADVL,APC,APC,KIAA1328,APC,RP1-5O6.1,APC,OK/SW-cl.35,APC,STRN,APC,RP11-263K19.2,APC,POM121,APC,CREBBP,APC,ZNF106,APC,TUBA4A,APC,UNQ601,APC,FHOD1,APC,RP11-108L7.8,APC,tcag7.78,APC,RP23-120A4.1,APC,CSNK1D,APC,CSNK2A1,APC,UNQ642/PRO1272,Apc,XPO1,APC,BUB1,APC,RP3-361I14.2,APC,COG5,APC,TRAF1,APC,NCKAP5,APC,SFN,PROC,PROS1,APC,RPGRIP1L,APC,Ctnna1,APC,RNF114,ANKRD17,APC,APC,ZNF408,APC,ING5,APC,BUB3,APC,hCG_38480,Apc,DC12,APC,NAV3,AP2B1,APC,Apc,CTNNA1,APC,Axin1,APC,RP11-395P17.5,APC,NUP98,APC,MAPRE1,APC,SPTBN2,APC,UNQ340/PRO539,APC,UBR5,APC,CTNNA1,APC,XX-FW83128A1.1,APC,TAF1,APC,HSPA5,APC,CYTH2,AP2M1,APC,APC,HECTD1,APC,RP11-324E23.2,APC,MCM3AP,Apc,RP11-403E24.2,Apc,PUF60,APC,MARK2,APC,HSPC071,APC,NEB,APC,CSNK1A1,APC,DLGAP1,APC,SNRNP200,APC,ZNF785,APC,SMARCB1,APC,COG4,APC,BUB1B,APC,KRT14,AGFG1,APC,APC,KRT17,APC,TRIM21,APC,POM121C,APC,CTBP1,APC,HSPC275,APC,SIAH1,APC,SYNPO,APC,LA16c-314G4.3,APC,CGNL1,APC,EPAS1,APC,NUP54,APC,SPECC1L,APC,ERBB2IP,APC,AXIN2,APC,HGS,APC,APC,APC,YWHAQ,APC,RP11-84A14.1,APC,STRN4,APC,RP1-290I10.1,PROC,PROCR,APC,TELO2,APC,RP3-472A9.1,ACTN1,APC,APC,RP23-94F11.1,APC,Zranb1,APC,KRT15,APC,ND4,APC,NAT2,APC,Nhsl1,APC,MACF1,APC,MYH10,APC,MAPRE2,APC,PCNA,APC,VHL,APC,ST14,APC,Otud7b,APC,PPP1R13B,APC,MAD2L1,APC,RBM4B,Dmel_CG6193,RP5-1068B5.2,APC,LIN7C,APC,RP3-523K23.2,APC,KIAA1683,APC,RP23-176N9.2,APC,JUP,PROC,WNT5A,APC,ARHGEF4,APC,FBXW11,APC,PP6345,APC,Gsk3b,APC,CEP128,APC,RP23-392I3.6,APC,Usp7,APC,TFF1,APC,FP1193,APC,RP11-316M1.1,NPB,PROC,APC,TPR,APC,RP11-537A6.8,APC,GIGYF2,APC,RP11-67K19.1,APC,DAMC-258G8.6,APC,CCDC6,Apc,LA16c-314G4.3,APC,COPS5,APC,RP11-545I5.4,APC,KRT19,APC,SPTBN1,PF4,PROC,APC,SASS6,APC,HNRNPM,APC,KRT23,PROC,UQCRH,APC,RP11-433J16.1,APC,KIF5B,APC,RP23-378G22.2,APC,WIZ,AKAP13,APC,APC,USP30,APC,SCRIB,APC,TRIM25,PDF,PROC,APC,RANBP9,APC,RP1-41P2.9,APC,RP11-753C18.1,APC,RP11-422P24.3,APC,UBC,APC,RP11-298J20.4,APC,RP23-43J1.4,APC,DVL2,Apc,JUP,APC,Dmel_CG6193,PROC,UNQ6114,APC,RP4-547C9.3,APC,MBD5,APC,STRN3,APC,RP1-142L7.4,ALDH2,APC,APC,RANBP2,APC,LPHN1"
42,FBN2,"FBN2,RP3-330O12.3,FBN2,RP5-1167H4.6,FBN2,Htt,FBN2,RP11-426L16.6,FBN2,PRG2,FBN2,UNQ486/PRO1002,FBN2,ZNF408,FBN2,UNQ193/PRO219,FBN2,SFRP4,FBN2,VWCE,FBN2,ZFP41,FBN2,RP11-220B22.2,FBN2,UNQ2552/PRO6181,FBN2,FOXD4L6,ELN,FBN2,FBN2,PTEN,FBN2,HIV1gp5"
43,PLK3,"RP11-269F19.6,RP5-1068H6.2,BUB1B,RP11-269F19.6,RP11-269F19.6,TRIP13,RP11-269F19.6,TP53,RP11-269F19.6,SNCB,POU2F1,RP11-269F19.6,RP11-269F19.6,RP5-857M17.3,CENPU,RP11-269F19.6,RP11-269F19.6,RP5-1167H4.6,RP11-269F19.6,RP11-436C9.1,CIB1,RP11-269F19.6,CDC25C,RP11-269F19.6,RP11-269F19.6,RP11-553K8.4,RP11-269F19.6,SNCA"
44,DNAH8,"GAN,RP1-202I21.7,EGFR,RP1-202I21.7"
45,PTK7,"PPM1G,PTK7,CTDSP2,PTK7,CDC14A,PTK7,DUSP19,PTK7,PTK7,tcag7.1075,DUSP26,PTK7,PTK7,PTPN6,PTK7,PTPRR,PTK7,RYK,PTK7,RP11-408K19.2,CLNK,PTK7,PTK7,RP11-345K20.1,PTK7,UNQ702/PRO1347,PTK7,RP11-243J16.11-006,NTRK1,PTK7,PTK7,TPTE,MTMR10,PTK7,PPP3CA,PTK7,PTEN,PTK7,DUSP14,PTK7,PTK7,PTPN11,PTK7,STYX,PPM1A,PTK7,PTK7,RP11-271M24.1,PTK7,TSHR,PPM1B,PTK7,MTMR9,PTK7,PTK7,RP11-294K24.3,DUSP10,PTK7,PPM1K,PTK7,DUSP18,PTK7,PPM1F,PTK7,PTK7,TMEM17,ILKAP,PTK7,PTK7,UNQ3098/PRO10075,DUPD1,PTK7,DUSP21,PTK7,ATP1B4,PTK7,MTMR1,PTK7"
46,CUL9,"RP3-330M21.2,UBE2G1,RP3-330M21.2,SIRT7,RP3-330M21.2,RP5-884M20.3,CYCS,RP3-330M21.2,RP11-554C12.1,RP3-330M21.2,CUL7,RP3-330M21.2,GLMN,RP3-330M21.2,RAB6B,RP3-330M21.2,RP3-330M21.2,RP3-330M21.2,RP3-330M21.2,UBE2L3,RP3-330M21.2,TP53,RP3-330M21.2,SOX2"
47,DST,"IQGAP1,RP3-361I14.2,HSPC187,RP3-361I14.2,RP3-361I14.2,RP4-730B13.1,RP23-446O17.1,RP3-361I14.2,RP3-361I14.2,UBXN6,CELSR3,RP3-361I14.2,RP23-298E4.6,RP3-361I14.2,Coro1c,RP3-361I14.2,DCTN1,RP3-361I14.2,RP3-361I14.2,SH3BP5,KIAA1549,RP3-361I14.2,CDK2,RP3-361I14.2,RP11-421P11.9,RP3-361I14.2,MCM2,RP3-361I14.2,PRKAB2,RP3-361I14.2,CDH1,RP3-361I14.2,BM-012,RP3-361I14.2,CEP63,RP3-361I14.2,RP11-16H23.2,RP3-361I14.2,ERBB2IP,RP3-361I14.2,RP3-361I14.2,UNK,COPS7B,RP3-361I14.2,RP23-244H7.2,RP3-361I14.2,MOB1B,RP3-361I14.2,PP624,RP3-361I14.2,RP3-361I14.2,TMEM17,MAPRE1,RP3-361I14.2,OBSL1,RP3-361I14.2,MOB1A,RP3-361I14.2,RP3-361I14.2,SIRT7,ANLN,RP3-361I14.2,APC,RP3-361I14.2,RP1-319D22.1,RP3-361I14.2,RP3-361I14.2,TERF1,RP3-361I14.2,TRAF3IP1,DBN1,RP3-361I14.2,RP11-386D8.2,RP3-361I14.2,RP1-68O2.1,RP3-361I14.2,RP3-361I14.2,RP5-1066H13.1,PAK2,RP3-361I14.2,RP3-361I14.2,SPAC18G6.15,CALM1,RP3-361I14.2,RP11-520M5.1,RP3-361I14.2,GAN,RP3-361I14.2,MTNR1B,RP3-361I14.2,RP3-361I14.2,Tecpr2,MAPK6,RP3-361I14.2,Flot1,RP3-361I14.2,RP3-361I14.2,STK3,PPP1CB,RP3-361I14.2,RP11-90M2.2,RP3-361I14.2,ITSN2,RP3-361I14.2,RP3-361I14.2,TERF2,RP11-114M11.1,RP3-361I14.2,FKSG30,RP3-361I14.2,RP3-361I14.2,TNIK,CCDC8,RP3-361I14.2,Actb,RP3-361I14.2,AL583886.1,RP3-361I14.2,Calml3,RP3-361I14.2,MAGEA1,RP3-361I14.2,RP23-368I1.2,RP3-361I14.2,RP11-452K12.5,RP3-361I14.2,MYO18A,RP3-361I14.2,RP1-147M19.1,RP3-361I14.2,RP23-136K12.2,RP3-361I14.2,AT3G47690,RP3-361I14.2,PRMT5,RP3-361I14.2,CAPZA2,RP3-361I14.2,ITGB4,RP3-361I14.2,RP3-361I14.2,Tpm1"
48,RIMS1,"BSN,RP5-1046G13.1,RP5-1046G13.1,Sgol1,MYH1,RP5-1046G13.1,KRAS,RP5-1046G13.1,RP5-1046G13.1,Strn3,PDK1,RP5-1046G13.1,RP5-1046G13.1,Tmed10,CAMK2A,RP5-1046G13.1,LL22NC03-44A4.1,RP5-1046G13.1,RAB3A,RP5-1046G13.1,RP5-1046G13.1,UNC13B,Cep135,RP5-1046G13.1,Katna1,RP5-1046G13.1,RP23-29D15.3,RP5-1046G13.1,LRRK1,RP5-1046G13.1,ERC2,RP5-1046G13.1"
49,MDN1,"CCDC8,RP1-122O8.1,Chmp3,RP1-122O8.1,RP1-122O8.1,RP23-29D15.3,ART3,RP1-122O8.1,APLNR,RP1-122O8.1,DPEP1,RP1-122O8.1,RP1-122O8.1,SHFM1,RP1-122O8.1,SMARCAD1,RP1-122O8.1,TGOLN2,NOTCH1,RP1-122O8.1,RP1-122O8.1,UNQ6505/PRO21383,RP1-122O8.1,UNQ735/PRO1429,RP1-122O8.1,RP11-216B9.3,OK/SW-cl.40,RP1-122O8.1,BOP1,RP1-122O8.1,RP1-122O8.1,RP1-319D22.1,PELP1,RP1-122O8.1,RP1-122O8.1,UNQ326/PRO386,RP1-122O8.1,RP11-443G18.2,RP1-122O8.1,UNQ189/PRO215,RP1-122O8.1,UBC,CD70,RP1-122O8.1,RP1-122O8.1,SOX2,RP1-122O8.1,SRP19,BRIX1,RP1-122O8.1,BECN1,RP1-122O8.1,FN1,RP1-122O8.1,GSK3A,RP1-122O8.1,RP1-122O8.1,Wiz,PARP16,RP1-122O8.1,RP1-122O8.1,Tmed10,RP1-122O8.1,SIRT7,RP1-122O8.1,STK17B,OBSL1,RP1-122O8.1,RP1-122O8.1,RP11-399O19.7,HUSSY-07,RP1-122O8.1,RP1-122O8.1,RP11-208F1.2,HDAC11,RP1-122O8.1,RP1-122O8.1,VCP,LRRK2,RP1-122O8.1,RP1-122O8.1,SNW1,RP1-122O8.1,SUMO2,ATOH1,RP1-122O8.1,RP1-122O8.1,WDR12,RP1-122O8.1,RP11-529I10.2,FOXL1,RP1-122O8.1,RP1-122O8.1,RP5-889N15.1,RP1-122O8.1,RP23-132N23.17-001,RP1-122O8.1,RP11-383C12.1,CUL7,RP1-122O8.1,RP1-122O8.1,TUBB3"
50,RARS2,"GLS,RP3-382I10.6,NPY2R,RP3-382I10.6,PDPR,RP3-382I10.6,RP3-382I10.6,UNQ2514/PRO6003,PHLDA3,RP3-382I10.6,LPAR6,RP3-382I10.6,IL13RA2,RP3-382I10.6,NSDHL,RP3-382I10.6,RP3-382I10.6,Rhoa,PREPL,RP3-382I10.6,CLN3,RP3-382I10.6,RP11-444E17.1,RP3-382I10.6,RP11-298E9.1,RP3-382I10.6,ARL8A,RP3-382I10.6,MSTP027,RP3-382I10.6,MCCC1,RP3-382I10.6,ATP12A,RP3-382I10.6,CPS1,RP3-382I10.6,NTRK1,RP3-382I10.6,RP11-151A6.1,RP3-382I10.6"
51,MROH7-TTC4,
52,MYOM2,"MYOM2,TERF2,HSPB2,MYOM2"
53,MCPH1,"MCPH1,RAD51,MCPH1,SMARCA2,CHEK1,MCPH1,MCPH1,RP11-298P3.4,MCPH1,USP8,CHD4,MCPH1,MCM2,MCPH1,CDC27,MCPH1,MCPH1,RP11-114F7.2,ATR,MCPH1,H2AFX,MCPH1,MCPH1,SMARCC2,MCPH1,SMARCB1,MCPH1,RP1-184J9.1,MCPH1,RP11-185C18.3,MCPH1,SMARCC1,BIRC6,MCPH1,CRACR2A,MCPH1,KRAS,MCPH1,E2F1,MCPH1,MCPH1,NBN,DAAP-285E11.7,MCPH1,MCPH1,TP53BP1,KL04P,MCPH1,MCPH1,SMARCA4,ATM,MCPH1,MCPH1,RPA1"
54,SULF1,"PIG53,SULF1,SULF1,UNQ156/PRO182,SDC2,SULF1,SULF1,UNQ292/PRO331,LYZL2,SULF1,APP,SULF1"
55,CNGB3,
56,PLEC,"PLEC,SPTAN1,C6orf141,PLEC,MYO19,PLEC,CDK2,PLEC,HACE1,Plec,CDH1,PLEC,PLEC,VCP,EED,PLEC,PLEC,RAPGEF2,MTDH,PLEC,PLEC,TJP1,PAN2,PLEC,PLEC,RP1-319D22.1,PLEC,XX-FW83128A1.1,PLEC,PLEKHA5,PLEC,RP11-228B15.5,PLEC,SEC24B,PLEC,RP3-434P1.1,C17orf85,PLEC,MLF1,PLEC,CUL7,PLEC,Calml3,PLEC,PLEC,SKI,PLEC,RP13-444K19.2,PLEC,QSER1,CAPZA2,PLEC,NUP88,PLEC,PLEC,PTEN,CUL3,PLEC,IQGAP1,PLEC,Flnb,PLEC,HSPC057,PLEC,FKSG86,PLEC,FN1,PLEC,NEFM,PLEC,PLEC,SFN,MAPRE1,PLEC,PLEC,TKT,ANLN,PLEC,PLEC,SMC4,PLEC,RP11-427H3.3,NOMO1,PLEC,Cep78,PLEC,PLEC,RP1-184J9.3,PLEC,USP20,GAN,PLEC,PLEC,tcag7.1034,PLEC,TSGA10,Plec,STXBP5L,PLEC,PRO0324,NCAPH,PLEC,PLEC,SOCS6,ETS1,PLEC,PLEC,SP1,PLEC,RP1-68O2.1,PLEC,SNW1,PLEC,UQCRC1,ITGB4,PLEC,PLEC,PPIP5K2,CCDC88A,PLEC,PLEC,SYNPO,GNAI2,PLEC,PLEC,RABEP1,PLEC,PPP1CB,Lima1,PLEC,OBSL1,PLEC,DVL3,PLEC,PLEC,UBE2D2,PLEC,TRA2A,PLEC,SLTM,CCAR2,PLEC,NOS2,PLEC,ISG15,PLEC,PLEC,PP624,GBF1,PLEC,BUB1,PLEC,ATOH1,PLEC,DFNA5,PLEC,PDLIM7,PLEC,PLEC,SIRT7,NCAPG,PLEC,PLEC,RP11-723P2.1,GRB2,PLEC,CCDC8,PLEC,PHB,PLEC,AHNAK,PLEC,NIPSNAP1,PLEC,PLEC,RP11-421P11.9,PLEC,RP11-262P20.3,PLEC,SUZ12,PLEC,URGCP,PLEC,RP11-573G6.1,PLEC,RP11-704J17.4,BAG3,PLEC,CTA-268H5.7,PLEC,AL049757.1,PLEC,MCM2,PLEC,EZH2,PLEC,FMNL1,PLEC,PLEC,RP1-130E4.1,PLEC,SPTA1,JUP,PLEC,PLEC,RP11-501I19.1,DDX19B,PLEC,PLEC,WNK1,LRRK2,PLEC,PLEC,RP3-358H7.2,HSPC075,PLEC,MAP2,PLEC,PLEC,QARS,PLEC,UBC,PLEC,RP11-124N14.1,DLST,PLEC,PLEC,VCAM1,AL583886.1,PLEC,MYO18A,PLEC,P/OKcl.14,PLEC,ITGA4,PLEC,CCDC68,PLEC"
57,FOCAD,"FOCAD,RP23-244N6.4,FOCAD,UBE2D3,FOCAD,RP23-77A2.2,FOCAD,RAD21,FOCAD,RP11-3J11.4,FOCAD,SLAIN2,FOCAD,UNQ326/PRO386,FOCAD,RP11-178G16.3,FOCAD,XX-FW83563B9.1,FOCAD,NTRK1,FOCAD,RP11-11N7.3"
58,AGL,"AGL,YTHDF2,AGL,NXF1,AGL,CUL3,AGL,MCFD2,AGL,GLO1,AGL,RP11-625L16.4,AGL,DAK,AGL,DCUN1D1,AGL,RP11-314N13.2,AGL,HSPC322,AGL,OK/SW-cl.81,AGL,SPATA20,AGL,CAT,AGL,CUL5,AGL,CGI-26,AGL,SDHB,AGL,RP11-426L16.2,AGL,RNF126,AGL,PRKAB2,AGL,CARKD,Btg2,HDAC4,AGL,SERPINE2,AGL,FOXA2,AGL,SP100,AGL,RP11-397D12.2,AGL,SULT1E1,AGL,VPS25,AGL,Ppp1r3b,AGL,CUL4B,AGL,PRKAA2,AGL,RP11-518L10.4,AGL,PSMB6,AGL,GENX-3414,AGL,NTRK1,AGL,RP11-297A16.3,AGL,USP5,AGL,FKBP1B,AGL,COPS5,AGL,ASB15,AGL,KHK,AGL,RP11-343H5.1,AGL,MAN2B1,AGL,UNQ3124,AGL,PP8985,AGL,PKM,AGL,GCLC,AGL,NHLRC1,AGL,LGR4,AGL,CUL1,AGL,GARS,Btg2,RP4-811H24.2,AGL,ASPSCR1,AGL,GCK,AGL,ASB3"
59,LAMC3,"PSEC0252,RP11-143H20.1,RP11-143H20.1,RP11-175D17.6,POT1,RP11-143H20.1,HP,RP11-143H20.1,CYP2E1,RP11-143H20.1,RP11-143H20.1,RP11-419N10.4,RP11-143H20.1,YTHDC1,EPB41L4B,RP11-143H20.1,NR1H2,RP11-143H20.1,KIF1C,RP11-143H20.1,ANXA5,RP11-143H20.1,RP11-143H20.1,RP11-452K12.1,LGMN,RP11-143H20.1,PRO1400,RP11-143H20.1,PELI2,RP11-143H20.1,GIG24,RP11-143H20.1,CSNK2A2,RP11-143H20.1,DADB-122G4.5,RP11-143H20.1,CWC25,RP11-143H20.1,RP11-143H20.1,ZNF160"
60,OGDHL,"MDM2,OGDHL,OGDHL,STAT3,OGDHL,RP11-455B2.6,NFKBIA,OGDHL,OGDHL,SMYD1,OGDHL,tcag7.39"
61,NRAP,"NOL6,ZNF746,NOL6,SIRT7,RAPGEF2,YAP1,KIF5B,RAPGEF2,RAPGEF2,RP11-326L24.1,RAPGEF2,SLC25A11,NOL6,RP23-77A2.2,PIG53,RAPGEF2,NOL6,RPS7,PLEC,RAPGEF2,RAPGEF2,SP140L,FBXW11,RAPGEF2,RAPGEF2,RP11-342H3.1,NOL6,RP11-573G6.1,RAPGEF2,SCYL2,LAP3,RAPGEF2,DADB-159G18.3,NOL6,RAPGEF2,RP4-659F15.2,FLNC,RAPGEF2,FBL,NOL6,NOL6,NXF1,LIN28A,NOL6,GS1-174L6.1,RAPGEF2,RAPGEF2,ZNF512B,KCTD5,RAPGEF2,RAPGEF2,TTN,RAPGEF2,RP11-351M8.1,PSEC0156,RAPGEF2,NOL6,RP11-426L16.2,RAPGEF2,SSSCA1,NOC2L,NOL6,EPB41L5,RAPGEF2,RAPGEF2,RP5-891H21.3,NOL6,UTP20,RAPGEF2,RP11-54H19.1,PTPN13,RAPGEF2,GENX-3947,RAPGEF2,RACGAP1,RAPGEF2,RAP1A,RAPGEF2,LRR1,RAPGEF2,RAPGEF2,RP23-98K7.1,CTA-126B4.5,NOL6,RAPGEF2,RP3-349A12.1,LA16c-358B7.1,NOL6,RAPGEF2,RP5-1170K4.4,PRKAA2,RP11-190F19.1,NOL6,RPS5,RP11-190F19.1,RP5-1068B5.2,BM-013,NOL6,NAP1L5,NOL6,RAPGEF2,RP1-315G1.5,MECP2,NOL6,IKZF5,NOL6,DDX24,NOL6,NOL6,ZFC3H1,RAP2B,RAPGEF2,NOL6,ZNF512,RAPGEF2,UBC,RP11-178G16.3,RP11-190F19.1,RAPGEF2,SND1,RAPGEF2,RP11-88H12.2,HSPC277,NOL6,DHX15,NOL6,NOL6,XX-FW83563B9.1,G3BP1,NOL6,HSPC049,RAPGEF2,BDP1,RAPGEF2,RAPGEF2,RP4-730K3.1,NOL6,hucep-1,NOL6,Srp72,NOL6,RPL18A,EED,NOL6,RAPGEF2,SREK1IP1,PRKCI,RAPGEF2,RAPGEF2,RP11-529I10.2,PD04912,RAPGEF2,RAPGEF2,XPO1,CTTNBP2,RAPGEF2,NOL6,RP11-324J2.1,RAPGEF2,SEC62,HSPC120,NOL6,NOL6,NOP2,COX5A,RAPGEF2,NOL6,SORT1,NOL6,NPM1,RAPGEF2,WWOX,RAPGEF2,RP11-190A12.5,PRPSAP1,RAPGEF2,RAPGEF2,TNKS,HIST2H4B,RAPGEF2,CCDC132,RAPGEF2,NOL6,RP5-1034F7.2,CGI-09,RAPGEF2,KIF5A,RAPGEF2,EGFR,NOL6,NOL6,RP11-11N7.3,CGI-95,RAPGEF2,MPHOSPH10,NOL6,KIF11,RAPGEF2,DAQB-147D11.1,RAPGEF2,RP11-190F19.1,TRIM63,NOL6,SIAH1,NOL6,RPS4X,DDX18,NOL6,NOL6,OBSL1,NOL10,NOL6,RAPGEF2,TJP1,NOL6,RP11-58A11.4,NOL6,RRP9,HTT,RAPGEF2,NOL6,RP4-686C3.1,GS1-120K12.1,NOL6,ATP8,RAPGEF2,IFI16,NOL6"
62,PHRF1,"CTA-216E10.7,PHRF1,AL133330.1,PHRF1,NLRP3,PHRF1,COPS5,PHRF1,PHRF1,SIRT7,KIF21A,PHRF1,HIST3H3,PHRF1,CSNK2A2,PHRF1,PHRF1,PPP1CA,AGPAT2,PHRF1,JMJD6,PHRF1,PHRF1,XRCC5,NBN,PHRF1,DADB-127H9.2,PHRF1,DLST,PHRF1,AC002059.7,PHRF1"
63,HPS5,"CD14,HPS5,DEF8,HPS5,HPS5,RP11-2C24.4,FGFR1OP,HPS5,AL672219.1,HPS5,HERC2,HPS5,HPS5,Kifc1,HPS5,JM1,HPS5,SMC6,BLM,HPS5,HPS5,RP11-302K17.1,HPS5,RP23-209C6.8,HPS5,WI1-2643G14.3,HPS5,RP23-40G2.2,AARSD1,HPS5,HPS5,TCL1B,HPS5,PDDC1,Cdc26,HPS5,BUB1,HPS5,CSNK2A2,HPS5,Cep135,HPS5,HPS5,RP23-198C2.1,HPS5,Papss1,DLST,HPS5,HPS5,SGOL1,HPS5,Psmb4,HPS5,Ppp2r1a"
64,ANO5,"ANO5,EGFR,ANO5,PTGIR"
