,GENE,INTERACTORS
65,MADD,"ETFA,HNRNPD,ETFA,RAB5C,ETFA,NIT1,ETFA,RP1-224A6.5,ETFA,KYNU,BCAT2,ETFA,ETFA,RAB1A,ETFA,UNQ1845/PRO3573,ETFA,HERC2,ETFA,RAB2A,ETFA,RP4-568C11.2,DN-393H17.2,FP585,DOCK5,MADD,CGI-126,ETFA,CCDC8,ETFA,MADD,PRMT6,ALDH1B1,ETFA,ETFA,RAB6B,FP585,RP11-82H13.1,DDX39A,ETFA,MADD,RP3-337O18.7,FP585,RP23-176N9.2,MADD,YWHAZ,ETFA,UQCRC2,ARF4,ETFA,ETFA,PPP6R3,BAG3,ETFA,ETFA,SGTB,ETFA,RAB6A,ETFA,RP5-886K2.6,FP585,My039,ETFDH,HSPC326,ETFA,FP585,MADD,SOCS6,MADD,VPS13D,FP585,IVD,MADD,NTRK1,ETFA,RAB1B,ETFA,PSEN1,ETFA,SUCLG2,MADD,SHMT2,DDA1,ETFA,MADD,RP11-714M16.1,ETFA,NDUFS3,ETFA,RP11-397D12.2,FP585,RABGGTA,MADD,RP5-902P8.6,MADD,PIDD1,ETFA,IDH3A,CUL7,ETFA,ETFA,TPM1,ETFA,HSD17B12,CGI-141,FP585,ETFA,RP11-114M11.1,ETFA,PSEC0082,ETFA,ICT1,CANX,ETFA,CGI-10,ETFA,ETFA,RAB5B,ETFA,LYRM5,MADD,RP5-1037B23.1,ETFA,RP11-401E9.1,ETFA,VDAC1,FP585,RP11-397D12.2,ETFA,PAICS,ETFA,RP11-443G18.6,ETFA,LDHB,ETFA,RP11-215I23.1,FP585,RP11-114M11.1,BBS7,MADD,FP585,RP5-890O15.2,CUL7,FP585,ETFA,HDAC5,ETFA,SMS,DLST,FP585,FP585,HT028,EIF2S2,ETFA,ETFA,hCG_17428,ETFA,PCMT1,MADD,TSPYL6,FP585,XPO1,ETFA,GPX4,FP585,RP3-469A13.1,ETFA,RP23-196C23.4,MADD,RP11-67C2.3,DAMA-277I14.1,MADD,ARF5,ETFA,ETFA,tcag7.39,ETFA,GLS,MADD,POT1,MADD,RP11-284B18.5,Bmpr1a,FP585,FP585,GPX4,ETFA,PIG19,ETFA,UBA5,FP585,SOD1,ETFA,PP894,ETFA,NDUFAB1,COX15,ETFA,ETFA,MYC,AKAP11,FP585,ARL8B,ETFA,MADD,SYT12,ETFDH,RP11-426L16.2,ETFA,RP4-682C21.1,ETFA,RP11-511I2.1,FP585,LYRM5,ETFA,RP11-528D24.2,FP585,NDUFAB1,MADD,NXPH2,ETFA,HADH,CASC5,FP585,C8orf82,ETFA,ETFA,LDHAL6A,ARF1,ETFA,CTSD,ETFA,ETFDH,RP3-339A18.2,DAAP-97M17.4,ETFA,MADD,SYT3,ETFA,HADHA,FP585,LRPPRC,MADD,XPO1,ETFA,YKT6,FP585,HADH,ETFA,NTRK1,COQ2,ETFA,ADRB2,FP585,FP585,RP3-470L14.2,ETFA,SORD,APP,FP585,ATL3,FP585,ETFA,IVD,FP585,PRKAR1B,ETFA,EXOSC4,ATP5A1,ETFA,ETFA,PSEC0245,FP585,PLCH1,ETFDH,NXF1,FP585,RP3-353E16.2,MADD,TNFRSF1A,ETFA,HSPB2,FP585,GMCL1,FP585,tcag7.39,FP585,NTRK1,CAPG,FP585,MADD,RB1CC1"
66,PDE4DIP,"RP4-791M13.2,ZSCAN26,LMO4,RP4-791M13.2,RP4-791M13.2,USO1,Prkacb,RP4-791M13.2,MIF4GD,RP4-791M13.2,HMGCS2,RP4-791M13.2,RP11-395P17.6,RP4-791M13.2,Prkar2a,RP4-791M13.2,RP11-66D17.4,RP4-791M13.2,RP11-412P1.1,RP4-791M13.2,FCHSD2,RP4-791M13.2,KLC4,RP4-791M13.2,OSGEP,RP4-791M13.2,ARNT2,RP4-791M13.2,KLC3,RP4-791M13.2,RP4-791M13.2,RTP5,ELAVL1,RP4-791M13.2,CST6,RP4-791M13.2,RP4-791M13.2,RP4-791M13.2,DAAP-285E11.2,RP4-791M13.2,PRKAR2B,RP4-791M13.2,IVL,RP4-791M13.2,LGALS7B,RP4-791M13.2,IGHG1,RP4-791M13.2,RP4-791M13.2,SNCA,RP4-791M13.2,ZBTB38,PKP3,RP4-791M13.2,RP1-319D22.1,RP4-791M13.2,ANKRD11,RP4-791M13.2,JUP,RP4-791M13.2,PRPF31,RP4-791M13.2,PIG4,RP4-791M13.2,NEK2,RP4-791M13.2,PRKACG,RP4-791M13.2,HSPC189,RP4-791M13.2,RP4-791M13.2,SBBI58,CHCHD3,RP4-791M13.2,ADH1B,RP4-791M13.2,CALML3,RP4-791M13.2,NEFL,RP4-791M13.2,A2ML1,RP4-791M13.2,CGI-49,RP4-791M13.2,PRKACA,RP4-791M13.2,RP11-356B19.6,RP4-791M13.2,RP23-193M19.1,RP4-791M13.2,RP4-791M13.2,TGM1,CSNK1D,RP4-791M13.2,RP4-791M13.2,VAC14,PIG46,RP4-791M13.2,NDRG1,RP4-791M13.2,GOLGA8F,RP4-791M13.2,RP4-791M13.2,S100A7,RP4-791M13.2,TNIK,Asap1,RP4-791M13.2,RP4-791M13.2,TRAF4,RP4-791M13.2,SMN1,RP4-791M13.2,RP5-973N23.2,NCCRP1,RP4-791M13.2,RP1-75N13.2,RP4-791M13.2,HSPC057,RP4-791M13.2,RP11-66B24.1,RP4-791M13.2,RP23-244H7.2,RP4-791M13.2,RP11-535K18.1,RP4-791M13.2,PFDN1,RP4-791M13.2,RP4-791M13.2,XXbac-BCX105G6.2,AKAP9,RP4-791M13.2,RP4-791M13.2,ZNF408,CD207,RP4-791M13.2,RP4-791M13.2,ZNF512B,CEP170,RP4-791M13.2,RP4-791M13.2,UNQ495/PRO1012,RP11-260L6.1,RP4-791M13.2,RP11-301J7.3,RP4-791M13.2,RP4-791M13.2,SERPINB5,RP4-791M13.2,SDCBP,PM20D1,RP4-791M13.2,CALML5,RP4-791M13.2,GATM,RP4-791M13.2,RAB25,RP4-791M13.2,RP4-791M13.2,TYMP,MLF1,RP4-791M13.2,RP4-791M13.2,ZFYVE21,RP11-415H23.1,RP4-791M13.2,PIAS4,RP4-791M13.2,RP4-791M13.2,UTP14C,MTUS2,RP4-791M13.2,PDE4D,RP4-791M13.2,RP4-791M13.2,TK1,RP11-95K23.4,RP4-791M13.2,RP4-791M13.2,ZNF785,CCDC6,RP4-791M13.2,C19orf66,RP4-791M13.2,FAM161A,RP4-791M13.2,C14orf105,RP4-791M13.2,C3,RP4-791M13.2,RP4-791M13.2,RP5-1068H6.2,CTA-445C9.9,RP4-791M13.2,HAUS1,RP4-791M13.2,IGHG2,RP4-791M13.2,CDKN1A,RP4-791M13.2,RP1-184J9.1,RP4-791M13.2,GOLGA8EP,RP4-791M13.2,RP1-5O6.1,RP4-791M13.2,MAPRE1,RP4-791M13.2,RP11-82H13.1,RP4-791M13.2,RP4-791M13.2,TEAD4,C1orf109,RP4-791M13.2,KRT31,RP4-791M13.2,DYNLL1,RP4-791M13.2,KRAS,RP4-791M13.2,ARF6,RP4-791M13.2,MAPRE3,RP4-791M13.2,IGKC,RP4-791M13.2,GDPD3,RP4-791M13.2,PPL,RP4-791M13.2,AKR1B10,RP4-791M13.2,ITSN2,RP4-791M13.2,FES,RP4-791M13.2,C1orf87,RP4-791M13.2,GM2A,RP4-791M13.2,NAA10,RP4-791M13.2,EVPL,RP4-791M13.2,GS1-120K12.1,RP4-791M13.2,RP23-402H11.2,RP4-791M13.2,CCDC146,RP4-791M13.2,RP4-791M13.2,SERPINB4,RP11-68I18.6,RP4-791M13.2,RP4-791M13.2,SH2D4A,PRO2783,RP4-791M13.2,ACADVL,RP4-791M13.2,RP4-791M13.2,S100A9,RP4-791M13.2,SERPINB3"
67,AHNAK,"AHNAK,Ppp1cb,AHNAK,PCK2,AHNAK,HSPC057,AHNAK,ING2,AHNAK,RP11-240L7.3,AHNAK,PP624,AHNAK,EEF1B2,AHNAK,RP4-559A3.4,AHNAK,FMNL1,AHNAK,Actb,AHNAK,RP4-547C9.3,AHNAK,HNRNPH1,AHNAK,ARHGDIA,AHNAK,MYO19,AHNAK,EZR,AHNAK,FLNB,AHNAK,EGFR,AHNAK,RP23-120A4.1,AHNAK,Flnb,AHNAK,YARS,AHNAK,JSRP1,AHNAK,GORASP2,AHNAK,S100B,AHNAK,EEF2,AHNAK,RP1-130E4.1,AHNAK,RP23-119H5.1,AHNAK,AI837181,AHNAK,ATP4A,AHNAK,GPR141,AHNAK,CAPZA2,AHNAK,CGI-99,AHNAK,HSPB1,AHNAK,GRB2,AHNAK,GS1-19O24.1,AHNAK,CCT5,AHNAK,RFPL2,AHNAK,ZNF131,AHNAK,POT1,AHNAK,SKI,AHNAK,FN1,AHNAK,STRN,AHNAK,ATF2,AHNAK,CCDC8,AHNAK,ASNS,AHNAK,UNQ601,AHNAK,RPA3,AHNAK,LASP1,AHNAK,GJB7,AHNAK,MYL6,AHNAK,SUMO2,ACTN4,AHNAK,AHNAK,ZNF517,AHNAK,RP11-413M3.10,AHNAK,NOL9,AHNAK,HNRNPDL,AHNAK,RPA1,AHNAK,MCM2,AHNAK,RP3-496N17.2,AHNAK,HSPA9,AHNAK,Lima1,AHNAK,RP1-319D22.1,AHNAK,HSPA5,AHNAK,RP11-505P4.2,AHNAK,STIP1,AHNAK,ALPPL2,AHNAK,S100A10,AHNAK,Ccdc15,AHNAK,Kctd5,AHNAK,Bmpr1a,AHNAK,SNW1,AHNAK,RP1-68O2.1,AHNAK,PPIP5K2,AHNAK,DAAP-21F2.2,AHNAK,U2AF2,AHNAK,TUBA1C,AHNAK,RP11-345K20.1,AHNAK,SDC1,AHNAK,RP11-90M2.2,AHNAK,PMS1,AHNAK,OXCT1,AHNAK,OBSL1,AHNAK,CDH1,AHNAK,PLEC,AHNAK,Tpr,AHNAK,HNRNPAB,AHNAK,GALK2,AHNAK,HNRNPD,AHNAK,RP1-125I3.5,AHNAK,Cdk1,AHNAK,ISG15,AHNAK,GRPEL1,AHNAK,RP1-224A6.5,AHNAK,TARS,AHNAK,RUVBL1,AHNAK,PCDHGC3,AHNAK,RP11-22I24.1,AHNAK,CUL7,AHNAK,SIRT7,AHNAK,Coro1c,AHNAK,RP4-635E18.2,AHNAK,HIV1gp2,AHNAK,USP14,AHNAK,Calml3,AHNAK,PSME3,AHNAK,CT009708.1,AHNAK,RP23-479K11.1,AHNAK,NXF1,AHNAK,CDK2,AHNAK,KLHL40,AHNAK,AHNAK"
68,CHD1L,"CHD1L,RPA1,CHD1L,TGOLN2,CHD1L,SGOL1,CHD1L,RNF166,CHD1L,XRCC5,CHD1L,HIST2H2BE,CHD1L,FAM196A,CHD1L,LRRK2,CHD1L,XRCC1,CHD1L,RP1-319D22.1,CHD1L,HIST1H2BG,CHD1L,PRKDC,CHD1L,H3F3AP6,CHD1L,EIF4A1,CHD1L,RP11-321N4.1,CBX1,CHD1L,CHD1L,TNKS,CHD1L,HSPC215,CHD1L,HIST2H2AA4,CHD1L,PLK1,CHD1L,RP4-547C9.3,CHD1L,RP11-125A15.2,CHD1L,HT019,CHD1L,FOXL1,A-152E5.1,CHD1L,CHD1L,FOXB1,CHD1L,CU464060.1,CHD1L,SRPK2,CHD1L,RP11-399O19.7,CHD1L,ID1,CHD1L,TNKS2,CHD1L,RFC2,CHD1L,NTRK1,CBX5,CHD1L,CHD1L,PARP2,CHD1L,XPC,CHD1L,SNW1,CHD1L,HIST1H2BK,CHD1L,FAM134A,CHD1L,UNQ649/PRO1279,CHD1L,HSPA8,CHD1L,CIAO1,CHD1L,TRIM33,CHD1L,RPA3,CHD1L,HLTF,CHD1L,SSRP1,ART3,CHD1L,CHD1L,Osgep,CHD1L,HIST1H2BA,CHD1L,H2AFX,CBX3,CHD1L,CHD1L,UNQ570/PRO1132,CHD1L,HIST1H2BB,CHD1L,RP11-443G18.2,CHD1L,H2AFZ,CHD1L,MIG8,CHD1L,RP3-351K20.1,CHD1L,NR4A1,CHD1L,LAMP2,APLF,CHD1L,CHD1L,CTA-216E10.7,CHD1L,TEAD2,CHD1L,SUPT16H,CHD1L,HIST3H2A"
69,NUMA1,"NUMA1,TERF2,NUMA1,RP11-573G6.1,NUMA1,RP5-1181N3.2,NUMA1,RP5-890O3.5,BANF1,NUMA1,NUMA1,VCP,NUMA1,RP11-234K24.1,NUMA1,PAPD5,NUMA1,RP1-130E4.1,NUMA1,NXF1,KIF20A,NUMA1,NUMA1,RP3-327J16.5,CRK,NUMA1,DVL3,NUMA1,NUMA1,PTTG1,NUMA1,RP13-270L15.1,NUMA1,RP23-353J21.1,ERG,NUMA1,CDK6,NUMA1,EIF3E,NUMA1,NUMA1,SRRM1,NUMA1,TNKS,NPM1,NUMA1,DYNLL1,NUMA1,NUMA1,SSX2IP,NUMA1,RP6-29D12.1,NUMA1,Srp72,DDB1,NUMA1,NUMA1,RP11-242O24.1,NUMA1,YEATS4,NUMA1,RPA3,GS1-120K12.1,NUMA1,NUMA1,SUMO2,EIF3H,NUMA1,NUMA1,RTF1,MATR3,NUMA1,NUMA1,SMC3,IFI16,NUMA1,NUMA1,RP11-517F10.1,LGR4,NUMA1,ECT2,NUMA1,CDC73,NUMA1,NUMA1,RPA1,DYNC1H1,NUMA1,NUMA1,SCARNA22,NUMA1,RP1-302G2.1,NUMA1,NUP98,DVL2,NUMA1,NUMA1,PRED77,NUMA1,RP11-32D17.1,KPNB1,NUMA1,EPB41L3,NUMA1,CCDC8,NUMA1,NUMA1,PP8000,NUMA1,U2AF2,NUMA1,OK/SW-cl.40,BRD4,NUMA1,NUMA1,YWHAQ,ACTR1A,NUMA1,NUMA1,OBSL1,NUMA1,RPS13,NUMA1,SMURF1,NUMA1,TP53BP1,ENO1,NUMA1,EZH2,NUMA1,NUMA1,WDR83,HRIHFB2072,NUMA1,CBX8,NUMA1,NUMA1,RPAP1,EMILIN1,NUMA1,NUMA1,RUVBL1,DAAP-285E11.7,NUMA1,HIV1gp5,NUMA1,CUL7,NUMA1,NUMA1,RP11-54H19.1,BRAP,NUMA1,GIG33,NUMA1,NUMA1,Tnks,NUMA1,SUZ12,NUMA1,RP11-523H24.1,AL022311.1,NUMA1,CDK2,NUMA1,NUMA1,RP4-675E8.1,FAM175B,NUMA1,NTRK1,NUMA1,EED,NUMA1,HSP90AA1,NUMA1,NUMA1,SMARCAD1,L5,NUMA1,CCDC57,NUMA1,NUMA1,ZC3H18,NUMA1,RP3-324N14.1,NUMA1,RP11-143H17.2,NUMA1,RP11-426L16.2,BRCA1,NUMA1,HDAC5,NUMA1,NUMA1,TERF1,NUMA1,RP11-475E11.4,NUMA1,RP4-547C9.3,NUMA1,SIRT7,NUMA1,RP11-723P2.1,NUMA1,RP4-800J21.2,GMCL1,NUMA1,NUMA1,Tnks2,NUMA1,PIM1,NUMA1,Ranbp2"
70,ATM,"ATM,RBM47,ATM,DDX1,ATM,UNQ326/PRO386,ATM,ATMIN,ATM,RP11-298P3.4,ATM,WWOX,ATM,DYRK2,ATM,RP11-228B15.5,ATM,MLH1,ATM,CD70,ATM,PPP1CC,ATM,TOPBP1,ATM,IL24,ATM,BLM,ATM,HTR6,ATM,GNA11,ATM,C1orf27,ATM,GMNN,ATM,LPAR6,ATM,RP11-398C13.5,ATM,UTP15,ATM,Mcm3,ATM,ATR,ATM,H2AFX,ATM,MAGEC2,ATM,CSNK1D,ATM,RP11-128N14.2,ATM,SOCS1,ATM,RASSF1,ATM,HSPC064,AT1G25580,ATM,ATM,Nedd1,ATM,PPP1CA,ATM,hCG_1783907,ATM,FANCD2,ATM,FECH,ATM,TP53BP1,ATM,CREB1,ATM,SNAI1,ATM,ND4,AP1B1,ATM,ATM,RP3-324M8.1,ATM,NDUFA8,ATM,RPA1,AP3B1,ATM,ATM,NAT2,Atm,RP4-745I14.1,ATM,DCLRE1A,ATM,RAD17,ATM,FOXO3,ATM,H2afx,Atm,RP11-574F21.1,ATM,BCAS3,ATM,NREP,ATM,HSPC195,ATM,RNF20,ATM,PRKDC,ATM,TAF1,ATM,RP1-179N16.5,ATM,HNRNPUL1,ATM,RP11-247A12.4,ATM,DC28,ATM,DAQB-90C11.16-002,ATM,CHEK1,ATM,RP11-125A15.2,ATM,OPRM1,ATM,RP11-173B14.3,ATM,ZER1,ATM,FEN1,ATM,NPY2R,ATM,KAT5,ATM,TFF1,ATM,RP13-886N14.3,ATM,RBBP8,ATM,MRE11A,ATM,Atm,ATM,SNW1,ATM,DADB-70P7.10-021,ATM,SMARCB1,ATM,RELA,ATM,TRAF6,ATM,POLR2A,ATM,SPOP,ATM,YDR369C,ATM,SMAD7,ATM,MINK1,ATM,SREBF1,ATM,PRKCA,ATM,NBN,ATM,RP11-436C9.1,ATM,RP11-278J17.2,ATM,EIF4EBP1,ATM,TELO2,ATM,TRIM28,ATM,RP4-657D16.2,ATM,BRAT1,ATM,XRCC5,ATM,GIG20,ATM,MCPH1,ATM,LIG4,ATM,RAD51,ATM,RFC1,ATM,RANBP9,ATM,VHL,ATM,hCG_1997849,Atm,DDB1,ATM,MSH2,ATM,RP4-547C9.3,ATM,NOLC1,ATM,SIRT7,ATM,RP11-261P4.4,ATM,PEX5,ATM,BHLHE41,ATM,PP7073,ATM,RP23-64E17.3,ATM,MSH6,ATM,FANCI,ATM,KDM2A,Atm,LMNB1,ATM,XPC,ATM,Ap3b2,ATM,RP11-318G21.1,ATM,Chek1,ATM,MTRR,ATM,RP11-573G6.1,ATM,CD274,ATM,MED1,ATM,MDM2,ATM,P3H2,ACTL6B,ATM,ATM,ATM,ATM,SMO,ATM,VPRBP,ATM,RP3-511B24.1,ATM,RP11-472N13.4,ATM,RHEB,ATM,DADB-159G18.9,ATM,CDC6,ATM,OSGIN1,ATM,TAOK3,ATM,RP3-467L1.3,ATM,WRN,ATM,EIF3E,ATM,MAS1,ATM,BRCA1,ATM,CTA-215D11.2,ATM,TP53,ATM,RRM2B,ATM,E2F1,ATM,RP6-29D12.1,ATM,HIF1A,ATM,TERF1,Atm,RP11-391H12.1,ATM,LPAR4,ATM,DAAP-285E11.7,ATM,RP4-811H24.2,ATM,RAD50,ATM,Bid,ATM,RP11-553N16.2,ATF2,ATM,ATM,hCG_2011013,ATM,SRSF8,ATM,RP11-244N9.4,ATM,BANP,Atm,TP53,ATM,RP11-234D19.2,ATM,TTI1,ATM,HSPA8,ATM,JM21,ATM,USP34,ATM,ELAVL1,ATM,TERF2,ATM,SMC3,ATM,IKBKG,ATM,RP1-154G14.1,ATM,RP11-83J21.1,ATM,RP3-339A18.4,ATM,HSPC069,ATM,SKP2,APLNR,ATM,ATM,RP23-445E20.3,ATM,ZNF821,ATM,NR4A1,ATM,TCL1A,ATM,MAP1S,ATM,RNF40,ATM,MCM2,ATM,TDP1,ATM,UNQ1964/PRO4486,ATM,C5AR2,ATM,E4F1,ATM,UNQ6505/PRO21383,ATM,CHD4"
71,A2ML1,"A2ML1,FOXD4,A2ML1,CEP152,A2ML1,RASSF9,A2ML1,SLC39A11,A2ML1,DUSP21,A2ML1,WWOX,A2ML1,OK/SW-cl.84,A2ML1,CCNYL1,A2ML1,CDK15,A2ML1,ZSCAN12,A2ML1,NPPA,A2ML1,RP11-217A12.1,A2ML1,PI4KA,A2ML1,GMCL1,A2ML1,TOX4,A2ML1,RP11-164L23.1,A2ML1,L2HGDH,A2ML1,RP11-358L16.1,A2ML1,THRA,A2ML1,RP4-791M13.2,A2ML1,FOXH1,A2ML1,RP4-744I24.2,A2ML1,HNRNPA1,A2ML1,ACAD9,A2ML1,UGT1A10,A2ML1,GPATCH2L"
72,KMT2D,"KMT2D,RP1-130E4.1,KMT2D,PP7910,KMT2D,WDR5,HIST2H3C,KMT2D,E2F6,KMT2D,KMT2D,MEN1,ASH2L,KMT2D,KMT2D,SRRM1,KMT2D,Setd3,KMT2D,RP23-328F3.2,KMT2D,NR3C1,KMT2D,MAX,KMT2D,UNQ9342/PRO34047,E2F2,KMT2D,KMT2D,RBBP5,CAGF28,KMT2D,FOXK2,KMT2D,KMT2D,RP13-886N14.3,KMT2D,RP5-890O15.2,KMT2D,OK/SW-cl.35,KMT2D,RP11-421P11.9,KMT2D,PPP1R21,KMT2D,RP1-177P22.2,HERC2,KMT2D,KMT2D,RBM45,KMT2D,RP11-178C10.1,EEF1B2,KMT2D,KMT2D,RP23-333D2.2,KMT2D,RP11-98G7.2,KMT2D,POLR2A,KMT2D,SENP3,KMT2D,SMAD1,KMT2D,RP11-383C12.1,KMT2D,RP11-436C9.1,CXXC1,KMT2D,KDM4B,KMT2D,E2F5,KMT2D"
73,HAL,"HAL,UCP2,HAL,PI4KA,HAL,RAB9B,DPPA4,HAL,CGI-35,HAL,GMCL1,HAL,HAL,RP1-286D6.1,HAL,RP11-178C10.1,HAL,VDAC1,HAL,THRA,CDK15,HAL,HAL,L3,HAL,PLCZ1,GLYR1,HAL,HAL,XXbac-BCX195L8.9,DOCK10,HAL,HAL,RP4-744I24.2,HAL,HNRNPA1,DADB-104B20.2,HAL,CUL1,HAL,HAL,VEGFB,HAL,MCM2,HAL,RP4-580O19.1,HAL,KCTD16,HAL,HSPC057,HAL,PLEKHA3,DDX19B,HAL,HAL,ZIC1,HAL,SLCO6A1,HAL,SLC39A11,C21orf59,HAL,HAL,OK/SW-cl.84,HAL,ZSCAN12,HAL,RP11-461N23.8,HAL,ZRSR2"
74,ATP8B2,"MCOLN3,RP11-350G8.2,Atp8b2,STXBP5L,RP11-350G8.2,SPINT2,HTR3A,RP11-350G8.2,KITLG,RP11-350G8.2,LPAR6,RP11-350G8.2,RP11-350G8.2,SLC6A15,CLEC2D,RP11-350G8.2,RP11-350G8.2,SLC39A4,RP11-350G8.2,RP3-337H4.3,B4GAT1,RP11-350G8.2,CD79B,RP11-350G8.2,CHCHD10,RP11-350G8.2,RP11-350G8.2,TMED2"
75,POLE,"FOXL1,POLE,POLE,RP11-126K1.1,PABPC1,POLE,C16orf45,POLE,LRRC46,POLE,Mdm2,POLE,DNAJC7,POLE,POLE,PSMD11,POLE,TGOLN2,POLE,UNQ735/PRO1429,CIAO1,POLE,POLE,RAD17,MSH6,POLE,POLE,RPL28,DADB-112B14.2,POLE,POLE,POLE2,FOXQ1,POLE,FOXG1,POLE,PABPC4,POLE,POLE,ZBBX,FOXE1,POLE,PCNA,POLE,NTRK1,POLE,POLE,UNQ2552/PRO6181,LGALS3BP,POLE,POLE,TOPBP1,POLE,POLE4,POLE,SIRT7,POLA1,POLE,EIF4G1,POLE,FBXW11,POLE,POLE,RP6-29D12.1,HSPA8,POLE,POLE,PRIM1,POLD4,POLE,HIV1gp1,POLE,POLE,RP11-452K12.5,FOXB1,POLE,GINS4,POLE,POLE,SNW1,MYC,POLE,POLE,SSB,POLE,POLE3,FAM96A,POLE,DTWD2,POLE,OK/SW-cl.22,POLE,CGI-128,POLE"
76,ATP12A,"ATP12A,RP3-402G11.12-004,ATP12A,RP5-1160K1.2,ATP12A,RP11-384C4.5,ATP12A,RP11-481A12.7,ATP12A,SLC37A3,AGTR1,ATP12A,ATP12A,ODF4,ATP12A,FAM134C,ATP12A,RP11-443G18.2,ATP12A,NPY,ATP12A,RP4-696H22.1,ATP12A,IL13RA2,ATP12A,HSD17B6,ATP12A,C5AR2,ATP12A,TMED2,ATP12A,DLK1,ATP12A,ATP1B3,ATP12A,RP11-54A4.10-004,ATP12A,CTDSP2,ATP12A,TUSC5,ATP12A,WBP1,ATP12A,MME,ATP12A,FPR2,ATP12A,IRGC,ART3,ATP12A,ATP12A,PTH1R,ATP12A,PPIB,ATP12A,CD300C,ATP12A,CDABP0067,ATP12A,RP11-552M11.7,ATP12A,DHCR24,ATP12A,RP11-51G5.2,ATP12A,TACR1,ATP12A,P2RY14,ATP12A,PSEC0230,ATP12A,RP5-944H6.1,ATP12A,RP11-130L10.1,ATP12A,HS2ST1,ATP12A,UNQ1912/PRO4371,ATP12A,RP11-239E10.4,ATP12A,UNQ486/PRO1002,ATP12A,CLEC2D,ATP12A,RP3-382I10.6,ATP12A,CTDSP1,ATP12A,GRPR,ATP12A,TNFRSF9,ATP12A,NTRK1,ATP12A,RP11-528G1.4,ATP12A,S1PR1,AGK,ATP12A,ATP12A,FEZ1,ATP12A,RP11-25K21.3,ATP12A,TMEM223,ATP12A,RP5-963K15.1,ATP12A,SPINT2,ATP12A,RP4-815O16.3,ATP12A,RAB2B"
77,SYNE2,"SYNE2,TERF1,RP11-110L1.4,SYNE2,SYNE2,TBC1D16,GAN,SYNE2,MTNR1B,SYNE2,CDC37,SYNE2,PML,SYNE2,SUN1,SYNE2,RP5-1018E9.1,SYNE2,CAPN6,SYNE2,S100A4,SYNE2,BIN1,SYNE2,CUL7,SYNE2,SYNE2,THOP1,SYNE2,VAPA,RP3-508I15.15-002,SYNE2,BRAP,SYNE2,Kctd5,SYNE2,SIRT7,SYNE2,MAPK3,SYNE2,SOD1,SYNE2,CTDNEP1,SYNE2,SYNE2,TERF2,ARRB2,SYNE2,NDUFB9,SYNE2,SDHA,SYNE2,MKS1,SYNE2,RP5-1099D15.1,SYNE2,Chmp4c,SYNE2,SUPT5H,SYNE2,RNASEH2B,SYNE2,Cul1,SYNE2,MAPK1,SYNE2,OBSL1,SYNE2,HDAC11,SYNE2,MORC3,SYNE2,SYNE2,TMEM67,ACTC1,SYNE2,MAPK8IP2,SYNE2,SYNE2,UBC,CEP170,SYNE2,ICT1,SYNE2,CALM1,SYNE2"
78,AHNAK2,"AHNAK2,GABARAPL2,AHNAK2,GABARAPL1,AHNAK2,UNQ336/PRO535,AHNAK2,HUSSY-22,AHNAK2,RP11-190A12.1,AHNAK2,USP14,AHNAK2,GJB7,AHNAK2,JSRP1,AHNAK2,C1QL4,AHNAK2,CT009708.1,AHNAK2,RP11-517F10.1,AHNAK2,RP3-339A18.4,AHNAK2,RP11-68I18.4,AHNAK2,DYNC1I2,AHNAK2,KRT10,AHNAK2,PSMD14,AHNAK2,LMO2,AHNAK2,PCK2,AHNAK2,NAA10,AHNAK2,RP4-559A3.4,AHNAK2,ANXA2,AHNAK2,Shoc2,AHNAK2,Cul4a"
79,ATP10A,"ATP10A,CLK1"
80,TYRO3,"KLK4,TYRO3,A2M,TYRO3,APOE,TYRO3,CTDSP1,TYRO3,KRTAP10-3,TYRO3,TNIP1,TYRO3,IKBKG,TYRO3,COPS5,TYRO3,KRTAP4-2,TYRO3,KRTAP5-9,TYRO3,TMEM30B,TYRO3,RP11-104M22.2,TYRO3,IPPK,TYRO3,RP23-121M7.1,TYRO3,AXL,TYRO3,GAS6,TYRO3,KRTAP10-7,TYRO3,CTDSP2,TYRO3,TYRO3,UNQ574/PRO1136,RP4-696P19.1,TYRO3,CHRNB3,TYRO3,RP5-823N20.1,TYRO3,KRT40,TYRO3,HSP90AA1,TYRO3,KRTAP10-9,TYRO3,HDLBP,TYRO3,PIK3R1,TYRO3,KRTAP10-8,TYRO3"
